n_pairs,n_itsm,misreport_all_median,misreport_resolved_median,misreport_resolved_n_pairs,misreport_resolved_calibrated_median,misreport_resolved_calibrated_n_pairs,misreport_magnitude_median,n_resolved_median,n_resolved_total,n_disagree_total,misreport_pooled_resolved,n_resolved_total_nominal,n_disagree_total_nominal,misreport_pooled_resolved_nominal,n_resolved_latitude_total,n_disagree_latitude_total,misreport_pooled_resolved_latitude,n_disagree_top_three,n_logs_disagree,n_pairs_no_resolved_disagreement,n_pairs_some_resolved_disagreement,n_pairs_no_resolved_cell,n_cells_total,misreport_itsm_median,misreport_magnitude_itsm_median,misreport_latitude_median,n_cells_latitude,misreport_pooled_resolved_itsm,misreport_pooled_resolved_other,refsens_declared,refsens_min,refsens_max,refsens_boosting,refsens_metric_min,refsens_metric_max,n_refsens_variants,share_latitude,share_resampling,share_counterfactual,n_pairs_resampling_over_latitude,share_latitude_cross,share_resampling_cross,share_counterfactual_cross,n_pairs_resampling_over_latitude_cross,runtime_s
19,8,0.3277777777777778,0.0,17,0.0,12,0.5022866652668097,4.0,663,98,0.1478129713423831,890,146,0.16404494382022472,132,15,0.11363636363636363,98,3,9,3,7,29040,0.27083333333333337,0.29641031260132805,0.19999999999999998,30,0.009302325581395349,0.4034334763948498,0.3277777777777778,0.3277777777777778,0.38425925925925924,0.3527777777777777,0.3277777777777778,0.38240740740740736,26,0.11138736961342491,0.189030487922911,0.0415531805303046,10,0.1918267619696396,0.0944130856876403,0.0274392588994893,7,20.8
