term,order,share,variance,log,target,metric,total_variance
family x rung,2,0.05396776261405069,0.12094096175963144,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x split,2,0.040632771330130144,0.09105744254711236,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x quality_level,2,0.02521073369475477,0.05649688317662012,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x rung,2,0.056336327269476266,0.12624888029362047,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x split,2,0.024172112050697518,0.05416934735796919,BPIC13_closed,handover,nagelkerke,2.240985282724025
quality_level x rung,2,0.009384887472402932,0.021031394705676044,BPIC13_closed,handover,nagelkerke,2.240985282724025
quality_level x split,2,0.014889185542446125,0.03336644567236909,BPIC13_closed,handover,nagelkerke,2.240985282724025
rung x split,2,0.031207612613445835,0.06993580057568476,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x quality_level,3,0.02235937718833142,0.050107035209926,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x rung,3,0.056294845804404185,0.1261559209408881,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x split,3,0.022722505242326867,0.05092079983467401,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x quality_level x rung,3,0.00999028804103087,0.022388088470124006,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x quality_level x split,3,0.012764214115484153,0.028604415978338245,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x rung x split,3,0.032014552079657664,0.07174414004351465,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x quality_level x rung,3,0.029600513018647297,0.0663343140358695,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x quality_level x split,3,0.012697602872962151,0.028455141164182476,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x rung x split,3,0.053590067601127556,0.12009455279431244,BPIC13_closed,handover,nagelkerke,2.240985282724025
quality_level x rung x split,3,0.009606296396937624,0.021527568847022043,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x quality_level x rung,4,0.02872991790247808,0.06438332319332286,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x quality_level x split,4,0.012005657784669886,0.026904502404866335,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x rung x split,4,0.05234522645572205,0.1173048821081294,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x quality_level x rung x split,4,0.008803554946395538,0.019728637070524694,BPIC13_closed,handover,nagelkerke,2.240985282724025
encoding x quality_level x rung x split,4,0.03546913710144736,0.07948581423526421,BPIC13_closed,handover,nagelkerke,2.240985282724025
family x encoding x quality_level x rung x split,5,0.03549826354375828,0.07955108616382109,BPIC13_closed,handover,nagelkerke,2.240985282724025
family,1,0.004792366823789153,2.979076354627779e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding,1,0.01793734785759294,1.1150383689752252e-05,BPIC13_incidents,duration,ap,0.000621629450366725
quality_level,1,0.021554505244764845,1.3398915248229862e-05,BPIC13_incidents,duration,ap,0.000621629450366725
rung,1,0.060362312883399986,3.752299138057222e-05,BPIC13_incidents,duration,ap,0.000621629450366725
split,1,0.17281857089181893,0.0001074291132366443,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding,2,0.01209310619566547,7.517430957637962e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x quality_level,2,0.00993741971538527,6.177392755738401e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x rung,2,0.007279005779780559,4.5248443621012036e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x split,2,0.008412730727266345,5.229601178073836e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x quality_level,2,0.005051067236369243,3.139892149909585e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x rung,2,0.00662118010036657,4.115920546569968e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x split,2,0.03191878450843043,1.984165647034954e-05,BPIC13_incidents,duration,ap,0.000621629450366725
quality_level x rung,2,0.015847084518447876,9.85101443911779e-06,BPIC13_incidents,duration,ap,0.000621629450366725
quality_level x split,2,0.03295859251176387,2.048803174794863e-05,BPIC13_incidents,duration,ap,0.000621629450366725
rung x split,2,0.2913412720359047,0.00018110631480482194,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x quality_level,3,0.004031774036966495,2.506269478602314e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x rung,3,0.004538059987384749,2.8209917356892086e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x split,3,0.043052740151804984,2.6762851197347964e-05,BPIC13_incidents,duration,ap,0.000621629450366725
family x quality_level x rung,3,0.0030508298152027626,1.8964856611869105e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x quality_level x split,3,0.005213217327397763,3.240689421872558e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x rung x split,3,0.03837246826271858,2.385345635536835e-05,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x quality_level x rung,3,0.011958780359327566,7.433930061825181e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x quality_level x split,3,0.02280173688755919,1.4174231168820097e-05,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x rung x split,3,0.029352983609796074,1.824667906798102e-05,BPIC13_incidents,duration,ap,0.000621629450366725
quality_level x rung x split,3,0.008714879706157724,5.417425881750952e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x quality_level x rung,4,0.012724195523984216,7.90973466993305e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x quality_level x split,4,0.014619063412195757,9.087640353799547e-06,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x rung x split,4,0.050622858730744985,3.146865984878537e-05,BPIC13_incidents,duration,ap,0.000621629450366725
family x quality_level x rung x split,4,0.007787758539185323,4.8411000603025414e-06,BPIC13_incidents,duration,ap,0.000621629450366725
encoding x quality_level x rung x split,4,0.024031117657624643,1.4938450461207306e-05,BPIC13_incidents,duration,ap,0.000621629450366725
family x encoding x quality_level x rung x split,5,0.020202188961202926,1.2558275620157293e-05,BPIC13_incidents,duration,ap,0.000621629450366725
family,1,0.012815671040552229,1.5162358563404454e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding,1,0.042319664730795056,5.006885155689252e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
quality_level,1,0.04100971259404019,4.851903306236917e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
rung,1,0.05957967273705134,7.04893530952039e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
split,1,0.285436037583801,0.00033770245311918453,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding,2,0.05246420590245032,6.207096757712616e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
family x quality_level,2,0.003923243163723787,4.641631280295573e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x rung,2,0.0021792883925396233,2.5783395903494767e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x split,2,0.06297821052257194,7.451019978612531e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x quality_level,2,0.001225591919137317,1.4500110116411244e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x rung,2,0.002357834082230168,2.7895789205782378e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x split,2,0.031616315565516334,3.7405603775348435e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
quality_level x rung,2,0.0069963275732952135,8.277430573683354e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
quality_level x split,2,0.0102617207849663,1.2140752483960043e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
rung x split,2,0.14264391283715383,0.00016876355100565546,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x quality_level,3,0.0016823427624055296,1.9903978581711342e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x rung,3,0.01363978550315251,1.6137377268214656e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x split,3,0.04227093345465036,5.0011197058753476e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
family x quality_level x rung,3,0.0025787144988132405,3.0509049225698102e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x quality_level x split,3,0.002357198991440503,2.788827537818588e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x rung x split,3,0.06632185227937785,7.846609839368495e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x quality_level x rung,3,0.0027042029348710583,3.19937164405859e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x quality_level x split,3,0.005750707221871082,6.803723707893459e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x rung x split,3,0.03426954104529277,4.0544663442738094e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
quality_level x rung x split,3,0.008738934633631493,1.0339127772396744e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x quality_level x rung,4,0.005210464477156632,6.164556692704116e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x quality_level x split,4,0.002633983602891059,3.116294395415541e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x rung x split,4,0.0364863694325752,4.316741700555594e-05,BPIC13_incidents,duration,auc,0.0011831107801867475
family x quality_level x rung x split,4,0.006442650365385777,7.622369100262e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
encoding x quality_level x rung x split,4,0.006560223411431551,7.761471038498148e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family x encoding x quality_level x rung x split,5,0.004544685955228695,5.376866946194376e-06,BPIC13_incidents,duration,auc,0.0011831107801867475
family,1,0.16120166594761742,0.0004293141361342601,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding,1,0.016321730019702278,4.3468219651663406e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
quality_level,1,0.006554168262208317,1.745513651504627e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
rung,1,0.019202111315370845,5.113928434208082e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
split,1,0.15752534129971457,0.0004195233059273541,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding,2,0.03777471734700978,0.00010060206295149052,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x quality_level,2,0.003949555536931535,1.0518501862152169e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x rung,2,0.01195884803224471,3.184894201895136e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x split,2,0.028515664564667437,7.594324678290009e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x quality_level,2,0.0062901807253110485,1.675208186181403e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x rung,2,0.02176458409261963,5.796369139932303e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x split,2,0.03961555919760624,0.00010550461420121159,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
quality_level x rung,2,0.0014346773257965858,3.820849202364432e-06,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
quality_level x split,2,0.022857234232769193,6.08736498557556e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
rung x split,2,0.2295656499527106,0.0006113818868818244,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x quality_level,3,0.007659914740734438,2.0399973290903166e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x rung,3,0.01890144059637607,5.033853461516389e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x split,3,0.03101696072450465,8.260472756700936e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x quality_level x rung,3,0.00200969755518554,5.352249709850884e-06,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x quality_level x split,3,0.0021345891201871563,5.684862366326456e-06,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x rung x split,3,0.02601956720402776,6.929561150077931e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x quality_level x rung,3,0.004549184094160182,1.2115439552186346e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x quality_level x split,3,0.009810257157096455,2.6126790017309096e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x rung x split,3,0.02817733797702546,7.504221151225986e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
quality_level x rung x split,3,0.012284108463405498,3.271517935093915e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x quality_level x rung,4,0.004617694571436108,1.2297897445502521e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x quality_level x split,4,0.014166453190597202,3.7728261540324115e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x rung x split,4,0.060152731023735605,0.00016019944709481611,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x quality_level x rung x split,4,0.0041520276413959814,1.105772790617882e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
encoding x quality_level x rung x split,4,0.006724355276578091,1.790838053474003e-05,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family x encoding x quality_level x rung x split,5,0.0030919928112735995,8.234630919612325e-06,BPIC13_incidents,duration,brier_skill,0.0026632115345120934
family,1,0.10216759142482,0.002014683908109897,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding,1,0.006359460542545619,0.00012540476525527592,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
quality_level,1,0.00938209475531836,0.00018500930739677037,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
rung,1,0.09117852537729815,0.0017979860862043034,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
split,1,0.15977727210403384,0.003150712417709914,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding,2,0.0030783388966167144,6.070300525080032e-05,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x quality_level,2,0.009689056790962575,0.00019106241548112925,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x rung,2,0.0635677270857747,0.0012535176277408025,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x split,2,0.04802298904471985,0.0009469846738917132,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x quality_level,2,0.00450374009193993,8.88110658477995e-05,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x rung,2,0.030152544606550324,0.0005945901783549834,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x split,2,0.018372949039083385,0.00036230358626788685,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
quality_level x rung,2,0.00767188560728857,0.00015128500400479552,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
quality_level x split,2,0.029495857192935855,0.0005816406946056194,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
rung x split,2,0.13173109463804691,0.002597658541850495,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x quality_level,3,0.0023646382536656836,4.6629254656227546e-05,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x rung,3,0.02715898561477572,0.0005355589822134561,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x split,3,0.021558501029549922,0.00042512076972241685,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x quality_level x rung,3,0.007366181560932935,0.00014525670271817875,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x quality_level x split,3,0.021482492652265393,0.00042362192989991434,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x rung x split,3,0.04752805116874806,0.0009372247944590242,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x quality_level x rung,3,0.012562686917524732,0.00024772868599906307,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x quality_level x split,3,0.011788866191441288,0.00023246940325724152,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x rung x split,3,0.018986218629356563,0.00037439689646171377,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
quality_level x rung x split,3,0.013609197810930306,0.0002683652560424841,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x quality_level x rung,4,0.011942419609917551,0.00023549738499709723,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x quality_level x split,4,0.010728788740717005,0.0002115653088028279,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x rung x split,4,0.02040332779777333,0.0004023414432385176,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x quality_level x rung x split,4,0.011698904886387359,0.00023069542002912476,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
encoding x quality_level x rung x split,4,0.023838564611171273,0.0004700822623376182,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family x encoding x quality_level x rung x split,5,0.021831047326908055,0.00043049521999421775,BPIC13_incidents,duration,logloss_skill,0.01971940299280131
family,1,0.0017248499762420504,0.09024186613217708,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding,1,0.0002795405819610043,0.014625192986810693,BPIC13_incidents,duration,nagelkerke,52.3186754646268
quality_level,1,0.01783530893177811,0.9331197398130586,BPIC13_incidents,duration,nagelkerke,52.3186754646268
rung,1,0.024254240100511793,1.2689497164598138,BPIC13_incidents,duration,nagelkerke,52.3186754646268
split,1,0.0037769769011237173,0.1976064287272836,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding,2,0.00036635979463225645,0.01916745919865235,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x quality_level,2,0.01772161010855977,0.9271711679803883,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x rung,2,0.024124774453696162,1.2621762453002487,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x split,2,0.0023892627904871125,0.12500306453520385,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x quality_level,2,0.021489010330785555,1.124276557552382,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x rung,2,0.05296180510213196,2.770891493159258,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x split,2,0.0008874082499605543,0.04642802423431866,BPIC13_incidents,duration,nagelkerke,52.3186754646268
quality_level x rung,2,0.01653651010405364,0.8651683054515045,BPIC13_incidents,duration,nagelkerke,52.3186754646268
quality_level x split,2,0.035933709650158754,1.880004093426784,BPIC13_incidents,duration,nagelkerke,52.3186754646268
rung x split,2,0.04857464202917441,2.541360932134797,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x quality_level,3,0.020948860180201753,1.0960166171218189,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x rung,3,0.05363781195497541,2.8062592763050382,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x split,3,0.0011333377297297177,0.059294728873546025,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x quality_level x rung,3,0.016560619736092366,0.8664296894657101,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x quality_level x split,3,0.03550069150005461,1.8573491573611922,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x rung x split,3,0.047985601396778294,2.510543106452986,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x quality_level x rung,3,0.03255093097013236,1.7030215934978246,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x quality_level x split,3,0.04307321374535162,2.2535334911615537,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x rung x split,3,0.10427456641234183,5.455507199341986,BPIC13_incidents,duration,nagelkerke,52.3186754646268
quality_level x rung x split,3,0.032827555007371265,1.7174941967278416,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x quality_level x rung,4,0.03240691847038567,1.6954870502607278,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x quality_level x split,4,0.042158974534806236,2.205701706607993,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x rung x split,4,0.10532363216714981,5.510392930108838,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x quality_level x rung x split,4,0.032882288409268955,1.7203577758188018,BPIC13_incidents,duration,nagelkerke,52.3186754646268
encoding x quality_level x rung x split,4,0.06508378926732258,3.405097648685211,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family x encoding x quality_level x rung x split,5,0.0647951994127806,3.389999009743045,BPIC13_incidents,duration,nagelkerke,52.3186754646268
family,1,0.01227938669469543,1.3355650860935716e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding,1,0.03257104713597137,3.542583555178962e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
quality_level,1,0.053288740820805994,5.7959394464629694e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
rung,1,0.7087917152393253,0.000770915919273849,BPIC13_incidents,handover,ap,0.0010876480391895486
split,1,0.0428123402172792,4.656475789043957e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding,2,0.013052170666660963,1.419616783276114e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
family x quality_level,2,0.000846966116078838,9.212010354131358e-07,BPIC13_incidents,handover,ap,0.0010876480391895486
family x rung,2,0.012726333295422018,1.3841771454838425e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
family x split,2,0.01080915925967284,1.1756560874070716e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x quality_level,2,0.0055032360804098835,5.9855839320549865e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x rung,2,0.017244313927466615,1.875574423037809e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x split,2,0.0004153851549560288,4.5179284929637154e-07,BPIC13_incidents,handover,ap,0.0010876480391895486
quality_level x rung,2,0.012339719816765965,1.3421272062853917e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
quality_level x split,2,0.0036456496606153046,3.965183704940279e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
rung x split,2,0.015139466687036918,1.6466411256531194e-05,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x quality_level,3,0.008135866484297542,8.848959228754187e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x rung,3,0.0034529208291156684,3.7555625692644074e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x split,3,0.0014296771678620921,1.5549855682992717e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x quality_level x rung,3,0.002009546050588746,2.185678821583951e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x quality_level x split,3,0.00033876261554601205,3.684544945493429e-07,BPIC13_incidents,handover,ap,0.0010876480391895486
family x rung x split,3,0.0021481272190261346,2.3364063577034734e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x quality_level x rung,3,0.0036533710099556074,3.973581815410157e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x quality_level x split,3,0.006038002268672432,6.567221328143617e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x rung x split,3,0.001993728453722377,2.1684748433675543e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
quality_level x rung x split,3,0.006773246155321565,7.366907899783649e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x quality_level x rung,4,0.0027838830420177313,3.027884931983621e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x quality_level x split,4,0.009125935303603009,9.92580563873449e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x rung x split,4,0.002426031010401485,2.638667871476215e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x quality_level x rung x split,4,0.000409340460272877,4.45218348976742e-07,BPIC13_incidents,handover,ap,0.0010876480391895486
encoding x quality_level x rung x split,4,0.0014458275305670406,1.5725514786275088e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family x encoding x quality_level x rung x split,5,0.006370103625867098,6.928430718108583e-06,BPIC13_incidents,handover,ap,0.0010876480391895486
family,1,0.02060932353139284,2.599620578942486e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding,1,0.06423985587678585,8.103092324753544e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
quality_level,1,0.08218031278874645,0.00010366067182367019,BPIC13_incidents,handover,auc,0.0012613808381350575
rung,1,0.5114181015669467,0.0006450929935919551,BPIC13_incidents,handover,auc,0.0012613808381350575
split,1,0.07041184398025624,8.881615077445053e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding,2,0.028561160949642797,3.602650113677071e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x quality_level,2,0.003944879397607885,4.975995280896355e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x rung,2,0.01646121750444158,2.0763864332475998e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x split,2,0.0056764337577502695,7.160144770969169e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x quality_level,2,0.00954888759967179,1.204478384373146e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x rung,2,0.025501259323332633,3.216679985876477e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x split,2,0.0017687698435787328,2.2310923877613565e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
quality_level x rung,2,0.017210911389060234,2.1709513833001005e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
quality_level x split,2,0.004312832720630895,5.440124551885699e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
rung x split,2,0.02727958100678889,3.4409940754316565e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x quality_level,3,0.006368362024526764,8.032929828045042e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x rung,3,0.002141656493557713,2.7014444628412166e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x split,3,0.003992126176353279,5.035591462269402e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x quality_level x rung,3,0.0030970528237845092,3.906563086613851e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x quality_level x split,3,0.0002935990327552118,3.703401940124113e-07,BPIC13_incidents,handover,auc,0.0012613808381350575
family x rung x split,3,0.012156592842350395,1.5334093268350582e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x quality_level x rung,3,0.004224037111066921,5.328119471471181e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x quality_level x split,3,0.00395169984299124,4.9845984600104655e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x rung x split,3,0.024112261461038526,3.0414744571056422e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
quality_level x rung x split,3,0.006806114783932492,8.585102770600173e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x quality_level x rung,4,0.0035858341450736597,4.5231024793263204e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x quality_level x split,4,0.00959641140578203,1.2104729462114163e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x rung x split,4,0.010123240237336125,1.276926125521358e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x quality_level x rung x split,4,0.003153798895590304,3.9781414942291165e-06,BPIC13_incidents,handover,auc,0.0012613808381350575
encoding x quality_level x rung x split,4,0.009053596309962018,1.1420032901596355e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family x encoding x quality_level x rung x split,5,0.008218245177265137,1.0366336989698093e-05,BPIC13_incidents,handover,auc,0.0012613808381350575
family,1,0.008427951481426874,2.9097649824059626e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding,1,0.08505302563594501,0.0002936470578746731,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
quality_level,1,0.08923829262179699,0.00030809676530866757,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
rung,1,0.22700481461972413,0.0007837380908915732,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
