term,order,share,variance,log,target,metric,total_variance
split,1,0.10378098776472408,0.0003583056745198183,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding,2,0.08034456790424241,0.0002773910252443959,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x quality_level,2,0.007287619164629018,2.5160632565433336e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x rung,2,0.0616449206810322,0.00021283016630571828,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x split,2,0.02251673531684891,7.773942231093403e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x quality_level,2,0.018440085930994915,6.366471903974667e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x rung,2,0.0536610976930086,0.0001852658778692289,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x split,2,0.027998544797406932,9.666546537359326e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
quality_level x rung,2,0.007554482261473924,2.608198207249558e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
quality_level x split,2,0.008549744909275936,2.9518143762857658e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
rung x split,2,0.04395687624510509,0.00015176188367461364,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x quality_level,3,0.0035873550275927917,1.2385405945621604e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x rung,3,0.042277493666580186,0.00014596378596389085,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x split,3,0.014987479529302116,5.174453508067206e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x quality_level x rung,3,0.0019232385243284017,6.640014626611799e-06,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x quality_level x split,3,0.0006617893558933803,2.284839320386711e-06,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x rung x split,3,0.013910549341608387,4.8026414781151114e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x quality_level x rung,3,0.003472703714194426,1.1989570281820493e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x quality_level x split,3,0.004015972507439706,1.3865215287730555e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x rung x split,3,0.026116834258127424,9.016882684134014e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
quality_level x rung x split,3,0.0027330055778413908,9.435749534923391e-06,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x quality_level x rung,4,0.0009816505558445565,3.3891657049172386e-06,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x quality_level x split,4,0.0036061582586428566,1.2450324429533314e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x rung x split,4,0.0261479487268453,9.027625008852061e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x quality_level x rung x split,4,0.0016021580182684354,5.531478566425199e-06,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
encoding x quality_level x rung x split,4,0.004154036024275454,1.4341881993182994e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family x encoding x quality_level x rung x split,5,0.004361879885580219,1.505946655778974e-05,BPIC13_incidents,handover,brier_skill,0.0034525174816423267
family,1,0.15334718910131195,0.005482038077263524,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding,1,0.007357011401708602,0.00026300721177473083,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
quality_level,1,0.014819710909772821,0.0005297926879359878,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
rung,1,0.044228373983741166,0.0015811286251496482,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
split,1,0.08585144288467997,0.003069119699161174,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding,2,0.03509346736736981,0.001254563096321407,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x quality_level,2,0.005325838002418148,0.00019039440431675708,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x rung,2,0.06441679189494774,0.0023028482494710603,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x split,2,0.05999812436097896,0.0021448844562385588,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x quality_level,2,0.002328250988238258,8.323309116879901e-05,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x rung,2,0.052636017578240046,0.0018816950887100116,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x split,2,0.042427544105042334,0.0015167504123923309,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
quality_level x rung,2,0.003176514625212796,0.0001135578306355277,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
quality_level x split,2,0.00529668367393531,0.0001893521606356266,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
rung x split,2,0.0936024296762269,0.0033462112127170844,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x quality_level,3,0.00473139514139734,0.00016914355245588227,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x rung,3,0.062372992975568885,0.0022297840898736995,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x split,3,0.03779574424038458,0.0013511673105883434,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x quality_level x rung,3,0.0025422553272025066,9.088357333138065e-05,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x quality_level x split,3,0.004696199568150921,0.0001678853391569054,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x rung x split,3,0.0774715234888886,0.002769544353298285,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x quality_level x rung,3,0.0028874029098952146,0.00010322232046907239,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x quality_level x split,3,0.012417793892111033,0.00044392609575117856,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x rung x split,3,0.04946387936206141,0.001768293711160501,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
quality_level x rung x split,3,0.003344222336793674,0.00011955324578545714,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x quality_level x rung,4,0.0030471350337379047,0.00010893261480312294,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x quality_level x split,4,0.009237853854198773,0.00033024580938001695,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x rung x split,4,0.04645672573425231,0.0016607903993069053,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x quality_level x rung x split,4,0.003021251385180963,0.0001080072952860243,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
encoding x quality_level x rung x split,4,0.005466640275971759,0.00019542797180182008,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family x encoding x quality_level x rung x split,5,0.005141593920379223,0.0001838078272874217,BPIC13_incidents,handover,logloss_skill,0.03574919181362825
family,1,0.0044078651404001,0.0742502471866724,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding,1,0.027964889659471765,0.47106703667783356,BPIC13_incidents,handover,nagelkerke,16.84494530155538
quality_level,1,0.00041946597941556845,0.0070658814791186055,BPIC13_incidents,handover,nagelkerke,16.84494530155538
rung,1,0.04520572128849659,0.7614879024220828,BPIC13_incidents,handover,nagelkerke,16.84494530155538
split,1,0.015131758335442447,0.2548936414768827,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding,2,0.026617253264539033,0.4483661753188064,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x quality_level,2,0.00030637705226159114,0.005160904686998277,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x rung,2,0.04654743145337529,0.7840889367600052,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x split,2,0.015237548774973223,0.2566756756442061,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x quality_level,2,0.0003277687164928596,0.005521246100883233,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x rung,2,0.08421925498166152,1.4186687435038339,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x split,2,0.06701223347935056,1.1288174074947184,BPIC13_incidents,handover,nagelkerke,16.84494530155538
quality_level x rung,2,0.0002571323039658162,0.004331379595567086,BPIC13_incidents,handover,nagelkerke,16.84494530155538
quality_level x split,2,0.00036447774167261984,0.006139607622109714,BPIC13_incidents,handover,nagelkerke,16.84494530155538
rung x split,2,0.09061467111214644,1.5263991784025372,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x quality_level,3,0.0003606550475946652,0.006075214549461988,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x rung,3,0.08530954017389862,1.4370345379301637,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x split,3,0.0668975338755271,1.1268852989422022,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x quality_level x rung,3,0.0002574996934745455,0.0043375682517459956,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x quality_level x split,3,0.00037141036686661627,0.006256387314298768,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x rung x split,3,0.08922616684417699,1.5030098999576156,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x quality_level x rung,3,0.0005197299898869979,0.008754823251224411,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x quality_level x split,3,0.0007253994009620806,0.012219313230987287,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x rung x split,3,0.1638462105679912,2.759980454884937,BPIC13_incidents,handover,nagelkerke,16.84494530155538
quality_level x rung x split,3,0.0005782884195098993,0.009741236795167165,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x quality_level x rung,4,0.0005280880110164115,0.008895613659978627,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x quality_level x split,4,0.0006986966075610227,0.011769506136747734,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x rung x split,4,0.1634723804915212,2.7536833076947236,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x quality_level x rung x split,4,0.0005500612749498369,0.009265752089033817,BPIC13_incidents,handover,nagelkerke,16.84494530155538
encoding x quality_level x rung x split,4,0.0010141496262985675,0.0170832949825922,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family x encoding x quality_level x rung x split,5,0.0010103403250988974,0.017019127512246608,BPIC13_incidents,handover,nagelkerke,16.84494530155538
family,1,0.021335979971626583,5.523634013971808e-05,BPIC14,duration,ap,0.0025888822642865955
encoding,1,0.029875973743778008,7.734537855355889e-05,BPIC14,duration,ap,0.0025888822642865955
quality_level,1,0.0752754346890773,0.00019487923780301617,BPIC14,duration,ap,0.0025888822642865955
rung,1,0.6998548660258623,0.0018118418502290263,BPIC14,duration,ap,0.0025888822642865955
split,1,0.017372041171766092,4.497416928404176e-05,BPIC14,duration,ap,0.0025888822642865955
family x encoding,2,0.01959019439050651,5.0716706811509054e-05,BPIC14,duration,ap,0.0025888822642865955
family x quality_level,2,0.0004509948363555498,1.1675725331257184e-06,BPIC14,duration,ap,0.0025888822642865955
family x rung,2,0.013288581079162549,3.440257187337835e-05,BPIC14,duration,ap,0.0025888822642865955
family x split,2,0.0029473594050708003,7.630366490266086e-06,BPIC14,duration,ap,0.0025888822642865955
encoding x quality_level,2,0.0011026452950291244,2.8546188480999604e-06,BPIC14,duration,ap,0.0025888822642865955
encoding x rung,2,0.02298966978015552,5.951754835565014e-05,BPIC14,duration,ap,0.0025888822642865955
encoding x split,2,0.0073025753211955384,1.8905507732660118e-05,BPIC14,duration,ap,0.0025888822642865955
quality_level x rung,2,0.016848346565341794,4.361838560556735e-05,BPIC14,duration,ap,0.0025888822642865955
quality_level x split,2,0.004620152142692073,1.1961029940521221e-05,BPIC14,duration,ap,0.0025888822642865955
rung x split,2,0.011304602617035031,2.9266285220049826e-05,BPIC14,duration,ap,0.0025888822642865955
family x encoding x quality_level,3,0.0029638013243861307,7.672932683572377e-06,BPIC14,duration,ap,0.0025888822642865955
family x encoding x rung,3,0.01957094568258491,5.06668741729604e-05,BPIC14,duration,ap,0.0025888822642865955
family x encoding x split,3,0.0018800015040359448,4.867102550630782e-06,BPIC14,duration,ap,0.0025888822642865955
family x quality_level x rung,3,0.000319947972266634,8.283076308955484e-07,BPIC14,duration,ap,0.0025888822642865955
family x quality_level x split,3,0.000816508723154509,2.113844952010002e-06,BPIC14,duration,ap,0.0025888822642865955
family x rung x split,3,0.0013738554442629025,3.5567499933458094e-06,BPIC14,duration,ap,0.0025888822642865955
encoding x quality_level x rung,3,0.001835561052720198,4.752051454402553e-06,BPIC14,duration,ap,0.0025888822642865955
encoding x quality_level x split,3,0.010143410140362241,2.626009461176861e-05,BPIC14,duration,ap,0.0025888822642865955
encoding x rung x split,3,0.0030153177373366535,7.806302611379649e-06,BPIC14,duration,ap,0.0025888822642865955
quality_level x rung x split,3,0.0018958234852923782,4.908063797291437e-06,BPIC14,duration,ap,0.0025888822642865955
family x encoding x quality_level x rung,4,0.0005049183303408219,1.307174110332554e-06,BPIC14,duration,ap,0.0025888822642865955
family x encoding x quality_level x split,4,0.00783732389474142,2.0289908830565606e-05,BPIC14,duration,ap,0.0025888822642865955
family x encoding x rung x split,4,0.001318122891746437,3.412464976592511e-06,BPIC14,duration,ap,0.0025888822642865955
family x quality_level x rung x split,4,0.00012626409959075105,3.2688288804661177e-07,BPIC14,duration,ap,0.0025888822642865955
encoding x quality_level x rung x split,4,0.0014521791428791493,3.7595208275667396e-06,BPIC14,duration,ap,0.0025888822642865955
family x encoding x quality_level x rung x split,5,0.0007866015396441102,2.036418775045166e-06,BPIC14,duration,ap,0.0025888822642865955
family,1,0.002407534124790793,4.597452455340187e-06,BPIC14,duration,auc,0.001909610504789705
encoding,1,0.012140643829774039,2.318390099224682e-05,BPIC14,duration,auc,0.001909610504789705
quality_level,1,0.06788732688920958,0.00012963835256972722,BPIC14,duration,auc,0.001909610504789705
rung,1,0.7674008247105562,0.0014654366762515611,BPIC14,duration,auc,0.001909610504789705
split,1,0.008214550177606306,1.5686591311279138e-05,BPIC14,duration,auc,0.001909610504789705
family x encoding,2,0.0069413625939802655,1.325529892701903e-05,BPIC14,duration,auc,0.001909610504789705
family x quality_level,2,0.0015957976736941863,3.047352001205392e-06,BPIC14,duration,auc,0.001909610504789705
family x rung,2,0.004699518476681641,8.974249850524573e-06,BPIC14,duration,auc,0.001909610504789705
family x split,2,0.0022781794842196483,4.3504354748622326e-06,BPIC14,duration,auc,0.001909610504789705
encoding x quality_level,2,0.012033398581970247,2.2979104340451923e-05,BPIC14,duration,auc,0.001909610504789705
encoding x rung,2,0.02990538149001711,5.710763064308027e-05,BPIC14,duration,auc,0.001909610504789705
encoding x split,2,0.004635618760569114,8.852226281383013e-06,BPIC14,duration,auc,0.001909610504789705
quality_level x rung,2,0.008734286758361241,1.6679085745612244e-05,BPIC14,duration,auc,0.001909610504789705
quality_level x split,2,0.008482854912968053,1.6198948852410752e-05,BPIC14,duration,auc,0.001909610504789705
rung x split,2,0.00903080946725566,1.724532862542573e-05,BPIC14,duration,auc,0.001909610504789705
family x encoding x quality_level,3,0.01882875297838263,3.595558447960991e-05,BPIC14,duration,auc,0.001909610504789705
family x encoding x rung,3,0.01579491789781736,3.0162141139962958e-05,BPIC14,duration,auc,0.001909610504789705
family x encoding x split,3,0.00319532991755899,6.101835576839469e-06,BPIC14,duration,auc,0.001909610504789705
family x quality_level x rung,3,0.0005304855997444123,1.0130208739115964e-06,BPIC14,duration,auc,0.001909610504789705
family x quality_level x split,3,0.0006042210219895703,1.1538268108060547e-06,BPIC14,duration,auc,0.001909610504789705
family x rung x split,3,0.0007621220973049785,1.4553563629459486e-06,BPIC14,duration,auc,0.001909610504789705
encoding x quality_level x rung,3,0.0018128918417984676,3.4619173051459097e-06,BPIC14,duration,auc,0.001909610504789705
encoding x quality_level x split,3,0.0041930598965383824,8.007111225642128e-06,BPIC14,duration,auc,0.001909610504789705
encoding x rung x split,3,0.001055796267947029,2.0161596441894127e-06,BPIC14,duration,auc,0.001909610504789705
quality_level x rung x split,3,0.0005393204718987237,1.0298920385859437e-06,BPIC14,duration,auc,0.001909610504789705
family x encoding x quality_level x rung,4,0.0006848464959410609,1.30779006281747e-06,BPIC14,duration,auc,0.001909610504789705
family x encoding x quality_level x split,4,0.00391982911717125,7.485346859130774e-06,BPIC14,duration,auc,0.001909610504789705
family x encoding x rung x split,4,0.00044986163202994755,8.590604982262287e-07,BPIC14,duration,auc,0.001909610504789705
family x quality_level x rung x split,4,0.00013078897996526595,2.4975601005240213e-07,BPIC14,duration,auc,0.001909610504789705
encoding x quality_level x rung x split,4,0.0006317652891144943,1.2064256326545435e-06,BPIC14,duration,auc,0.001909610504789705
family x encoding x quality_level x rung x split,5,0.00047792256314335826,9.12645947054578e-07,BPIC14,duration,auc,0.001909610504789705
family,1,0.06357474922010535,0.00018056553054173006,BPIC14,duration,brier_skill,0.0028402083021450077
encoding,1,0.0915499257709725,0.00026002085923547527,BPIC14,duration,brier_skill,0.0028402083021450077
quality_level,1,0.06422180072371017,0.0001824032915941839,BPIC14,duration,brier_skill,0.0028402083021450077
rung,1,0.49147875139662206,0.0013959020300445483,BPIC14,duration,brier_skill,0.0028402083021450077
split,1,0.01830049093929305,5.1977206299109605e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding,2,0.0939600690230927,0.00026686616810950585,BPIC14,duration,brier_skill,0.0028402083021450077
family x quality_level,2,0.0007850101546208834,2.2295923584223694e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x rung,2,0.014501415435706997,4.1187040513348776e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x split,2,0.0032396513468399076,9.201284651349962e-06,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x quality_level,2,0.006447154023185633,1.8311260381859423e-05,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x rung,2,0.05719119610166986,0.00016243490997756594,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x split,2,0.006250566920541861,1.775291206083595e-05,BPIC14,duration,brier_skill,0.0028402083021450077
quality_level x rung,2,0.011318875214697524,3.2147963355727265e-05,BPIC14,duration,brier_skill,0.0028402083021450077
quality_level x split,2,0.00762476008996824,2.165590690939171e-05,BPIC14,duration,brier_skill,0.0028402083021450077
rung x split,2,0.006565988866548222,1.8648776090561948e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x quality_level,3,0.009132529111460017,2.593828500194971e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x rung,3,0.03216235107515823,9.134777654016682e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x split,3,0.002056107407220954,5.8397733280908004e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x quality_level x rung,3,0.000841637421513365,2.3904255919781767e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x quality_level x split,3,0.00030785105626852965,8.743611258379879e-07,BPIC14,duration,brier_skill,0.0028402083021450077
family x rung x split,3,0.0011601541075685858,3.2950793280839295e-06,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x quality_level x rung,3,0.0025366032860981466,7.204481712424264e-06,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x quality_level x split,3,0.0038705242027118466,1.0993094974195373e-05,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x rung x split,3,0.0028237359926093406,8.019998409274723e-06,BPIC14,duration,brier_skill,0.0028402083021450077
quality_level x rung x split,3,0.0005997024185050931,1.7032797878546053e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x quality_level x rung,4,0.0006712004767672068,1.9063491665179082e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x quality_level x split,4,0.0035773310811148206,1.016036543610369e-05,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x rung x split,4,0.001562147760006207,4.436825037146856e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x quality_level x rung x split,4,0.00011031104299120769,3.133063401219029e-07,BPIC14,duration,brier_skill,0.0028402083021450077
encoding x quality_level x rung x split,4,0.0006177903453942749,1.7546532679738515e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family x encoding x quality_level x rung x split,5,0.0009596179870371324,2.725514973670544e-06,BPIC14,duration,brier_skill,0.0028402083021450077
family,1,0.07156764570962461,0.00013079606543850368,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding,1,0.1011223676829366,0.00018480987727915551,BPIC14,duration,logloss_skill,0.0018275865321767022
quality_level,1,0.06488532559081263,0.00011858354718566948,BPIC14,duration,logloss_skill,0.0018275865321767022
rung,1,0.46976034356412355,0.0008585276772484927,BPIC14,duration,logloss_skill,0.0018275865321767022
split,1,0.01587873308842825,2.9019758740440042e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding,2,0.093262141546417,0.00017044463385218898,BPIC14,duration,logloss_skill,0.0018275865321767022
family x quality_level,2,0.0013206851499169073,2.413666393233909e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x rung,2,0.015691233674689015,2.867708733709919e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
family x split,2,0.0039539481214165275,7.226182335626218e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x quality_level,2,0.010161397638125486,1.8570833471530288e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x rung,2,0.0564447841987035,0.00010315772741317085,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x split,2,0.005970496639358137,1.0911599248497193e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
quality_level x rung,2,0.011448327315701369,2.092280881812648e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
quality_level x split,2,0.0059437267720361606,1.0862674999511391e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
rung x split,2,0.007222123357222189,1.3199055381378062e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x quality_level,3,0.008515580288988921,1.556295984982554e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x rung,3,0.030031347052376568,5.488488541604792e-05,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x split,3,0.0015618664833699427,2.8544461500650945e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x quality_level x rung,3,0.0009847328117247524,1.7996844245006536e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x quality_level x split,3,0.00042987379355531694,7.856315556374053e-07,BPIC14,duration,logloss_skill,0.0018275865321767022
family x rung x split,3,0.002092149583856239,3.823584402754755e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x quality_level x rung,3,0.0025403358425296297,4.642683573012907e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x quality_level x split,3,0.00483688644659594,8.839828527466765e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x rung x split,3,0.004163452673849357,7.609070034082165e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
quality_level x rung x split,3,0.0005166223410032731,9.441720326391816e-07,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x quality_level x rung,4,0.0006129105832788218,1.1201471274289418e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x quality_level x split,4,0.003942338912028683,7.204965500899773e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x rung x split,4,0.0026925977152425203,4.920955320946989e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x quality_level x rung x split,4,0.0001890495442673741,3.4550440101719614e-07,BPIC14,duration,logloss_skill,0.0018275865321767022
encoding x quality_level x rung x split,4,0.0009332630705549232,1.705619018724053e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family x encoding x quality_level x rung x split,5,0.0013237128072658196,2.4191996990288266e-06,BPIC14,duration,logloss_skill,0.0018275865321767022
family,1,0.06663808787570792,0.00032551668260898375,BPIC14,duration,nagelkerke,0.004884844283289329
encoding,1,0.10175583889757463,0.0004970614279301273,BPIC14,duration,nagelkerke,0.004884844283289329
quality_level,1,0.06051733950583268,0.0002956177799249462,BPIC14,duration,nagelkerke,0.004884844283289329
rung,1,0.47850445920630325,0.0023374197720823623,BPIC14,duration,nagelkerke,0.004884844283289329
split,1,0.013707783099147629,6.696038590844137e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding,2,0.0929298803901456,0.00045394799497056385,BPIC14,duration,nagelkerke,0.004884844283289329
family x quality_level,2,0.0006839944779529978,3.34120651543017e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x rung,2,0.015750719744705585,7.693981330261744e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x split,2,0.003903908927547274,1.9069987207211476e-05,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x quality_level,2,0.011699003937262555,5.714781250311634e-05,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x rung,2,0.05520862505508053,0.00026968553648857414,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x split,2,0.006047544070019052,2.954131107837285e-05,BPIC14,duration,nagelkerke,0.004884844283289329
quality_level x rung,2,0.01031527830846695,5.03885282756532e-05,BPIC14,duration,nagelkerke,0.004884844283289329
quality_level x split,2,0.005705568272260101,2.7870812557666726e-05,BPIC14,duration,nagelkerke,0.004884844283289329
rung x split,2,0.006967855488064261,3.403688904765688e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x quality_level,3,0.009943363019301148,4.8571780001503734e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x rung,3,0.03184859237034193,0.00015557541437107692,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x split,3,0.0017027938010599276,8.317882564728094e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x quality_level x rung,3,0.0008684674722496228,4.242328367041304e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x quality_level x split,3,0.0006798614289434501,3.3210172146033263e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x rung x split,3,0.0020916708156606895,1.0217486226403247e-05,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x quality_level x rung,3,0.002131184360737263,1.0410503741183041e-05,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x quality_level x split,3,0.005457902416515066,2.6661003418064633e-05,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x rung x split,3,0.004285999811990437,2.0936441679780624e-05,BPIC14,duration,nagelkerke,0.004884844283289329
quality_level x rung x split,3,0.000462648509686753,2.259965927715663e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x quality_level x rung,4,0.0005711734221536569,2.7900932259740935e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x quality_level x split,4,0.004432227984723134,2.1650743533409783e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x rung x split,4,0.002882010786428088,1.4078173914461428e-05,BPIC14,duration,nagelkerke,0.004884844283289329
family x quality_level x rung x split,4,0.00019555221222738317,9.552421059835142e-07,BPIC14,duration,nagelkerke,0.004884844283289329
encoding x quality_level x rung x split,4,0.0008114573195358552,3.963842648468004e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family x encoding x quality_level x rung x split,5,0.001299207012374537,6.346423947207166e-06,BPIC14,duration,nagelkerke,0.004884844283289329
family,1,0.05215029194009961,1.2940045915264749e-05,BPIC14,handover,ap,0.00024812988449092146
encoding,1,0.17563885059071285,4.358124770919179e-05,BPIC14,handover,ap,0.00024812988449092146
quality_level,1,0.03172371397692959,7.87160148471857e-06,BPIC14,handover,ap,0.00024812988449092146
rung,1,0.3835181092622614,9.51623041514215e-05,BPIC14,handover,ap,0.00024812988449092146
split,1,0.006896950253768835,1.7113394698072924e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding,2,0.11513138326518538,2.8567536830870456e-05,BPIC14,handover,ap,0.00024812988449092146
