n,prevalence_generic,prevalence_published,agreement,taut_generic_largest,taut_generic_rest,taut_published_largest,taut_published_rest
46605,0.9266387726638773,0.4106211779851947,0.4601223044737689,0.9497930945299367,0.8809417469533593,0.34708392603129445,0.5360173546864033
