n_frame_total,n_sampled,n_fulltext,n_screened_in,n_screened_out,n_adjudicated,n_eligible_confirmed_in,n_eligible_confirmed_out,out_sampling_fraction,n_eligible_estimated,screen_sensitivity,screen_specificity,screen_precision,p_B_stated,p_B_justified,p_M_justified,p_Theta_stated,p_Range_reported,p_range_baseline,p_range_metric,p_range_threshold,p_range_population,n_applicable_register,n_required_for_pm7,n_effective,mean_kappa,min_kappa
54910,600,369,54,315,174,26,11,0.38095238095238093,54.9,0.47380410022779046,0.9108635097493036,0.48148148148148145,0.8496583143507973,0.17539863325740318,0.05466970387243736,0.27107061503416857,0.4396355353075171,0.33712984054669703,0.15034168564920272,0.04783599088838269,0.0,3.0,196,29.581120491174214,0.19898178157018923,0.03465346534653465
