log,target,learner,quality,level,rung,family,n_family,metric,V,se,q_maxt,boot_shift,sim_lo,sim_hi,raw_lo,raw_hi,sim_resolved,raw_resolved
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.150,0.0043851682711019,0.0030266839200910217,3.4858829993077194,0.0026855912192844007,-0.008851088969505837,0.012250243073140835,-0.006165497750221436,0.014935834292425235,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.175,0.0124714279985563,0.0045442877773233204,3.4858829993077194,-0.0009490582935664498,-0.0024203692148104753,0.029261341799055977,-0.003369427508376925,0.028312283505489526,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.200,0.0152183502426113,0.0065110640683759356,3.4858829993077194,0.001764446404940499,-0.009242903705684227,0.036150711381025824,-0.007478457300743728,0.037915157785966325,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.225,0.0262390255702434,0.007149543442029785,3.4858829993077194,-0.0020703786445067512,0.0033869322773665313,0.053231876152133775,0.00131655363285978,0.051161497507627024,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.250,0.0344067048963387,0.007660331602383838,3.4858829993077194,-0.0002205558006175487,0.007924240995146766,0.06133028039876573,0.0077036851945292174,0.06110972459814819,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.275,0.0472597843116377,0.008794964043254912,3.4858829993077194,-0.001863316246596601,0.01846488492032932,0.07978131619613929,0.01660156867373272,0.07791799994954268,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.300,0.0575335559896653,0.010972842271129773,3.4858829993077194,0.0011973029176381988,0.01808620874501072,0.09458629739904348,0.019283511662648918,0.09578360031668168,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.325,0.0725220147363949,0.017127479209412426,3.4858829993077194,0.0026303321406982993,0.010187293998609404,0.1295960711927838,0.012817626139307703,0.1322264033334821,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.350,0.1077330256862678,0.029559948388717235,3.4858829993077194,-0.015354076889145252,0.020044581026770036,0.22612962412405607,0.004690504137624785,0.21077554723491082,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.375,0.0455227172474636,0.04294280862165701,3.4858829993077194,0.026025584472871587,-0.13019647374216708,0.16919073929135114,-0.10417088926929552,0.1952163237642227,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.400,0.0405822673136303,0.04145036701132246,3.4858829993077194,0.0076459344214086025,-0.11155479678761279,0.1774274625720562,-0.1039088623662042,0.18507339699346478,False,False
