n_rows,prevalence,n_cells,share_positive,misreport_mean,S_baseline,S_metric,S_population,R_min,R_max
30162,0.24892248524633645,480,0.8541666666666666,0.24913194444444453,0.2593571930841244,0.2589889536965393,0.07185374551799859,0.2003582346096312,0.9474555651897629
