real_retained,real_sd,queue_gain,n_groups,floor_matched,margin_matched,floor_lo,floor_hi
0.9111690482979343,0.01600709956328607,0.08185595398264278,49,0.4130764154110828,49.80926328868516,0.09471190032035677,0.768926198206386
