n_cells,n_seeds,n_levels,n_mechanisms,n_dependent_mechanisms,leakage_checked,leakage_passed,grid_shift_max,grid_shift_median,seed_sd_max,seed_sd_median,n_mechanisms_sign_changing,mechanism_vs_sampling_median,runtime_s,integral_mask_rare,empty_mask_rare,integral_mask_common,empty_mask_common,integral_time,empty_time,integral_mask_random,empty_mask_random,integral_corrupt,empty_corrupt,integral_duplicate,empty_duplicate,integral_content,empty_content,integral_propensity,empty_propensity
11330,20,11,8,3,16,16,0.017546875790243874,0.01106741227995657,0.03556322311055643,0.0034152674386126675,0,0.20799530191665086,817.2,0.09180358466515781,0.013613927891818811,0.10388568390083384,0.013613927891818811,0.1051242456133558,0.0001665439154376891,0.08771940605066098,0.0001665439154376891,0.11277446370587281,0.16727153256753435,0.16502957944895497,0.16727258704932396,0.09022166182675168,0.0001665439154376891,0.06943499989035366,0.0001665439154376891
