log,domain,target,f_rule,g_rule,instrument,base,with_f,base_g,with_gf,naive,honest,reduction
UCI498,itsm,duration,amended,primary,brier_skill,0.26444359770695436,0.27063689155131454,0.3035216528297412,0.2949234741386283,0.0061932938443601815,-0.008598178691112901,2.388304657777975
UCI498,itsm,duration,amended,primary,nagelkerke,0.33276407722308754,0.3331541910137399,0.3761386152798396,0.3624121950543189,0.00039011379065234664,-0.01372642022552073,36.18568313764932
UCI498,itsm,duration,amended,primary,nb_0.2,0.1466359015516319,0.14543204922418407,0.15148475120385232,0.15415997859818084,-0.0012038523274478241,0.0026752273943285165,
UCI498,itsm,duration,amended,primary,nb_0.3,0.11075441412520062,0.10374149659863946,0.11083084919361001,0.11117480700145226,-0.007012917526561163,0.0003439578078422434,
UCI498,itsm,duration,amended,primary,nb_0.4,0.047752808988764016,0.06340288924558586,0.06741573033707862,0.06812912430889959,0.015650080256821845,0.0007133939718209636,0.9544159544159528
UCI498,itsm,duration,amended,primary,nb_0.5,0.011771000535045479,0.02086677367576244,0.0377207062600321,0.03290529695024077,0.009095773140716962,-0.004815409309791331,1.5294117647058822
UCI498,itsm,duration,amended,alt,auc,0.7557419761858665,0.7562317021085078,0.7559193731017368,0.7560040836349329,0.0004897259226412931,8.471053319603072e-05,0.8270246085011143
UCI498,itsm,duration,amended,alt,ap,0.522187706759589,0.529213929738981,0.523186836722886,0.5297242400172942,0.007026222979391927,0.006537403294408217,0.06957076176167898
UCI498,itsm,duration,amended,alt,brier_skill,0.26444359770695436,0.27063689155131454,0.2647160757674556,0.2707351688461793,0.0061932938443601815,0.006019093078723725,0.02812732126299633
UCI498,itsm,duration,amended,alt,nagelkerke,0.33276407722308754,0.3331541910137399,0.33254305111404553,0.3330556940211684,0.00039011379065234664,0.0005126429071228844,-0.3140855806856895
UCI498,itsm,duration,amended,alt,nb_0.2,0.1466359015516319,0.14543204922418407,0.1512841091492777,0.14526484751203853,-0.0012038523274478241,-0.006019261637239176,
UCI498,itsm,duration,amended,alt,nb_0.3,0.11075441412520062,0.10374149659863946,0.11035313001605135,0.10366506153023006,-0.007012917526561163,-0.006688068485821291,
UCI498,itsm,duration,amended,alt,nb_0.4,0.047752808988764016,0.06340288924558586,0.04726235063313714,0.06375958623149633,0.015650080256821845,0.016497235598359188,-0.05413105413105268
UCI498,itsm,duration,amended,alt,nb_0.5,0.011771000535045479,0.02086677367576244,0.011771000535045479,0.02113429641519529,0.009095773140716962,0.009363295880149813,-0.02941176470588225
Helpdesk,itsm,duration,registered,primary,auc,0.6387471121759221,0.6170852228972362,0.6345651150851374,0.6150423547531445,-0.021661889278685842,-0.01952276033199285,
Helpdesk,itsm,duration,registered,primary,ap,0.565601399671975,0.5701195968152635,0.5660431049489163,0.5639899008957874,0.004518197143288494,-0.002053204053128921,1.454429939202372
Helpdesk,itsm,duration,registered,primary,brier_skill,0.06731970221748207,0.030538154204691526,0.05378778900095227,0.019293126000076044,-0.036781548012790544,-0.034494663000876225,
Helpdesk,itsm,duration,registered,primary,nagelkerke,0.08171195387548869,0.022509491598861214,0.05934143155054983,0.00181907879811997,-0.05920246227662747,-0.05752235275242986,
Helpdesk,itsm,duration,registered,primary,nb_0.2,0.3138646288209607,0.30622270742358076,0.314410480349345,0.30403930131004364,-0.007641921397379958,-0.010371179039301348,
Helpdesk,itsm,duration,registered,primary,nb_0.3,0.20336868371802871,0.18215845290081098,0.20014556040756915,0.19161987939280514,-0.021210230817217735,-0.008525681014764003,
Helpdesk,itsm,duration,registered,primary,nb_0.4,0.13294517224648228,0.13148956817079088,0.11935953420669576,0.11547792333818532,-0.0014556040756913968,-0.003881610868510438,
Helpdesk,itsm,duration,registered,primary,nb_0.5,0.09388646288209607,0.07787481804949054,0.09024745269286755,0.08660844250363901,-0.01601164483260553,-0.0036390101892285337,
Helpdesk,itsm,duration,registered,alt,auc,0.6387471121759221,0.6170852228972362,0.6385011123470523,0.6171044750577565,-0.021661889278685842,-0.02139663728929586,
Helpdesk,itsm,duration,registered,alt,ap,0.565601399671975,0.5701195968152635,0.5667372930061346,0.5699045659846655,0.004518197143288494,0.0031672729785309217,0.29899628588900495
Helpdesk,itsm,duration,registered,alt,brier_skill,0.06731970221748207,0.030538154204691526,0.0672707065392113,0.03038279907825725,-0.036781548012790544,-0.03688790746095405,
Helpdesk,itsm,duration,registered,alt,nagelkerke,0.08171195387548869,0.022509491598861214,0.08166744926486436,0.022330389317944437,-0.05920246227662747,-0.059337059946919915,
Helpdesk,itsm,duration,registered,alt,nb_0.2,0.3138646288209607,0.30622270742358076,0.3138646288209607,0.30622270742358076,-0.007641921397379958,-0.007641921397379958,
Helpdesk,itsm,duration,registered,alt,nb_0.3,0.20336868371802871,0.18215845290081098,0.20336868371802871,0.18215845290081098,-0.021210230817217735,-0.021210230817217735,
