u_group_given_item,u_item_given_group,null_group_given_item,null_group_sd,null_item_given_group,null_item_sd,excess_group,excess_item,n_levels,n_draws
0.6043307149575907,0.1955099321287651,0.13997390042676164,0.0021517673502101983,0.04528362880605063,0.0006961285901644517,46.435681453082914,15.022630332271447,2554,30
