uuid,doi,title,published_date,url,looks_like_event_log
4c95cb00-91db-4c57-a16a-c11cd6d9adf1,10.4121/4c95cb00-91db-4c57-a16a-c11cd6d9adf1.v1,Data underlying the publication: digiMixTank: A Generalizable Machine Learning Framework for Predicting 3D Flow Fields i,2026-08-21T10:36:05,https://data.4tu.nl/datasets/4c95cb00-91db-4c57-a16a-c11cd6d9adf1/1,False
ccc7f980-8768-4380-964a-1afd0cfe07c5,10.4121/ccc7f980-8768-4380-964a-1afd0cfe07c5.v1,Literature Evidence and Design Traceability supporting the MSc thesis: DINED Workspace: An AI-Orchestrated Anthropometry,2026-08-21T10:52:12,https://data.4tu.nl/datasets/ccc7f980-8768-4380-964a-1afd0cfe07c5/1,False
aca48d00-4978-45e9-8d7d-2ba52e529c8f,10.4121/aca48d00-4978-45e9-8d7d-2ba52e529c8f.v1,"Data supporting the Master's thesis ""Balancing Noise and Fuel: Spatially Aware Reinforcement Learning for Air Traffic Co",2026-08-21T12:13:56,https://data.4tu.nl/datasets/aca48d00-4978-45e9-8d7d-2ba52e529c8f/1,False
17d5f8d6-7d25-49b1-856c-7317d14596fd,10.4121/17d5f8d6-7d25-49b1-856c-7317d14596fd.v1,"Software supporting the MSc thesis ""Binary Interface Compatibility for Library Integration in C++"": VeriABI, a machine-c",2026-08-21T11:27:33,https://data.4tu.nl/datasets/17d5f8d6-7d25-49b1-856c-7317d14596fd/1,False
ed372f9b-22e0-4424-bcfa-e9ba03023cc0,10.4121/ed372f9b-22e0-4424-bcfa-e9ba03023cc0.v1,The Design of Central Fresh Water Cooling System for a 16000t Submarine Cable Laying Ship,2026-08-21T11:44:08,https://data.4tu.nl/datasets/ed372f9b-22e0-4424-bcfa-e9ba03023cc0/1,False
7525cd7b-666d-44ce-9541-c44d292194ee,10.4121/7525cd7b-666d-44ce-9541-c44d292194ee.v1,"Source code and data for the paper ""A heralded entanglement factory for modular qLDPC codes via memory fusion of low-wei",2026-08-21T10:43:55,https://data.4tu.nl/datasets/7525cd7b-666d-44ce-9541-c44d292194ee/1,False
fe0cded3-5c3e-4545-9cdd-003da43b645b,10.4121/fe0cded3-5c3e-4545-9cdd-003da43b645b.v1,Data supporting the master thesis: ‘Decoding Mining&#x27;s Chemical Footprint. A Proof-of-Concept of Numerical Conceptua,2026-08-21T11:54:02,https://data.4tu.nl/datasets/fe0cded3-5c3e-4545-9cdd-003da43b645b/1,False
4558a9dd-4f89-450e-a848-ce659afe49a4,10.4121/4558a9dd-4f89-450e-a848-ce659afe49a4.v1,Codebase supporting the MSc thesis: DINED Workspace: An AI-Orchestrated Anthropometry System Based on DINED for Designer,2026-08-21T10:55:14,https://data.4tu.nl/datasets/4558a9dd-4f89-450e-a848-ce659afe49a4/1,False
53a19f71-811d-4a7a-8f5e-decb045f19e5,10.4121/53a19f71-811d-4a7a-8f5e-decb045f19e5.v1,Data underlying the publication: Evaluation of four carbon dioxide mass balance models for estimating the ventilation ra,2026-08-21T12:10:11,https://data.4tu.nl/datasets/53a19f71-811d-4a7a-8f5e-decb045f19e5/1,False
