item_gain,item_within_queue,queue_gain,queue_within_item,queue_unique,item_unique,between_share
0.18345785349865806,0.08054434065385524,0.08185595398264278,0.07458461168788413,0.0017334607398953317,0.10333536025591061,43.254684961011534
