log,target,metric,split_set,S_learner,S_quality,S_rung,largest_first_order,largest_first_order_axis,interaction_total,var_foldavg,var_pooled,var_ratio,n_folds
BPIC15_1,duration,ap,all,0.04468806746640332,0.3459659257572875,0.22454713865857076,0.3459659257572875,quality_level,0.38479886811773845,0.0005190519208059537,0.0019694891503832944,0.263546473817811,6
BPIC15_1,duration,auc,all,0.11530332715740858,0.01582766227200166,0.2501894634211668,0.2501894634211668,rung,0.6186795471494229,0.0007500516807257972,0.002103413376676562,0.35658786287215444,6
BPIC15_1,duration,brier_skill,all,0.00018316285869390798,0.16936976154487512,0.37884231998719364,0.37884231998719364,rung,0.4516047556092373,0.0009453497561062532,0.006469964272443692,0.14611359758702294,6
BPIC15_1,duration,logloss_skill,all,0.2916877755548771,0.1988330951997175,0.14149730949984232,0.2916877755548771,learner,0.3679818197455631,0.0015878764006267618,0.008142680689944158,0.1950065907149862,6
BPIC15_1,duration,nagelkerke,all,0.33005213469507877,0.22099661229057257,0.12728685068375012,0.33005213469507877,learner,0.32166440233059856,0.0068322129755032405,0.03647607589963188,0.1873066882057944,6
BPIC15_1,handover,ap,all,0.02492561099457686,0.02278604475549573,0.837669707033395,0.837669707033395,rung,0.11461863721653232,5.143990815780477e-05,7.142963062006693e-05,0.7201480353638229,6
BPIC15_1,handover,auc,all,0.04357690659092218,0.06878867185515346,0.7175763654816124,0.7175763654816124,rung,0.17005805607231195,0.0006495809107632259,0.0010323493332985176,0.6292258732688026,6
BPIC15_1,handover,brier_skill,all,0.08123231305718788,0.45229224854590716,0.20170781413008246,0.45229224854590716,quality_level,0.26476762426682254,0.0034162493001719603,0.00914063662672121,0.37374303778635004,6
BPIC15_1,handover,logloss_skill,all,0.006217060462956588,0.16440403480649882,0.11400368846496202,0.16440403480649882,quality_level,0.7153752162655826,0.012165176002947404,0.05517622629771754,0.2204785796206334,6
BPIC15_1,handover,nagelkerke,all,0.12526987047683505,0.008228312173811965,0.3010010951411042,0.3010010951411042,rung,0.5655007222082489,0.26617865277969416,1.818282922455656,0.14639011866217738,6
BPIC15_3,duration,ap,all,0.0029505403809481296,0.4157521301440902,0.3329894363369263,0.4157521301440902,quality_level,0.24830789313803536,0.0012835591979942853,0.003975586466127985,0.322860339959957,6
BPIC15_3,duration,auc,all,0.03934428605519374,0.5770617029506793,0.09372159117529599,0.5770617029506793,quality_level,0.28987241981883105,0.0013125275481396797,0.004867078736642933,0.2696746075336754,6
