n_families_whole,n_families_dca,n_below_whole,n_below_dca,q_whole_median,q_emp_whole_median,q_dca_median,q_emp_dca_median,ratio_whole_median,ratio_dca_median,resolved_whole_mult,resolved_whole_emp,resolved_dca_mult,resolved_dca_emp,n_draws_min,n_draws_max,n_cells_excluding_V,n_cells_whole,share_cells_excluding_V,n_pairs_excluding_V,share_excludes_V_max,disp_over_halfwidth_median,disp_over_halfwidth_worst,runtime_s
19,19,19,19,3.3563810527501374,5.032447586235664,3.901866273387778,10.445753649072032,1.504437553328333,2.6771172862371198,890,698,2602,672,400,400,3,3420,0.0008771929824561404,1,0.016666666666666666,0.07598019317394039,0.2213641246953406,0.1
