mpid_auc,min_resolved_declared,n_pairs,share_analyst_median,share_counterfactual_median,share_mixed_median,share_resampling_median,share_analyst_rolling_median,share_counterfactual_rolling_median,share_mixed_rolling_median,share_resampling_rolling_median,n_resampling_largest,partition_max_error,foldavg_interaction_median,foldavg_largest_first_median,var_ratio_median,spread_all_median,spread_realistic_median,spread_realistic_max,n_exceeds_realistic,n_exceeds_all,n_full,n_disagree_full,mad_full_median,n_ref_below_mpid,n_ref_unresolved,n_labels_lost_to_min_share,elapsed_s
0.01,0.05,19,0.13337393615843907,0.04155318053030461,0.04510569655728933,0.7168204299055173,0.12878900567592638,0.03921389991659444,0.04618590792217717,0.7101214451098681,17,4.440892098500626e-16,0.26291961227505467,0.3875740040543314,0.2831795700944828,0.07323546196342309,0.005489795918367096,0.2494959725216366,7,15,42,1,0.05335864844645453,8,14,4,1.0
