n_reps,n_test,size_lo,size_hi,penalty_lo,penalty_hi,noisy_gap_small_n,noisy_gap_large_n,noisy_gap_tight_penalty,noisy_gap_loose_penalty,linear_gap_small_n,linear_gap_large_n,sparse_gap_small_n,sparse_gap_large_n,runtime_s,noisy_penalty_share,noisy_size_share
2,20000,2000,64000,0.1,1000.0,0.0254382319480132,0.02383655314112093,0.0254382319480132,0.025487249464302086,0.0009576404099716496,0.00366835438987112,0.019173618826192562,-0.0009917217969195313,12.7,-0.0019269230813312443,0.06296344848830449
