log,target,metric,measure,sum_first_order,interaction_total,largest_involvement,largest_involvement_axis,largest_first_order,largest_first_order_axis,var,mean,n_cells,check_sum,scale
BPIC15_3,handover,nagelkerke,equal-level,0.2905841834408388,0.7094158165591612,0.5612111019434076,split,0.16375235585490738,split,0.5644009854279193,0.05344348410505586,216,1.0000000000000002,raw-within-metric
BPIC15_4,duration,ap,equal-level,0.35790243818260037,0.6420975618173996,0.5872792391712224,split,0.31092663456029357,split,0.0019448852647120348,0.0020838002967466605,216,1.0000000000000002,raw-within-metric
BPIC15_4,duration,auc,equal-level,0.37923687525183936,0.6207631247481606,0.5687463428975277,split,0.3535415282251081,split,0.001804197386016766,-0.005460418093452955,216,0.9999999999999999,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,0.1951282274202208,0.8048717725797792,0.7192627563462568,split,0.0969049105112219,split,0.00711912840441135,-0.01722772456241162,216,1.0,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,0.25507727675817604,0.744922723241824,0.6719298843500434,split,0.11140936238747651,split,0.009437288133705719,-0.02901318345817707,216,0.9999999999999998,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,0.2677440672268578,0.7322559327731422,0.654891642970347,split,0.1507379865843338,learner,0.08938955037087028,-0.10060667349995071,216,1.0000000000000002,raw-within-metric
BPIC15_4,handover,ap,equal-level,0.23048314872531678,0.7695168512746833,0.6679094942653037,split,0.10868971839804674,split,6.531649297003077e-05,-0.0010560790214700474,216,1.0000000000000002,raw-within-metric
BPIC15_4,handover,auc,equal-level,0.2014491836908954,0.7985508163091046,0.6401871296438555,split,0.07663330026166167,split,0.0010536684193670378,-0.015027476009946479,216,1.0,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,0.20725464962015538,0.7927453503798446,0.6429081152540373,split,0.09833148823239095,quality_level,0.01218522946384379,-0.031155614732332828,216,1.0000000000000002,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,0.2703025615547212,0.7296974384452788,0.6378376918505247,split,0.1817911060448609,learner,0.02502105160684217,-0.07799928856925238,216,1.0,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,0.13824170287402177,0.8617582971259783,0.7865436866422966,split,0.05041350595361814,split,7.84733041935695,-0.4259319278338919,216,1.0,raw-within-metric
BPIC15_5,duration,ap,equal-level,0.2505780574165558,0.7494219425834442,0.6572428545217441,split,0.07889077553802568,rung,0.0029341720341558553,0.0309242077735487,216,1.0000000000000002,raw-within-metric
BPIC15_5,duration,auc,equal-level,0.24216263601985424,0.7578373639801458,0.7033199917894681,split,0.1303311740167797,split,0.0017054636375312578,0.02582301628656601,216,1.0,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,0.27180169149048033,0.7281983085095196,0.6638054891412567,split,0.12357312972862709,rung,0.009150997149100622,0.010904621857078802,216,0.9999999999999999,raw-within-metric
