log,target,admitted,threshold_measure,rule,n_cells,adopts,loss_per_1000,excess_per_1000,rel_excess,share_positive,mean_dnb_per_1000
BPIC15_4,handover,True,desk distribution,one-number,62,False,0.0,0.0,,0.0,-0.00040270164702536947
BPIC15_4,handover,True,desk distribution,uniform-beneficial,62,False,0.0,0.0,,0.0,-0.00040270164702536947
BPIC15_4,handover,True,desk distribution,majority,62,False,0.0,0.0,,0.0,-0.00040270164702536947
BPIC15_4,handover,True,desk distribution,weighted-mean,62,False,0.0,0.0,,0.0,-0.00040270164702536947
BPIC15_4,handover,True,fixed 1:2,one-number,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:2,uniform-beneficial,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:2,majority,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:2,weighted-mean,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:4,one-number,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:4,uniform-beneficial,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:4,majority,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:4,weighted-mean,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:9,one-number,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:9,uniform-beneficial,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:9,majority,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:9,weighted-mean,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:19,one-number,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:19,uniform-beneficial,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:19,majority,62,False,0.0,0.0,,0.0,0.0
BPIC15_4,handover,True,fixed 1:19,weighted-mean,62,False,0.0,0.0,,0.0,0.0
BPIC17,duration,True,uniform over the declared range,one-number,186,True,0.3293058561354382,0.0,0.0,0.33870967741935476,0.4205964890074907
BPIC17,duration,True,uniform over the declared range,uniform-beneficial,186,False,0.749902345142929,0.42059648900749075,1.2772214073062405,0.33870967741935476,0.4205964890074907
BPIC17,duration,True,uniform over the declared range,majority,186,False,0.749902345142929,0.42059648900749075,1.2772214073062405,0.33870967741935476,0.4205964890074907
BPIC17,duration,True,uniform over the declared range,weighted-mean,186,True,0.3293058561354382,0.0,0.0,0.33870967741935476,0.4205964890074907
BPIC17,duration,True,desk distribution,one-number,186,True,0.14731400587550572,0.07549375853866107,1.0511486849187148,0.204322251733153,-0.07549375853866104
BPIC17,duration,True,desk distribution,uniform-beneficial,186,False,0.07182024733684464,0.0,0.0,0.204322251733153,-0.07549375853866104
BPIC17,duration,True,desk distribution,majority,186,False,0.07182024733684464,0.0,0.0,0.204322251733153,-0.07549375853866104
BPIC17,duration,True,desk distribution,weighted-mean,186,False,0.07182024733684464,0.0,0.0,0.204322251733153,-0.07549375853866104
BPIC17,duration,True,fixed 1:2,one-number,186,True,0.4779983622678682,0.0,0.0,0.5,0.018937093587131817
BPIC17,duration,True,fixed 1:2,uniform-beneficial,186,False,0.496935455855,0.018937093587131817,0.039617486338833004,0.5,0.018937093587131817
BPIC17,duration,True,fixed 1:2,majority,186,False,0.496935455855,0.018937093587131817,0.039617486338833004,0.5,0.018937093587131817
BPIC17,duration,True,fixed 1:2,weighted-mean,186,True,0.4779983622678682,0.0,0.0,0.5,0.018937093587131817
BPIC17,duration,True,fixed 1:4,one-number,186,True,0.03966994604885,0.0,0.0,0.3333333333333333,0.00881554356641418
BPIC17,duration,True,fixed 1:4,uniform-beneficial,186,False,0.04848548961526418,0.00881554356641418,0.22222222222229956,0.3333333333333333,0.00881554356641418
BPIC17,duration,True,fixed 1:4,majority,186,False,0.04848548961526418,0.00881554356641418,0.22222222222229956,0.3333333333333333,0.00881554356641418
BPIC17,duration,True,fixed 1:4,weighted-mean,186,True,0.03966994604885,0.0,0.0,0.3333333333333333,0.00881554356641418
BPIC17,duration,True,fixed 1:9,one-number,186,True,0.017631087132816668,0.017631087132816668,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:9,uniform-beneficial,186,False,0.0,0.0,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:9,majority,186,False,0.0,0.0,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:9,weighted-mean,186,False,0.0,0.0,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:19,one-number,186,True,0.017631087132816668,0.017631087132816668,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:19,uniform-beneficial,186,False,0.0,0.0,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:19,majority,186,False,0.0,0.0,,0.0,-0.017631087132816668
BPIC17,duration,True,fixed 1:19,weighted-mean,186,False,0.0,0.0,,0.0,-0.017631087132816668
Helpdesk,duration,True,uniform over the declared range,one-number,186,False,5.421798745608026,0.9186141409100848,0.20399211259332822,0.30107526881720426,0.9186141409100855
Helpdesk,duration,True,uniform over the declared range,uniform-beneficial,186,False,5.421798745608026,0.9186141409100848,0.20399211259332822,0.30107526881720426,0.9186141409100855
Helpdesk,duration,True,uniform over the declared range,majority,186,False,5.421798745608026,0.9186141409100848,0.20399211259332822,0.30107526881720426,0.9186141409100855
Helpdesk,duration,True,uniform over the declared range,weighted-mean,186,True,4.503184604697942,0.0,0.0,0.30107526881720426,0.9186141409100855
Helpdesk,duration,True,desk distribution,one-number,186,False,0.3534061011601019,0.0,0.0,0.15266441980900802,-0.5381021980578785
Helpdesk,duration,True,desk distribution,uniform-beneficial,186,False,0.3534061011601019,0.0,0.0,0.15266441980900802,-0.5381021980578785
Helpdesk,duration,True,desk distribution,majority,186,False,0.3534061011601019,0.0,0.0,0.15266441980900802,-0.5381021980578785
Helpdesk,duration,True,desk distribution,weighted-mean,186,False,0.3534061011601019,0.0,0.0,0.15266441980900802,-0.5381021980578785
Helpdesk,duration,True,fixed 1:2,one-number,186,False,2.4215141876471,0.0,0.0,0.3333333333333333,-1.6398008877387829
Helpdesk,duration,True,fixed 1:2,uniform-beneficial,186,False,2.4215141876471,0.0,0.0,0.3333333333333333,-1.6398008877387829
Helpdesk,duration,True,fixed 1:2,majority,186,False,2.4215141876471,0.0,0.0,0.3333333333333333,-1.6398008877387829
Helpdesk,duration,True,fixed 1:2,weighted-mean,186,False,2.4215141876471,0.0,0.0,0.3333333333333333,-1.6398008877387829
Helpdesk,duration,True,fixed 1:4,one-number,186,False,0.0,0.0,,0.0,-0.12130033964093331
Helpdesk,duration,True,fixed 1:4,uniform-beneficial,186,False,0.0,0.0,,0.0,-0.12130033964093331
Helpdesk,duration,True,fixed 1:4,majority,186,False,0.0,0.0,,0.0,-0.12130033964093331
Helpdesk,duration,True,fixed 1:4,weighted-mean,186,False,0.0,0.0,,0.0,-0.12130033964093331
Helpdesk,duration,True,fixed 1:9,one-number,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:9,uniform-beneficial,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:9,majority,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:9,weighted-mean,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:19,one-number,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:19,uniform-beneficial,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:19,majority,186,False,0.0,0.0,,0.0,0.0
Helpdesk,duration,True,fixed 1:19,weighted-mean,186,False,0.0,0.0,,0.0,0.0
RoadFines,duration,True,uniform over the declared range,one-number,62,False,2.611928937848801,0.6174920256342732,0.30960719883018983,0.45161290322580644,0.6174920256342727
RoadFines,duration,True,uniform over the declared range,uniform-beneficial,62,False,2.611928937848801,0.6174920256342732,0.30960719883018983,0.45161290322580644,0.6174920256342727
RoadFines,duration,True,uniform over the declared range,majority,62,False,2.611928937848801,0.6174920256342732,0.30960719883018983,0.45161290322580644,0.6174920256342727
RoadFines,duration,True,uniform over the declared range,weighted-mean,62,True,1.994436912214528,0.0,0.0,0.45161290322580644,0.6174920256342727
RoadFines,duration,True,desk distribution,one-number,62,False,0.0731403515506738,0.0,0.0,0.2809565130553379,-0.015220096977818424
RoadFines,duration,True,desk distribution,uniform-beneficial,62,False,0.0731403515506738,0.0,0.0,0.2809565130553379,-0.015220096977818424
RoadFines,duration,True,desk distribution,majority,62,False,0.0731403515506738,0.0,0.0,0.2809565130553379,-0.015220096977818424
RoadFines,duration,True,desk distribution,weighted-mean,62,False,0.0731403515506738,0.0,0.0,0.2809565130553379,-0.015220096977818424
RoadFines,duration,True,fixed 1:2,one-number,62,False,0.0,0.0,,0.0,0.0
RoadFines,duration,True,fixed 1:2,uniform-beneficial,62,False,0.0,0.0,,0.0,0.0
RoadFines,duration,True,fixed 1:2,majority,62,False,0.0,0.0,,0.0,0.0
RoadFines,duration,True,fixed 1:2,weighted-mean,62,False,0.0,0.0,,0.0,0.0
RoadFines,duration,True,fixed 1:4,one-number,62,False,0.005541885571169747,0.0,0.0,0.5,-0.002770942785557118
RoadFines,duration,True,fixed 1:4,uniform-beneficial,62,False,0.005541885571169747,0.0,0.0,0.5,-0.002770942785557118
RoadFines,duration,True,fixed 1:4,majority,62,False,0.005541885571169747,0.0,0.0,0.5,-0.002770942785557118
RoadFines,duration,True,fixed 1:4,weighted-mean,62,False,0.005541885571169747,0.0,0.0,0.5,-0.002770942785557118
RoadFines,duration,True,fixed 1:9,one-number,62,False,0.0,0.0,,0.0,-0.0036945903807705793
RoadFines,duration,True,fixed 1:9,uniform-beneficial,62,False,0.0,0.0,,0.0,-0.0036945903807705793
RoadFines,duration,True,fixed 1:9,majority,62,False,0.0,0.0,,0.0,-0.0036945903807705793
RoadFines,duration,True,fixed 1:9,weighted-mean,62,False,0.0,0.0,,0.0,-0.0036945903807705793
RoadFines,duration,True,fixed 1:19,one-number,62,False,0.0,0.0,,0.0,-0.0017500691277261282
RoadFines,duration,True,fixed 1:19,uniform-beneficial,62,False,0.0,0.0,,0.0,-0.0017500691277261282
RoadFines,duration,True,fixed 1:19,majority,62,False,0.0,0.0,,0.0,-0.0017500691277261282
RoadFines,duration,True,fixed 1:19,weighted-mean,62,False,0.0,0.0,,0.0,-0.0017500691277261282
Sepsis,duration,True,uniform over the declared range,one-number,124,True,3.303080261605604,0.0,0.0,0.854838709677419,62.563282832702015
Sepsis,duration,True,uniform over the declared range,uniform-beneficial,124,False,65.86636309430762,62.563282832702015,18.940890889006265,0.854838709677419,62.563282832702015
Sepsis,duration,True,uniform over the declared range,majority,124,True,3.303080261605604,0.0,0.0,0.854838709677419,62.563282832702015
Sepsis,duration,True,uniform over the declared range,weighted-mean,124,True,3.303080261605604,0.0,0.0,0.854838709677419,62.563282832702015
Sepsis,duration,True,desk distribution,one-number,124,True,0.0003811989183352128,0.0,0.0,0.999972739257942,58.67266566075019
Sepsis,duration,True,desk distribution,uniform-beneficial,124,False,58.67304685966852,58.672665660750184,153916.1388940656,0.999972739257942,58.67266566075019
Sepsis,duration,True,desk distribution,majority,124,True,0.0003811989183352128,0.0,0.0,0.999972739257942,58.67266566075019
Sepsis,duration,True,desk distribution,weighted-mean,124,True,0.0003811989183352128,0.0,0.0,0.999972739257942,58.67266566075019
Sepsis,duration,True,fixed 1:2,one-number,124,True,0.0,0.0,,1.0,96.67842445620217
Sepsis,duration,True,fixed 1:2,uniform-beneficial,124,False,96.67842445620217,96.67842445620217,,1.0,96.67842445620217
Sepsis,duration,True,fixed 1:2,majority,124,True,0.0,0.0,,1.0,96.67842445620217
Sepsis,duration,True,fixed 1:2,weighted-mean,124,True,0.0,0.0,,1.0,96.67842445620217
Sepsis,duration,True,fixed 1:4,one-number,124,True,0.0,0.0,,1.0,59.12698412698407
Sepsis,duration,True,fixed 1:4,uniform-beneficial,124,False,59.12698412698407,59.12698412698407,,1.0,59.12698412698407
Sepsis,duration,True,fixed 1:4,majority,124,True,0.0,0.0,,1.0,59.12698412698407
Sepsis,duration,True,fixed 1:4,weighted-mean,124,True,0.0,0.0,,1.0,59.12698412698407
Sepsis,duration,True,fixed 1:9,one-number,124,True,0.0,0.0,,1.0,23.45679012345675
Sepsis,duration,True,fixed 1:9,uniform-beneficial,124,False,23.45679012345675,23.45679012345675,,1.0,23.45679012345675
Sepsis,duration,True,fixed 1:9,majority,124,True,0.0,0.0,,1.0,23.45679012345675
Sepsis,duration,True,fixed 1:9,weighted-mean,124,True,0.0,0.0,,1.0,23.45679012345675
Sepsis,duration,True,fixed 1:19,one-number,124,True,0.0,0.0,,1.0,8.5213032581453
Sepsis,duration,True,fixed 1:19,uniform-beneficial,124,False,8.5213032581453,8.5213032581453,,1.0,8.5213032581453
Sepsis,duration,True,fixed 1:19,majority,124,True,0.0,0.0,,1.0,8.5213032581453
Sepsis,duration,True,fixed 1:19,weighted-mean,124,True,0.0,0.0,,1.0,8.5213032581453
UCI498,duration,True,uniform over the declared range,one-number,186,False,8.596200157909388,1.7750623756756088,0.2602296614355022,0.4301075268817203,1.775062375675609
UCI498,duration,True,uniform over the declared range,uniform-beneficial,186,False,8.596200157909388,1.7750623756756088,0.2602296614355022,0.4301075268817203,1.775062375675609
UCI498,duration,True,uniform over the declared range,majority,186,False,8.596200157909388,1.7750623756756088,0.2602296614355022,0.4301075268817203,1.775062375675609
UCI498,duration,True,uniform over the declared range,weighted-mean,186,True,6.82113778223378,0.0,0.0,0.4301075268817203,1.775062375675609
UCI498,duration,True,desk distribution,one-number,186,False,2.6113280527019613,0.0,0.0,0.3079110195394192,-4.261063493971714
UCI498,duration,True,desk distribution,uniform-beneficial,186,False,2.6113280527019613,0.0,0.0,0.3079110195394192,-4.261063493971714
UCI498,duration,True,desk distribution,majority,186,False,2.6113280527019613,0.0,0.0,0.3079110195394192,-4.261063493971714
UCI498,duration,True,desk distribution,weighted-mean,186,False,2.6113280527019613,0.0,0.0,0.3079110195394192,-4.261063493971714
UCI498,duration,True,fixed 1:2,one-number,186,False,7.015040722905866,0.0,0.0,0.5,-4.762565311878683
UCI498,duration,True,fixed 1:2,uniform-beneficial,186,False,7.015040722905866,0.0,0.0,0.5,-4.762565311878683
UCI498,duration,True,fixed 1:2,majority,186,False,7.015040722905866,0.0,0.0,0.5,-4.762565311878683
UCI498,duration,True,fixed 1:2,weighted-mean,186,False,7.015040722905866,0.0,0.0,0.5,-4.762565311878683
UCI498,duration,True,fixed 1:4,one-number,186,False,2.0342874977706167,0.0,0.0,0.5,-10.004235776707716
UCI498,duration,True,fixed 1:4,uniform-beneficial,186,False,2.0342874977706167,0.0,0.0,0.5,-10.004235776707716
UCI498,duration,True,fixed 1:4,majority,186,False,2.0342874977706167,0.0,0.0,0.5,-10.004235776707716
UCI498,duration,True,fixed 1:4,weighted-mean,186,False,2.0342874977706167,0.0,0.0,0.5,-10.004235776707716
UCI498,duration,True,fixed 1:9,one-number,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:9,uniform-beneficial,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:9,majority,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:9,weighted-mean,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:19,one-number,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:19,uniform-beneficial,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:19,majority,186,False,0.0,0.0,,0.0,0.0
UCI498,duration,True,fixed 1:19,weighted-mean,186,False,0.0,0.0,,0.0,0.0
UCI498,handover,True,uniform over the declared range,one-number,124,True,2.500714656858277,2.224400306672202,8.050252566232093,0.27419354838709686,-2.2244003066722016
UCI498,handover,True,uniform over the declared range,uniform-beneficial,124,False,0.27631435018607486,0.0,0.0,0.27419354838709686,-2.2244003066722016
UCI498,handover,True,uniform over the declared range,majority,124,False,0.27631435018607486,0.0,0.0,0.27419354838709686,-2.2244003066722016
UCI498,handover,True,uniform over the declared range,weighted-mean,124,False,0.27631435018607486,0.0,0.0,0.27419354838709686,-2.2244003066722016
UCI498,handover,True,desk distribution,one-number,124,True,0.8067167418856146,0.411889282826145,1.043213366687613,0.3588922718335988,-0.41188928282614495
UCI498,handover,True,desk distribution,uniform-beneficial,124,False,0.39482745905946964,0.0,0.0,0.3588922718335988,-0.41188928282614495
UCI498,handover,True,desk distribution,majority,124,False,0.39482745905946964,0.0,0.0,0.3588922718335988,-0.41188928282614495
UCI498,handover,True,desk distribution,weighted-mean,124,False,0.39482745905946964,0.0,0.0,0.3588922718335988,-0.41188928282614495
UCI498,handover,True,fixed 1:2,one-number,124,True,0.535045478865675,0.0,0.0,0.75,0.4855042308225751
UCI498,handover,True,fixed 1:2,uniform-beneficial,124,False,1.02054970968825,0.48550423082257516,0.9074074074074413,0.75,0.4855042308225751
UCI498,handover,True,fixed 1:2,majority,124,True,0.535045478865675,0.0,0.0,0.75,0.4855042308225751
UCI498,handover,True,fixed 1:2,weighted-mean,124,True,0.535045478865675,0.0,0.0,0.75,0.4855042308225751
UCI498,handover,True,fixed 1:4,one-number,124,True,0.7440476190476001,0.250802568218325,0.5084745762712869,0.5,-0.25080256821832503
UCI498,handover,True,fixed 1:4,uniform-beneficial,124,False,0.49324505082927506,0.0,0.0,0.5,-0.25080256821832503
UCI498,handover,True,fixed 1:4,majority,124,False,0.49324505082927506,0.0,0.0,0.5,-0.25080256821832503
UCI498,handover,True,fixed 1:4,weighted-mean,124,False,0.49324505082927506,0.0,0.0,0.5,-0.25080256821832503
UCI498,handover,True,fixed 1:9,one-number,124,True,0.9140360263955251,0.6799536293918002,2.9047619047620223,0.25,-0.6799536293918002
UCI498,handover,True,fixed 1:9,uniform-beneficial,124,False,0.234082397003725,0.0,0.0,0.25,-0.6799536293918002
UCI498,handover,True,fixed 1:9,majority,124,False,0.234082397003725,0.0,0.0,0.25,-0.6799536293918002
UCI498,handover,True,fixed 1:9,weighted-mean,124,False,0.234082397003725,0.0,0.0,0.25,-0.6799536293918002
UCI498,handover,True,fixed 1:19,one-number,124,True,0.2833629016360395,0.2833629016360395,,0.0,-0.2833629016360395
UCI498,handover,True,fixed 1:19,uniform-beneficial,124,False,0.0,0.0,,0.0,-0.2833629016360395
UCI498,handover,True,fixed 1:19,majority,124,False,0.0,0.0,,0.0,-0.2833629016360395
UCI498,handover,True,fixed 1:19,weighted-mean,124,False,0.0,0.0,,0.0,-0.2833629016360395
