n_metric_regret,n_partial,n_heldout,misreport_equal,misreport_reference,misreport_concentrated,misreport_measure_spread,n_misreport_over_ten,identity_max_abs_excess,n_instruments,n_pairs,n_maps_invariant,n_pairs_maps,runtime_s,excess_one_number_auc,excess_majority_auc,oos_one_number_auc,oos_majority_auc,oos_mean_auc,excess_one_number_ap,excess_majority_ap,oos_one_number_ap,oos_majority_ap,oos_mean_ap,excess_one_number_brier_skill,excess_majority_brier_skill,oos_one_number_brier_skill,oos_majority_brier_skill,oos_mean_brier_skill,excess_one_number_nagelkerke,excess_majority_nagelkerke,oos_one_number_nagelkerke,oos_majority_nagelkerke,oos_mean_nagelkerke,excess_one_number_logloss_skill,excess_majority_logloss_skill,oos_one_number_logloss_skill,oos_majority_logloss_skill,oos_mean_logloss_skill,leaveoneout_agree,leaveoneout_n,leaveoneout_unscored,mean_excess_one_number_auc,mean_excess_majority_auc,n_bad_one_number_auc,n_bad_majority_auc,n_bad_uniform_auc,mean_excess_one_number_ap,mean_excess_majority_ap,n_bad_one_number_ap,n_bad_majority_ap,n_bad_uniform_ap,mean_excess_one_number_brier_skill,mean_excess_majority_brier_skill,n_bad_one_number_brier_skill,n_bad_majority_brier_skill,n_bad_uniform_brier_skill,mean_excess_one_number_nagelkerke,mean_excess_majority_nagelkerke,n_bad_one_number_nagelkerke,n_bad_majority_nagelkerke,n_bad_uniform_nagelkerke,mean_excess_one_number_logloss_skill,mean_excess_majority_logloss_skill,n_bad_one_number_logloss_skill,n_bad_majority_logloss_skill,n_bad_uniform_logloss_skill,nb_excess_one_number,nb_excess_majority,nb_excess_weighted_mean,nb_excess_uniform_beneficial,oost_one_number,oost_majority,oost_weighted_mean
1140,95,76380,0.3277777777777775,0.25421874999999994,0.13394079999999997,0.19383697777777753,18,0.0,5,19,14,19,4.3,0.0,0.0,0.00450280355008922,0.00010857506953534846,2.233075275717604e-05,0.0,0.0,0.0016252834539454107,0.00015402461907633368,0.00010612533876786579,0.0,0.0,0.001988133386250306,0.000571258633850297,0.0008067974913216261,0.0,0.0,0.042675712240114676,0.029842821289230624,0.0035110598614444956,0.0,0.0,0.00404995328482844,0.0031555615493530265,0.0011522631726839992,0.569620253164557,79,116,0.004516526871845063,0.0,5,0,14,0.0016015246164317086,0.0001096736998287717,3,1,17,0.001811849183688164,0.0002397453871551525,4,3,9,0.04223769921900444,0.02538866975728644,6,6,7,0.0038578653086579337,0.002554589518192633,3,3,8,0.0,0.0,0.0,0.0019543630771894326,0.008849507158952524,0.01921935826871849,0.019079049940230346
