log,target,threshold,unit,excess_one_number,excess_majority,excess_uniform,share_positive
BPIC14,handover,0.7,net benefit (true positives per case),0.0,0.0,0.018383755304438976,0.875
BPIC14,handover,0.725,net benefit (true positives per case),0.0,0.0,0.023406717727987865,0.875
BPIC14,handover,0.75,net benefit (true positives per case),0.0,0.0,0.028214847661278752,0.875
BPIC14,handover,0.775,net benefit (true positives per case),0.0,0.0,0.0,1.0
BPIC14,handover,0.8,net benefit (true positives per case),0.0,0.0,0.0,1.0
BPIC15_1,duration,0.05,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,duration,0.075,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,duration,0.1,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,duration,0.125,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,duration,0.15,net benefit (true positives per case),8.169934640521666e-05,8.169934640521666e-05,8.169934640521666e-05,0.16666666666666666
BPIC15_1,duration,0.175,net benefit (true positives per case),9.820426487091666e-05,9.820426487091666e-05,9.820426487091666e-05,0.16666666666666666
BPIC15_1,duration,0.2,net benefit (true positives per case),0.0,0.0003472222222222,0.0003472222222222,0.5
BPIC15_1,duration,0.225,net benefit (true positives per case),0.00020908004778973332,0.00020908004778973332,0.00020908004778973332,0.3333333333333333
BPIC15_1,duration,0.25,net benefit (true positives per case),0.0,0.0007716049382716,0.0007716049382716,0.5
BPIC15_1,duration,0.275,net benefit (true positives per case),0.0,0.0,0.003208812260536333,0.8333333333333333
BPIC15_1,duration,0.3,net benefit (true positives per case),0.0,0.0,0.0035714285714285505,0.6666666666666666
BPIC15_1,duration,0.325,net benefit (true positives per case),0.0,0.0,0.0033607681755829827,0.6666666666666666
BPIC15_1,duration,0.35,net benefit (true positives per case),0.0018162393162392994,0.0018162393162392994,0.0,0.6666666666666666
BPIC15_1,duration,0.375,net benefit (true positives per case),0.0,0.021388888888888912,0.021388888888888912,0.5
BPIC15_1,duration,0.4,net benefit (true positives per case),0.0,0.020370370370370382,0.020370370370370382,0.5
BPIC15_1,duration,0.425,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.45,net benefit (true positives per case),0.01494107744107746,0.01494107744107746,0.01494107744107746,0.3333333333333333
BPIC15_1,duration,0.475,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.5,net benefit (true positives per case),0.0,0.0,0.0,0.3333333333333333
BPIC15_1,duration,0.525,net benefit (true positives per case),0.0015838206627680502,0.0015838206627680502,0.0015838206627680502,0.5
BPIC15_1,duration,0.55,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.575,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.6,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.625,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_1,duration,0.65,net benefit (true positives per case),0.0,0.0,0.0,0.5
BPIC15_1,duration,0.675,net benefit (true positives per case),0.0,0.0,0.0,0.5
BPIC15_1,duration,0.7,net benefit (true positives per case),0.0,0.0,0.0,0.3333333333333333
BPIC15_1,duration,0.725,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_1,duration,0.75,net benefit (true positives per case),0.0,0.0,0.02499999999999998,0.8333333333333333
BPIC15_1,duration,0.775,net benefit (true positives per case),0.0,0.006121399176954717,0.006121399176954717,0.5
BPIC15_1,duration,0.8,net benefit (true positives per case),0.0,0.0,0.014814814814814765,0.8333333333333333
BPIC15_1,handover,0.05,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.075,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.1,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.125,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.15,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.175,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_1,handover,0.2,net benefit (true positives per case),0.0006944444444444333,0.0006944444444444333,0.0006944444444444333,0.16666666666666666
BPIC15_1,handover,0.225,net benefit (true positives per case),0.0,0.0010603345280764333,0.0010603345280764333,0.5
BPIC15_1,handover,0.25,net benefit (true positives per case),0.0,0.0,0.0013888888888888833,0.6666666666666666
BPIC15_1,handover,0.275,net benefit (true positives per case),0.0,0.0,0.0007982120051085164,0.6666666666666666
BPIC15_1,handover,0.3,net benefit (true positives per case),0.00039682539682539997,0.0,0.0,0.5
