p1_targets,p1_r_max,p1_max_auc_error,p1_max_ap_error,p2_rank_max_shift,p2_proper_min_shift,p2_proper_max_shift,p3_pairs,p3_constructible,p3_configs,runtime_s
10,0.998001998001998,4.440892098500626e-16,0.00018050541516256846,0.0,1.644621073548784,4.255168344230716,12,10,18,30.6
