slope_lo,slope_hi,calibration,n_models,n_models_admitted,n_models_excluded,n_pairs,n_pairs_with_a_model,n_pairs_fully_excluded,promised_per_1000,delivered_per_1000,shortfall_per_1000,desk_a,desk_b,desk_q05,desk_q50,desk_q95,n_pairs_desk,n_separating_desk,n_separating_uniform,median_excess_one_number_desk,median_excess_majority_desk,median_excess_uniform_desk,median_excess_mean_desk,median_excess_one_number_uniform,median_excess_mean_uniform,mean_excess_one_number_desk,mean_excess_majority_desk,mean_excess_uniform_desk,mean_excess_mean_desk,max_excess_one_number_desk,n_one_number_strictly_worst_desk,n_one_number_tied_worst_desk,n_all_rules_tie_desk,runtime_s
0.5,2.0,isotonic,118,78,40,19,16,3,1.7076515348411516,0.0029710774576523855,1.7046804573834993,4.0,16.0,0.0752938165688757,0.18988518275917562,0.35942564964037305,16,11,13,0.0,0.0,0.04765565579579197,0.0,0.0,0.0,0.05635202329083974,0.42090133702285415,6.092144773630612,0.0,0.411889282826145,3,2,5,0.2
