log,target,text_field,f,g,n_test,auc_b0,auc_b0f,auc_b0t,auc_b0tf,auc_b0g,auc_b0gf,auc_b0gt,auc_b0gtf,v_no_text,v_with_text,reduction_from_text
Helpdesk,duration,Complete Timestamp,customer,Resource,1374,0.6387471121759221,0.6170852228972362,0.6369855394883204,0.6202575511251818,0.6345651150851374,0.6150423547531445,0.6291819970907847,0.6151899546504663,-0.01952276033199285,-0.013992042440318375,
