dominant,share_test,rate_dominant,rate_other,diff,diff_lo,diff_hi,n_dominant,n_other,auc_group_lookup,auc_onebit,modal_acc,base_acc
TEAM0008,0.7857299992667008,0.30891273915072326,0.6033538672142368,-0.2944411280635135,-0.3149469560861828,-0.27462298443115524,10715,2922,0.6418280493860169,0.6060960812860863,0.7156999340030799,0.6279973601231943
