split,quality,level,rung,learner,metric,without_f,with_f,V,log,target,rank
holdout70,clean,1.0,B_half,logit,auc,0.5275456919060052,0.6221932114882507,0.09464751958224549,BPIC15_3,handover,19
holdout70,mask_rare,0.5,B_half,logit,auc,0.5275456919060052,0.6323433420365535,0.10479765013054831,BPIC15_3,handover,20
rolling1,clean,1.0,B_half,logit,auc,0.6952750092284975,0.8044481358434847,0.10917312661498724,BPIC15_3,handover,21
rolling1,mask_rare,0.5,B_half,hgb,auc,0.6930601698043558,0.8372093023255813,0.14414913252122552,BPIC15_3,handover,22
rolling1,mask_rare,0.5,B_half,logit,auc,0.6952750092284975,0.8479143595422666,0.15263935031376907,BPIC15_3,handover,23
rolling1,clean,1.0,B_half,hgb,auc,0.6930601698043558,0.8665559246954595,0.1734957548911037,BPIC15_3,handover,24
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.598079561042524,0.4817558299039781,-0.11632373113854594,BPIC15_4,duration,1
rolling1,mask_rare,0.5,B_half,logit,auc,0.6065843621399176,0.5279835390946502,-0.07860082304526739,BPIC15_4,duration,2
rolling1,mask_rare,0.5,B_half,hgb,auc,0.6482853223593965,0.5732510288065843,-0.07503429355281221,BPIC15_4,duration,3
rolling1,clean,1.0,B_half,hgb,auc,0.6482853223593965,0.5766803840877914,-0.07160493827160508,BPIC15_4,duration,4
holdout70,clean,1.0,B_intake_g,hgb,auc,0.6103478010922677,0.5484047139982753,-0.06194308709399243,BPIC15_4,duration,5
rolling1,clean,1.0,B_half,logit,auc,0.6065843621399176,0.5488340192043896,-0.057750342935528054,BPIC15_4,duration,6
holdout70,clean,1.0,B_intake,hgb,auc,0.6118999712561081,0.5638689278528312,-0.04803104340327691,BPIC15_4,duration,7
rolling1,mask_rare,0.5,B_intake,logit,auc,0.589437585733882,0.5467764060356654,-0.0426611796982167,BPIC15_4,duration,8
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.5928669410150892,0.5517146776406036,-0.04115226337448563,BPIC15_4,duration,9
rolling1,clean,1.0,B_intake_g,logit,auc,0.5928669410150892,0.5530864197530864,-0.03978052126200282,BPIC15_4,duration,10
rolling1,clean,1.0,B_intake,logit,auc,0.589437585733882,0.551440329218107,-0.03799725651577501,BPIC15_4,duration,11
rolling1,clean,1.0,B_intake_g,hgb,auc,0.598079561042524,0.5613168724279836,-0.03676268861454046,BPIC15_4,duration,12
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.5584362139917696,0.5352537722908094,-0.023182441700960177,BPIC15_4,duration,13
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.6103478010922677,0.5883299798792756,-0.022017821212992117,BPIC15_4,duration,14
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.6118999712561081,0.5906869790169589,-0.021212992239149187,BPIC15_4,duration,15
holdout70,clean,1.0,B_half,hgb,auc,0.5040528887611382,0.5037941937338315,-0.0002586950273066879,BPIC15_4,duration,16
rolling1,clean,1.0,B_intake,hgb,auc,0.5584362139917696,0.5640603566529492,0.00562414266117961,BPIC15_4,duration,17
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.4617418798505318,0.47111238861741883,0.009370508766887053,BPIC15_4,duration,18
holdout70,mask_rare,0.5,B_intake,logit,auc,0.4531762000574878,0.4658810002874389,0.012704800229951074,BPIC15_4,duration,19
holdout70,mask_rare,0.5,B_half,logit,auc,0.47461914343202066,0.49548720896809434,0.020868065536073677,BPIC15_4,duration,20
holdout70,clean,1.0,B_half,logit,auc,0.47461914343202066,0.49925265881000286,0.024633515377982196,BPIC15_4,duration,21
holdout70,clean,1.0,B_intake_g,logit,auc,0.4617418798505318,0.4964932451853981,0.034751365334866335,BPIC15_4,duration,22
holdout70,clean,1.0,B_intake,logit,auc,0.4531762000574878,0.4887323943661972,0.03555619430870938,BPIC15_4,duration,23
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5040528887611382,0.5492957746478874,0.045242885886749185,BPIC15_4,duration,24
rolling1,clean,1.0,B_intake,hgb,auc,0.6918328584995251,0.533713200379867,-0.1581196581196581,BPIC15_4,handover,1
rolling1,clean,1.0,B_intake_g,hgb,auc,0.8105413105413104,0.674264007597341,-0.13627730294396945,BPIC15_4,handover,2
holdout70,clean,1.0,B_intake,hgb,auc,0.7308828640945431,0.6640597844977407,-0.06682307959680234,BPIC15_4,handover,3
holdout70,mask_rare,0.5,B_intake,logit,auc,0.7093760862009038,0.6561522419186653,-0.053223844282238475,BPIC15_4,handover,4
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.7308828640945431,0.6790928050052137,-0.05179005908932932,BPIC15_4,handover,5
holdout70,mask_rare,0.5,B_half,logit,auc,0.7329683698296837,0.6882603406326034,-0.04470802919708028,BPIC15_4,handover,6
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.7601233924226627,0.7257125477928399,-0.0344108446298228,BPIC15_4,handover,7
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.6918328584995251,0.6614434947768282,-0.03038936372269696,BPIC15_4,handover,8
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.6395550921098366,0.6096193952033369,-0.029935696906499776,BPIC15_4,handover,9
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.8105413105413104,0.7886989553656221,-0.021842355175688333,BPIC15_4,handover,10
rolling1,clean,1.0,B_half,hgb,auc,0.6505223171889838,0.6296296296296295,-0.02089268755935425,BPIC15_4,handover,11
holdout70,clean,1.0,B_intake,logit,auc,0.7093760862009038,0.6908672228015293,-0.01850886339937441,BPIC15_4,handover,12
holdout70,clean,1.0,B_half,logit,auc,0.7329683698296837,0.7160236357316648,-0.016944734098018888,BPIC15_4,handover,13
holdout70,clean,1.0,B_intake_g,hgb,auc,0.7601233924226627,0.7475234619395205,-0.01259993048314223,BPIC15_4,handover,14
rolling1,mask_rare,0.5,B_half,logit,auc,0.741690408357075,0.7298195631528965,-0.01187084520417847,BPIC15_4,handover,15
holdout70,clean,1.0,B_half,hgb,auc,0.7626433785192909,0.7564303093500174,-0.006213069169273444,BPIC15_4,handover,16
rolling1,mask_rare,0.5,B_intake,logit,auc,0.788698955365622,0.7839506172839505,-0.0047483380816714105,BPIC15_4,handover,17
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.8447293447293447,0.8409306742640076,-0.003798670465337106,BPIC15_4,handover,18
rolling1,clean,1.0,B_intake_g,logit,auc,0.8447293447293447,0.845204178537512,0.00047483380816726317,BPIC15_4,handover,19
holdout70,clean,1.0,B_intake_g,logit,auc,0.6395550921098366,0.6410323253388948,0.001477233229058128,BPIC15_4,handover,20
holdout70,mask_rare,0.5,B_half,hgb,auc,0.7626433785192909,0.7654675008689609,0.0028241223496699996,BPIC15_4,handover,21
rolling1,clean,1.0,B_half,logit,auc,0.741690408357075,0.7526115859449193,0.010921177587844277,BPIC15_4,handover,22
rolling1,clean,1.0,B_intake,logit,auc,0.788698955365622,0.8005698005698005,0.011870845204178582,BPIC15_4,handover,23
rolling1,mask_rare,0.5,B_half,hgb,auc,0.6505223171889838,0.6899335232668566,0.03941120607787285,BPIC15_4,handover,24
holdout70,clean,1.0,B_half,hgb,auc,0.6441430433365918,0.563884815900945,-0.08025822743564681,BPIC15_5,duration,1
holdout70,mask_rare,0.5,B_half,hgb,auc,0.6441430433365918,0.5916625936787226,-0.05248044965786913,BPIC15_5,duration,2
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.6205769664187514,0.5983772819472616,-0.02219968447148979,BPIC15_5,duration,3
rolling1,clean,1.0,B_intake_g,hgb,auc,0.6205769664187514,0.6152805949966194,-0.005296371422132018,BPIC15_5,duration,4
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.6764705882352942,0.6792878070768538,0.00281721884155961,BPIC15_5,duration,5
rolling1,clean,1.0,B_intake,hgb,auc,0.6764705882352942,0.6864998873112463,0.01002929907595218,BPIC15_5,duration,6
holdout70,clean,1.0,B_intake,logit,auc,0.6004398826979472,0.6159376018246986,0.015497719126751353,BPIC15_5,duration,7
holdout70,clean,1.0,B_intake_g,logit,auc,0.547613229064842,0.5795658194851743,0.03195259042033227,BPIC15_5,duration,8
holdout70,mask_rare,0.5,B_intake,logit,auc,0.6004398826979472,0.6385426849136527,0.0381028022157055,BPIC15_5,duration,9
rolling1,mask_rare,0.5,B_half,logit,auc,0.5890241153932837,0.6290286229434302,0.040004507550146506,BPIC15_5,duration,10
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.6605814739688979,0.7018255578093306,0.041244083840432766,BPIC15_5,duration,11
rolling1,mask_rare,0.5,B_intake,logit,auc,0.6562993013297272,0.6988956502141086,0.04259634888438135,BPIC15_5,duration,12
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.547613229064842,0.5920087976539589,0.04439556858911686,BPIC15_5,duration,13
rolling1,clean,1.0,B_intake_g,logit,auc,0.6605814739688979,0.7102772143340094,0.049695740365111485,BPIC15_5,duration,14
holdout70,clean,1.0,B_intake_g,hgb,auc,0.49942978168784624,0.5511363636363638,0.051706581948517516,BPIC15_5,duration,15
rolling1,mask_rare,0.5,B_half,hgb,auc,0.5538652242506198,0.6059274284426414,0.052062204192021566,BPIC15_5,duration,16
rolling1,clean,1.0,B_intake,logit,auc,0.6562993013297272,0.7091503267973855,0.0528510254676583,BPIC15_5,duration,17
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.49942978168784624,0.5579178885630498,0.05848810687520356,BPIC15_5,duration,18
rolling1,clean,1.0,B_half,logit,auc,0.5890241153932837,0.6515663736759072,0.0625422582826235,BPIC15_5,duration,19
rolling1,clean,1.0,B_half,hgb,auc,0.5538652242506198,0.6464953797610999,0.09263015551048015,BPIC15_5,duration,20
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.47334229390681004,0.5687724014336917,0.09543010752688164,BPIC15_5,duration,21
holdout70,mask_rare,0.5,B_half,logit,auc,0.49910394265232977,0.5988717823395243,0.09976783968719455,BPIC15_5,duration,22
holdout70,clean,1.0,B_intake,hgb,auc,0.47334229390681004,0.5959595959595959,0.12261730205278587,BPIC15_5,duration,23
holdout70,clean,1.0,B_half,logit,auc,0.49910394265232977,0.6308243727598566,0.13172043010752682,BPIC15_5,duration,24
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.5672548811168987,0.5581471453256545,-0.009107735791244242,BPIC17,duration,1
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.5718190079798896,0.565483951720439,-0.006335056259450633,BPIC17,duration,2
rolling1,clean,1.0,B_intake_g,hgb,auc,0.5672548811168987,0.5620004849677371,-0.0052543961491615665,BPIC17,duration,3
holdout70,clean,1.0,B_intake,hgb,auc,0.5718190079798896,0.5666012851779205,-0.0052177228019690824,BPIC17,duration,4
rolling1,clean,1.0,B_half,hgb,auc,0.5360463734765726,0.5334474883465309,-0.002598885130041695,BPIC17,duration,5
rolling1,clean,1.0,B_intake_g,logit,auc,0.6089662752879756,0.6077726154421231,-0.0011936598458525127,BPIC17,duration,6
rolling1,clean,1.0,B_intake,logit,auc,0.5959867877557458,0.5954882714929989,-0.0004985162627468842,BPIC17,duration,7
rolling1,clean,1.0,B_intake,hgb,auc,0.5430870906174028,0.5434879880161554,0.00040089739875259767,BPIC17,duration,8
holdout70,mask_rare,0.5,B_intake,logit,auc,0.5652913405879266,0.5685127853903095,0.0032214448023828446,BPIC17,duration,9
holdout70,clean,1.0,B_intake_g,logit,auc,0.5771976196886245,0.5817199535244393,0.004522333835814796,BPIC17,duration,10
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.5771976196886245,0.5819649535516616,0.004767333863037071,BPIC17,duration,11
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.6089662752879756,0.6142303985837274,0.005264123295751766,BPIC17,duration,12
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.5666348407372045,0.5729004525444947,0.006265611807290239,BPIC17,duration,13
holdout70,clean,1.0,B_intake,logit,auc,0.5652913405879266,0.5719268968807663,0.006635556292839628,BPIC17,duration,14
rolling1,mask_rare,0.5,B_intake,logit,auc,0.5959867877557458,0.6034551519484517,0.007468364192705912,BPIC17,duration,15
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.5430870906174028,0.5525165170423082,0.009429426424905407,BPIC17,duration,16
rolling1,mask_rare,0.5,B_half,hgb,auc,0.5360463734765726,0.5474934880227559,0.011447114546183301,BPIC17,duration,17
holdout70,clean,1.0,B_intake_g,hgb,auc,0.5666348407372045,0.578208786467643,0.011573945730438462,BPIC17,duration,18
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5375300597255621,0.5510180056686673,0.013487945943105206,BPIC17,duration,19
holdout70,mask_rare,0.5,B_half,logit,auc,0.5375300597255621,0.5526239502915501,0.015093890565987977,BPIC17,duration,20
holdout70,clean,1.0,B_half,hgb,auc,0.5375300597255621,0.553495117055013,0.01596505732945086,BPIC17,duration,21
holdout70,clean,1.0,B_half,logit,auc,0.5375300597255621,0.5589581732175748,0.02142811349201268,BPIC17,duration,22
rolling1,mask_rare,0.5,B_half,logit,auc,0.5360463734765726,0.5708091110013334,0.03476273752476078,BPIC17,duration,23
rolling1,clean,1.0,B_half,logit,auc,0.5360463734765726,0.5762365114005632,0.04019013792399062,BPIC17,duration,24
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.6500657003586692,0.6523552763787139,0.002289576020044759,BPIC19,duration,1
holdout70,clean,1.0,B_intake_g,logit,auc,0.6500657003586692,0.6611335080573362,0.011067807698666998,BPIC19,duration,2
holdout70,mask_rare,0.5,B_intake,logit,auc,0.6205338263443733,0.6414130664618947,0.020879240117521403,BPIC19,duration,3
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.8765979383594953,0.8985758303713861,0.02197789201189082,BPIC19,duration,4
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.6217922882961946,0.6444219481328857,0.022629659836691074,BPIC19,duration,5
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.6206920159556878,0.6446144187843407,0.023922402828652878,BPIC19,duration,6
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.8522971005267154,0.8899000903715669,0.03760298984485155,BPIC19,duration,7
rolling1,clean,1.0,B_intake_g,logit,auc,0.8765979383594953,0.9171280903910466,0.0405301520315513,BPIC19,duration,8
holdout70,clean,1.0,B_intake_g,hgb,auc,0.6217922882961946,0.665336363578551,0.043544075282356376,BPIC19,duration,9
holdout70,clean,1.0,B_intake,hgb,auc,0.6206920159556878,0.6659485533997254,0.04525653744403757,BPIC19,duration,10
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5412969282598188,0.5867504077953296,0.04545347953551082,BPIC19,duration,11
holdout70,clean,1.0,B_intake,logit,auc,0.6205338263443733,0.6682658523478836,0.04773202600351034,BPIC19,duration,12
rolling1,clean,1.0,B_intake_g,hgb,auc,0.8522971005267154,0.9074734990075825,0.055176398480867084,BPIC19,duration,13
rolling1,mask_rare,0.5,B_intake,logit,auc,0.8191299006051904,0.8749181681634676,0.05578826755827715,BPIC19,duration,14
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.8160813385844848,0.873683298791776,0.057601960207291136,BPIC19,duration,15
holdout70,mask_rare,0.5,B_half,logit,auc,0.5412923574544668,0.6044451876971408,0.06315283024267404,BPIC19,duration,16
rolling1,clean,1.0,B_intake,hgb,auc,0.8160813385844848,0.9084586117007178,0.092377273116233,BPIC19,duration,17
rolling1,clean,1.0,B_intake,logit,auc,0.8191299006051904,0.913038759592848,0.09390885898765755,BPIC19,duration,18
holdout70,clean,1.0,B_half,hgb,auc,0.5412969282598188,0.653027979688136,0.11173105142831719,BPIC19,duration,19
holdout70,clean,1.0,B_half,logit,auc,0.5412923574544668,0.6593929255062068,0.11810056805173996,BPIC19,duration,20
rolling1,mask_rare,0.5,B_half,logit,auc,0.5720193210096849,0.7966006655076286,0.22458134449794376,BPIC19,duration,21
rolling1,mask_rare,0.5,B_half,hgb,auc,0.5633390589530117,0.7980752038925865,0.23473614493957473,BPIC19,duration,22
rolling1,clean,1.0,B_half,hgb,auc,0.5633390589530117,0.8896152007897598,0.326276141836748,BPIC19,duration,23
rolling1,clean,1.0,B_half,logit,auc,0.5720193210096849,0.907804304858985,0.3357849838493001,BPIC19,duration,24
holdout70,clean,1.0,B_intake,hgb,auc,0.6454511422948574,0.6040782493368699,-0.04137289295798752,Helpdesk,duration,1
holdout70,clean,1.0,B_half,hgb,auc,0.6351063147086508,0.5940104389492599,-0.04109587575939089,Helpdesk,duration,2
rolling1,clean,1.0,B_half,hgb,auc,0.7177270908363346,0.6869614512471656,-0.030765639589169003,Helpdesk,duration,3
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.6459367245657568,0.6162883973645931,-0.029648327201163727,Helpdesk,duration,4
rolling1,mask_rare,0.5,B_half,hgb,auc,0.7177270908363346,0.6892023476057089,-0.028524743230625704,Helpdesk,duration,5
holdout70,clean,1.0,B_intake_g,hgb,auc,0.6459367245657568,0.6183815350389321,-0.027555189526824675,Helpdesk,duration,6
rolling1,clean,1.0,B_intake_g,hgb,auc,0.6931505935707617,0.6683873549419768,-0.024763238628784934,Helpdesk,duration,7
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.6931505935707617,0.670921702014139,-0.022228891556622665,Helpdesk,duration,8
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.6454511422948574,0.6233764011294601,-0.022074741165397316,Helpdesk,duration,9
holdout70,clean,1.0,B_intake,logit,auc,0.6387471121759221,0.6170852228972362,-0.021661889278685842,Helpdesk,duration,10
holdout70,clean,1.0,B_intake_g,logit,auc,0.6345651150851374,0.6150423547531445,-0.01952276033199285,Helpdesk,duration,11
holdout70,clean,1.0,B_half,logit,auc,0.6291595362368444,0.6143802943441431,-0.0147792418927013,Helpdesk,duration,12
holdout70,mask_rare,0.5,B_intake,logit,auc,0.6387471121759221,0.626880294344143,-0.011866817831779009,Helpdesk,duration,13
holdout70,mask_rare,0.5,B_half,hgb,auc,0.6351063147086508,0.623317575083426,-0.011788739625224753,Helpdesk,duration,14
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.676357209550487,0.665092703748166,-0.011264505802320968,Helpdesk,duration,15
rolling1,clean,1.0,B_intake,hgb,auc,0.676357209550487,0.6656929438442044,-0.010664265706282539,Helpdesk,duration,16
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.6345651150851374,0.6257946864036965,-0.008770428681440845,Helpdesk,duration,17
holdout70,mask_rare,0.5,B_half,logit,auc,0.6291595362368444,0.6265455206639856,-0.0026140155728587855,Helpdesk,duration,18
rolling1,clean,1.0,B_half,logit,auc,0.6968654128317994,0.6963318660797653,-0.0005335467520340975,Helpdesk,duration,19
rolling1,clean,1.0,B_intake,logit,auc,0.6856009070294784,0.6877284247032146,0.002127517673736201,Helpdesk,duration,20
rolling1,clean,1.0,B_intake_g,logit,auc,0.684547152194211,0.6872682406295851,0.0027210884353741083,Helpdesk,duration,21
rolling1,mask_rare,0.5,B_half,logit,auc,0.6968654128317994,0.7020541549953315,0.005188742163532156,Helpdesk,duration,22
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.684547152194211,0.6899959983993597,0.0054488462051486275,Helpdesk,duration,23
rolling1,mask_rare,0.5,B_intake,logit,auc,0.6856009070294784,0.694751233826864,0.009150326797385588,Helpdesk,duration,24
rolling1,clean,1.0,B_half,logit,auc,0.5029035963368484,0.49063065970277414,-0.012272936634074305,RoadFines,duration,1
rolling1,clean,1.0,B_intake_g,hgb,auc,0.5109519246898803,0.4991125728209167,-0.011839351868963566,RoadFines,duration,2
rolling1,mask_rare,0.5,B_intake,logit,auc,0.4903488296054521,0.4828126288315388,-0.007536200773913315,RoadFines,duration,3
rolling1,clean,1.0,B_intake,logit,auc,0.4903488296054521,0.48480143239347323,-0.005547397211978888,RoadFines,duration,4
rolling1,mask_rare,0.5,B_half,logit,auc,0.5029035963368484,0.49949320338110814,-0.0034103929557403045,RoadFines,duration,5
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.53483189418146,0.5356206074125228,0.0007887132310627765,RoadFines,duration,6
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.5109519246898803,0.5134677825195681,0.002515857829687884,RoadFines,duration,7
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.5384818980179805,0.5475561821872186,0.009074284169238056,RoadFines,duration,8
holdout70,mask_rare,0.5,B_intake,logit,auc,0.5385190643092163,0.5479324123857493,0.009413348076533046,RoadFines,duration,9
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.5332686833975493,0.5435154470185669,0.010246763621017618,RoadFines,duration,10
holdout70,clean,1.0,B_intake_g,hgb,auc,0.53483189418146,0.5460948789760509,0.011262984794590869,RoadFines,duration,11
holdout70,clean,1.0,B_intake,hgb,auc,0.5384818980179805,0.5527663709805598,0.014284472962579287,RoadFines,duration,12
rolling1,clean,1.0,B_half,hgb,auc,0.5029419792504812,0.5206379240245764,0.017695944774095196,RoadFines,duration,13
holdout70,clean,1.0,B_intake,logit,auc,0.5385190643092163,0.5585170980925186,0.019998033783302338,RoadFines,duration,14
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5013741251363335,0.5215650125783061,0.020190887441972616,RoadFines,duration,15
holdout70,mask_rare,0.5,B_half,logit,auc,0.5013741251363335,0.5216230171127079,0.02024889197637436,RoadFines,duration,16
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.4667177491122175,0.4870091607220537,0.02029141160983622,RoadFines,duration,17
rolling1,clean,1.0,B_intake,hgb,auc,0.5155166482333909,0.5369215197359255,0.02140487150253456,RoadFines,duration,18
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.5155166482333909,0.5405970391136106,0.025080390880219627,RoadFines,duration,19
holdout70,clean,1.0,B_intake_g,logit,auc,0.5332686833975493,0.5595819608638382,0.026313277466288865,RoadFines,duration,20
rolling1,clean,1.0,B_intake_g,logit,auc,0.4667177491122175,0.5003497109908762,0.033631961878658745,RoadFines,duration,21
holdout70,clean,1.0,B_half,logit,auc,0.5013741251363335,0.5353244189041803,0.03395029376784675,RoadFines,duration,22
holdout70,clean,1.0,B_half,hgb,auc,0.5013741251363335,0.5373376215583217,0.03596349642198815,RoadFines,duration,23
rolling1,mask_rare,0.5,B_half,hgb,auc,0.5029419792504812,0.5394839346182606,0.03654195536777938,RoadFines,duration,24
rolling1,mask_rare,0.5,B_half,hgb,auc,0.6805555555555556,0.7798353909465021,0.09927983539094654,Sepsis,duration,1
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.7037037037037036,0.8251028806584363,0.12139917695473268,Sepsis,duration,2
rolling1,clean,1.0,B_intake_g,logit,auc,0.703446502057613,0.8333333333333334,0.12988683127572032,Sepsis,duration,3
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.703446502057613,0.8359053497942387,0.13245884773662564,Sepsis,duration,4
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.6301020408163265,0.7671632653061226,0.13706122448979607,Sepsis,duration,5
holdout70,mask_rare,0.5,B_intake,logit,auc,0.6236734693877553,0.7646326530612245,0.14095918367346927,Sepsis,duration,6
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.6784979423868313,0.8199588477366255,0.14146090534979427,Sepsis,duration,7
rolling1,clean,1.0,B_intake_g,hgb,auc,0.7037037037037036,0.8459362139917695,0.14223251028806594,Sepsis,duration,8
rolling1,mask_rare,0.5,B_intake,logit,auc,0.6844135802469136,0.8274176954732511,0.1430041152263375,Sepsis,duration,9
rolling1,clean,1.0,B_half,hgb,auc,0.6805555555555556,0.8240740740740741,0.1435185185185185,Sepsis,duration,10
rolling1,clean,1.0,B_intake,logit,auc,0.6844135802469136,0.8292181069958847,0.14480452674897115,Sepsis,duration,11
holdout70,clean,1.0,B_intake_g,logit,auc,0.6301020408163265,0.7828367346938776,0.15273469387755112,Sepsis,duration,12
rolling1,mask_rare,0.5,B_half,logit,auc,0.6376028806584362,0.7919238683127573,0.15432098765432112,Sepsis,duration,13
holdout70,clean,1.0,B_intake_g,hgb,auc,0.6048979591836735,0.7618163265306123,0.15691836734693876,Sepsis,duration,14
rolling1,clean,1.0,B_half,logit,auc,0.6376028806584362,0.7953960905349795,0.15779320987654333,Sepsis,duration,15
holdout70,clean,1.0,B_intake,logit,auc,0.6236734693877553,0.7818979591836734,0.1582244897959182,Sepsis,duration,16
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.6048979591836735,0.7638979591836734,0.15899999999999992,Sepsis,duration,17
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.591673469387755,0.7541836734693876,0.16251020408163264,Sepsis,duration,18
holdout70,clean,1.0,B_intake,hgb,auc,0.591673469387755,0.7613061224489794,0.16963265306122444,Sepsis,duration,19
holdout70,mask_rare,0.5,B_half,logit,auc,0.5679183673469388,0.7443061224489796,0.17638775510204086,Sepsis,duration,20
rolling1,clean,1.0,B_intake,hgb,auc,0.6784979423868313,0.8589248971193415,0.18042695473251025,Sepsis,duration,21
holdout70,clean,1.0,B_half,logit,auc,0.5679183673469388,0.7862653061224489,0.21834693877551015,Sepsis,duration,22
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5294285714285715,0.7529591836734695,0.223530612244898,Sepsis,duration,23
holdout70,clean,1.0,B_half,hgb,auc,0.5294285714285715,0.7578367346938776,0.2284081632653061,Sepsis,duration,24
holdout70,clean,1.0,B_intake_g,logit,auc,0.7879342708474169,0.7784356692995903,-0.009498601547826557,UCI498,duration,1
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.7553449361901793,0.7463720316622692,-0.008972904527910108,UCI498,duration,2
rolling1,clean,1.0,B_intake_g,logit,auc,0.7629447485047838,0.7554919671293454,-0.0074527813754383665,UCI498,duration,3
rolling1,clean,1.0,B_intake,logit,auc,0.7517137540614284,0.7444329105055614,-0.007280843555867,UCI498,duration,4
rolling1,clean,1.0,B_intake,hgb,auc,0.7553449361901793,0.7482428597598012,-0.007102076430378079,UCI498,duration,5
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.7879342708474169,0.782519782220463,-0.005414488626953817,UCI498,duration,6
holdout70,clean,1.0,B_intake,logit,auc,0.755526953937141,0.7527284206422509,-0.0027985332948901043,UCI498,duration,7
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.7629447485047838,0.7607312499397415,-0.002213498565042271,UCI498,duration,8
rolling1,mask_rare,0.5,B_intake,logit,auc,0.7517137540614284,0.7502928567066998,-0.001420897354728612,UCI498,duration,9
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.7636638342455143,0.7646231508649919,0.0009593166194775682,UCI498,duration,10
holdout70,mask_rare,0.5,B_intake,logit,auc,0.755526953937141,0.7568163344426472,0.001289380505506199,UCI498,duration,11
holdout70,clean,1.0,B_intake_g,hgb,auc,0.7849391099100331,0.7902019027202895,0.005262792810256323,UCI498,duration,12
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5134982806449985,0.5190230626509832,0.005524782005984719,UCI498,duration,13
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.7849391099100331,0.7904663353385687,0.005527225428535565,UCI498,duration,14
holdout70,clean,1.0,B_intake,hgb,auc,0.7625701194399239,0.7684608718457451,0.0058907524058211536,UCI498,duration,15
rolling1,clean,1.0,B_intake_g,hgb,auc,0.7636638342455143,0.7716075221992615,0.007943687953747225,UCI498,duration,16
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.7625701194399239,0.7716396288386848,0.009069509398760833,UCI498,duration,17
rolling1,mask_rare,0.5,B_half,hgb,auc,0.5053585948020144,0.5192590444113782,0.013900449609363763,UCI498,duration,18
rolling1,mask_rare,0.5,B_half,logit,auc,0.5016157334353176,0.5233779193274178,0.021762185892100216,UCI498,duration,19
