n_pairs,n_blocks,spread_median,spread_max,spread_over_width_median,n_spread_exceeds_interval,n_perm,spread_null_median,spread_over_null_median,spread_over_null_max,n_drifts,n_pairs_above_null_median,n_sign_varies_across_blocks,n_trend_significant,trend_rho_median,prevalence_spread_median,prevalence_spread_max,unseen_first_median,unseen_last_median,runtime_s
19,5,0.05505594405594416,0.17939746897770736,1.1609982441675197,10,400,0.04173016964535625,1.3785684342037672,9.751470882750015,6,13,11,1,0.09999999999999999,0.12744545939523388,0.5555555555555556,0.047619047619047616,0.08235294117647059,64.7
