a0,b0,a1,b1,V_auc_0,V_auc_1,R_auc,V_ap_0,V_ap_1,R_ap
160,240,120,120,0.20000000000000007,0.20000000000000018,-4.440892098500626e-16,0.12000000000000005,0.15000000000000002,-0.24999999999999956
180,300,100,60,0.19999999999999996,0.20000000000000007,-6.661338147750939e-16,0.11250000000000004,0.1875,-0.6666666666666661
