quantity,pipeline,package,difference,agrees,tolerance
S[BPIC15_4/duration/metric],0.0213853910028476,0.021385391002847615,1.3877787807814457e-17,True,1e-12
S_total[BPIC15_4/duration/metric],0.3716655292764058,0.37166552927640584,5.551115123125783e-17,True,1e-12
S[BPIC15_4/duration/rung],0.011575912876501,0.011575912876501015,1.5612511283791264e-17,True,1e-12
S_total[BPIC15_4/duration/rung],0.3433716119172741,0.34337161191727417,5.551115123125783e-17,True,1e-12
S[BPIC15_4/duration/quality_level],0.0067232382337142,0.006723238233714221,2.0816681711721685e-17,True,1e-12
S_total[BPIC15_4/duration/quality_level],0.3064268992822959,0.30642689928229594,5.551115123125783e-17,True,1e-12
S[BPIC15_4/handover/learner],0.0643813451838344,0.06438134518383444,4.163336342344337e-17,True,1e-12
S_total[BPIC15_4/handover/learner],0.5244584781833137,0.5244584781833137,0.0,True,1e-12
S[BPIC15_4/handover/quality_level],0.0383364367160966,0.038336436716096656,5.551115123125783e-17,True,1e-12
S_total[BPIC15_4/handover/quality_level],0.4070502766820099,0.4070502766820099,0.0,True,1e-12
S[BPIC15_4/handover/metric],0.0238788422827432,0.023878842282743267,6.591949208711867e-17,True,1e-12
S_total[BPIC15_4/handover/metric],0.4927935793890443,0.49279357938904433,5.551115123125783e-17,True,1e-12
S[BPIC15_4/handover/split],0.016844495415575,0.016844495415575006,6.938893903907228e-18,True,1e-12
S_total[BPIC15_4/handover/split],0.6927403800573357,0.6927403800573357,0.0,True,1e-12
S[BPIC15_4/handover/rung],0.0003648187277886,0.00036481872778863035,3.0357660829594124e-17,True,1e-12
S_total[BPIC15_4/handover/rung],0.5192848023014367,0.5192848023014367,0.0,True,1e-12
S[BPIC15_5/duration/learner],0.0977026068611824,0.09770260686118243,2.7755575615628914e-17,True,1e-12
S_total[BPIC15_5/duration/learner],0.4168432576791044,0.41684325767910446,5.551115123125783e-17,True,1e-12
S[BPIC15_5/duration/metric],0.0907738050055812,0.09077380500558122,1.3877787807814457e-17,True,1e-12
S_total[BPIC15_5/duration/metric],0.4097599559080499,0.4097599559080499,0.0,True,1e-12
S[BPIC15_5/duration/split],0.0430188147181419,0.04301881471814196,5.551115123125783e-17,True,1e-12
S_total[BPIC15_5/duration/split],0.6345517713561496,0.6345517713561496,0.0,True,1e-12
S[BPIC15_5/duration/rung],0.0429776583589815,0.04297765835898158,8.326672684688674e-17,True,1e-12
S_total[BPIC15_5/duration/rung],0.4765714556722186,0.4765714556722186,0.0,True,1e-12
S[BPIC15_5/duration/quality_level],0.0201311116838199,0.0201311116838199,0.0,True,1e-12
S_total[BPIC15_5/duration/quality_level],0.3396538459118268,0.3396538459118268,0.0,True,1e-12
S[BPIC17/duration/metric],0.3405824076821795,0.34058240768217957,5.551115123125783e-17,True,1e-12
S_total[BPIC17/duration/metric],0.6722598398973744,0.6722598398973744,0.0,True,1e-12
S[BPIC17/duration/split],0.0868302029361356,0.08683020293613566,6.938893903907228e-17,True,1e-12
S_total[BPIC17/duration/split],0.3029860780363999,0.3029860780363999,0.0,True,1e-12
S[BPIC17/duration/rung],0.0623754012016062,0.06237540120160626,6.245004513516506e-17,True,1e-12
S_total[BPIC17/duration/rung],0.3248987225448204,0.32489872254482044,5.551115123125783e-17,True,1e-12
S[BPIC17/duration/quality_level],0.0458381216738367,0.04583812167383677,6.938893903907228e-17,True,1e-12
S_total[BPIC17/duration/quality_level],0.2218060357496251,0.2218060357496251,0.0,True,1e-12
S[BPIC17/duration/learner],0.0050165274307242,0.005016527430724212,1.214306433183765e-17,True,1e-12
S_total[BPIC17/duration/learner],0.1300343335471523,0.13003433354715233,2.7755575615628914e-17,True,1e-12
S[BPIC19/duration/split],0.5067867834686843,0.5067867834686843,0.0,True,1e-12
S_total[BPIC19/duration/split],0.7579292528225074,0.7579292528225074,0.0,True,1e-12
S[BPIC19/duration/metric],0.1879752024831908,0.1879752024831908,0.0,True,1e-12
S_total[BPIC19/duration/metric],0.3278522286988865,0.3278522286988865,0.0,True,1e-12
S[BPIC19/duration/quality_level],0.0129485267748546,0.012948526774854663,6.245004513516506e-17,True,1e-12
S_total[BPIC19/duration/quality_level],0.0994873486449453,0.09948734864494535,5.551115123125783e-17,True,1e-12
S[BPIC19/duration/rung],0.0044909993295825,0.004490999329582563,6.331740687315346e-17,True,1e-12
S_total[BPIC19/duration/rung],0.1513177243360687,0.15131772433606872,2.7755575615628914e-17,True,1e-12
S[BPIC19/duration/learner],0.000115832233887,0.0001158322338870852,8.519118570304851e-17,True,1e-12
S_total[BPIC19/duration/learner],0.0081610250970386,0.008161025097038643,4.336808689942018e-17,True,1e-12
S[Helpdesk/duration/metric],0.2173900166503394,0.21739001665033944,2.7755575615628914e-17,True,1e-12
