log,target,metric,draw,interaction_total
BPIC13_incidents,handover,logloss_skill,60,0.4835401834650246
BPIC13_incidents,handover,logloss_skill,61,0.11709003855734457
BPIC13_incidents,handover,logloss_skill,62,0.5424233610215281
BPIC13_incidents,handover,logloss_skill,63,0.5350564551156458
BPIC13_incidents,handover,logloss_skill,64,0.26932786459161373
BPIC13_incidents,handover,logloss_skill,65,0.26659318241846086
BPIC13_incidents,handover,logloss_skill,66,0.2631266280209086
BPIC13_incidents,handover,logloss_skill,67,0.7068133329778539
BPIC13_incidents,handover,logloss_skill,68,0.39286226324910944
BPIC13_incidents,handover,logloss_skill,69,0.3534341924186124
BPIC13_incidents,handover,logloss_skill,70,0.4431945384060293
BPIC13_incidents,handover,logloss_skill,71,0.3687978617171427
BPIC13_incidents,handover,logloss_skill,72,0.48080880312604934
BPIC13_incidents,handover,logloss_skill,73,0.5341295141535148
BPIC13_incidents,handover,logloss_skill,74,0.68279710515331
BPIC13_incidents,handover,logloss_skill,75,0.31203475743830245
BPIC13_incidents,handover,logloss_skill,76,0.41432726150000887
BPIC13_incidents,handover,logloss_skill,77,0.4735960767236729
BPIC13_incidents,handover,logloss_skill,78,0.17959106015282533
BPIC13_incidents,handover,logloss_skill,79,0.5890807762600957
BPIC13_incidents,handover,nagelkerke,0,0.6711373062108398
BPIC13_incidents,handover,nagelkerke,1,0.6342838174596388
BPIC13_incidents,handover,nagelkerke,2,0.4664992485263285
BPIC13_incidents,handover,nagelkerke,3,0.6136774368557234
BPIC13_incidents,handover,nagelkerke,4,0.48154071634026085
BPIC13_incidents,handover,nagelkerke,5,0.6872256984776671
BPIC13_incidents,handover,nagelkerke,6,0.6381765308727247
BPIC13_incidents,handover,nagelkerke,7,0.3183113174667106
BPIC13_incidents,handover,nagelkerke,8,0.3715979818369608
BPIC13_incidents,handover,nagelkerke,9,0.593101228700294
BPIC13_incidents,handover,nagelkerke,10,0.5724543741358916
BPIC13_incidents,handover,nagelkerke,11,0.3749549512809278
BPIC13_incidents,handover,nagelkerke,12,0.3274060322875998
BPIC13_incidents,handover,nagelkerke,13,0.5629153349114968
BPIC13_incidents,handover,nagelkerke,14,0.45980383345213527
BPIC13_incidents,handover,nagelkerke,15,0.5835906365168912
BPIC13_incidents,handover,nagelkerke,16,0.7682741065300625
BPIC13_incidents,handover,nagelkerke,17,0.4259207200910776
BPIC13_incidents,handover,nagelkerke,18,0.46060885257029505
BPIC13_incidents,handover,nagelkerke,19,0.4673751966450371
BPIC13_incidents,handover,nagelkerke,20,0.5914920835156635
BPIC13_incidents,handover,nagelkerke,21,0.5607798068700199
BPIC13_incidents,handover,nagelkerke,22,0.602389166944572
BPIC13_incidents,handover,nagelkerke,23,0.46991631813546786
BPIC13_incidents,handover,nagelkerke,24,0.3925215454888118
BPIC13_incidents,handover,nagelkerke,25,0.3432841325075551
BPIC13_incidents,handover,nagelkerke,26,0.6186395238197249
BPIC13_incidents,handover,nagelkerke,27,0.18570603624473392
BPIC13_incidents,handover,nagelkerke,28,0.6290996704913223
BPIC13_incidents,handover,nagelkerke,29,0.42854145256420617
BPIC13_incidents,handover,nagelkerke,30,0.19886057298026205
BPIC13_incidents,handover,nagelkerke,31,0.20181888465942033
BPIC13_incidents,handover,nagelkerke,32,0.41238864887773774
BPIC13_incidents,handover,nagelkerke,33,0.3601862705519172
BPIC13_incidents,handover,nagelkerke,34,0.30658732248163734
BPIC13_incidents,handover,nagelkerke,35,0.38876041333571276
BPIC13_incidents,handover,nagelkerke,36,0.5794769558371764
BPIC13_incidents,handover,nagelkerke,37,0.5025463464802842
BPIC13_incidents,handover,nagelkerke,38,0.5655202341999992
BPIC13_incidents,handover,nagelkerke,39,0.6288037321558064
BPIC13_incidents,handover,nagelkerke,40,0.7430356517286126
BPIC13_incidents,handover,nagelkerke,41,0.4464986284421598
BPIC13_incidents,handover,nagelkerke,42,0.4478842174307397
BPIC13_incidents,handover,nagelkerke,43,0.46131298901929574
BPIC13_incidents,handover,nagelkerke,44,0.43717950441847453
BPIC13_incidents,handover,nagelkerke,45,0.3335147485706923
BPIC13_incidents,handover,nagelkerke,46,0.39670840980650524
BPIC13_incidents,handover,nagelkerke,47,0.531264886418318
BPIC13_incidents,handover,nagelkerke,48,0.6825311760286203
BPIC13_incidents,handover,nagelkerke,49,0.23903753534555672
BPIC13_incidents,handover,nagelkerke,50,0.5295753675568782
BPIC13_incidents,handover,nagelkerke,51,0.7066528845419464
BPIC13_incidents,handover,nagelkerke,52,0.5767886910582742
BPIC13_incidents,handover,nagelkerke,53,0.2682528727969078
BPIC13_incidents,handover,nagelkerke,54,0.8428816878415055
BPIC13_incidents,handover,nagelkerke,55,0.5768699144742695
BPIC13_incidents,handover,nagelkerke,56,0.4367445831234288
BPIC13_incidents,handover,nagelkerke,57,0.6524756124187231
BPIC13_incidents,handover,nagelkerke,58,0.5222187841094363
BPIC13_incidents,handover,nagelkerke,59,0.499588700971762
BPIC13_incidents,handover,nagelkerke,60,0.4907070073859964
BPIC13_incidents,handover,nagelkerke,61,0.11010435503027549
BPIC13_incidents,handover,nagelkerke,62,0.5943787299117983
BPIC13_incidents,handover,nagelkerke,63,0.567543506992237
BPIC13_incidents,handover,nagelkerke,64,0.27749924272290394
BPIC13_incidents,handover,nagelkerke,65,0.26229248447681386
BPIC13_incidents,handover,nagelkerke,66,0.3348711031027236
BPIC13_incidents,handover,nagelkerke,67,0.7477771611137617
BPIC13_incidents,handover,nagelkerke,68,0.42161001868332093
BPIC13_incidents,handover,nagelkerke,69,0.35339942910439415
BPIC13_incidents,handover,nagelkerke,70,0.4960800617748182
BPIC13_incidents,handover,nagelkerke,71,0.3811481661672905
BPIC13_incidents,handover,nagelkerke,72,0.45774354549955154
BPIC13_incidents,handover,nagelkerke,73,0.5976442556215084
BPIC13_incidents,handover,nagelkerke,74,0.6732720415835973
BPIC13_incidents,handover,nagelkerke,75,0.3030362061426004
BPIC13_incidents,handover,nagelkerke,76,0.4749024905154944
BPIC13_incidents,handover,nagelkerke,77,0.5144325086823549
BPIC13_incidents,handover,nagelkerke,78,0.20026177757864005
BPIC13_incidents,handover,nagelkerke,79,0.6597414311318615
BPIC14,duration,ap,0,0.15419689363335765
BPIC14,duration,ap,1,0.1650299784873539
BPIC14,duration,ap,2,0.17696993876330058
BPIC14,duration,ap,3,0.16681640497765793
BPIC14,duration,ap,4,0.17229343769702088
BPIC14,duration,ap,5,0.15418913570911075
BPIC14,duration,ap,6,0.1853696411654424
BPIC14,duration,ap,7,0.1555500202359188
BPIC14,duration,ap,8,0.16527061842315305
BPIC14,duration,ap,9,0.15290239033681996
BPIC14,duration,ap,10,0.1562462740255992
BPIC14,duration,ap,11,0.16913728391628657
BPIC14,duration,ap,12,0.17114155226668437
BPIC14,duration,ap,13,0.1489237474242645
BPIC14,duration,ap,14,0.16535470833591193
BPIC14,duration,ap,15,0.1516093823546053
BPIC14,duration,ap,16,0.1666475190236142
BPIC14,duration,ap,17,0.16173840988886834
BPIC14,duration,ap,18,0.18210088680531067
BPIC14,duration,ap,19,0.15367124524408982
BPIC14,duration,ap,20,0.15676357100532257
BPIC14,duration,ap,21,0.16488679844330623
BPIC14,duration,ap,22,0.1746930853130222
BPIC14,duration,ap,23,0.1475946446179297
BPIC14,duration,ap,24,0.17131538044612016
BPIC14,duration,ap,25,0.2037714746762117
BPIC14,duration,ap,26,0.15837647610406558
BPIC14,duration,ap,27,0.18734413462576294
BPIC14,duration,ap,28,0.18492008922837333
BPIC14,duration,ap,29,0.16166262567641765
BPIC14,duration,ap,30,0.18184526846773308
BPIC14,duration,ap,31,0.14153337551601441
BPIC14,duration,ap,32,0.1469642817944501
BPIC14,duration,ap,33,0.16635210999545624
BPIC14,duration,ap,34,0.1733508980353755
BPIC14,duration,ap,35,0.1673376307664478
BPIC14,duration,ap,36,0.16648383410690426
BPIC14,duration,ap,37,0.15363067325172441
BPIC14,duration,ap,38,0.15739167091951622
BPIC14,duration,ap,39,0.16426879242951098
BPIC14,duration,ap,40,0.1683869237843707
BPIC14,duration,ap,41,0.15674652487287388
BPIC14,duration,ap,42,0.1570020446055691
BPIC14,duration,ap,43,0.1817027942319478
BPIC14,duration,ap,44,0.16701196569399124
BPIC14,duration,ap,45,0.17410863002190746
BPIC14,duration,ap,46,0.14509084413879114
BPIC14,duration,ap,47,0.16667217949168756
BPIC14,duration,ap,48,0.1619319289513239
BPIC14,duration,ap,49,0.19467158954298824
BPIC14,duration,ap,50,0.14784054657719048
BPIC14,duration,ap,51,0.17846085845710424
BPIC14,duration,ap,52,0.19728612366287857
BPIC14,duration,ap,53,0.14477550982130927
BPIC14,duration,ap,54,0.17069967629601823
BPIC14,duration,ap,55,0.1753488433867907
BPIC14,duration,ap,56,0.15533046195672673
BPIC14,duration,ap,57,0.19152061953795596
BPIC14,duration,ap,58,0.17039039635227238
BPIC14,duration,ap,59,0.1826703418039648
BPIC14,duration,ap,60,0.15982796188769854
BPIC14,duration,ap,61,0.1558133962031445
BPIC14,duration,ap,62,0.15391498014698024
BPIC14,duration,ap,63,0.16366238584829573
BPIC14,duration,ap,64,0.19364532770493104
BPIC14,duration,ap,65,0.1551273438737002
BPIC14,duration,ap,66,0.18289811323743477
BPIC14,duration,ap,67,0.18453110380382787
BPIC14,duration,ap,68,0.15629356603251798
BPIC14,duration,ap,69,0.17319805966402801
BPIC14,duration,ap,70,0.15860997977093894
BPIC14,duration,ap,71,0.15471910801864142
BPIC14,duration,ap,72,0.1532308843689385
BPIC14,duration,ap,73,0.14864044999445136
BPIC14,duration,ap,74,0.1810342680807766
BPIC14,duration,ap,75,0.15778744761253616
BPIC14,duration,ap,76,0.18844389413570628
BPIC14,duration,ap,77,0.1889999425175215
BPIC14,duration,ap,78,0.16611011041202373
BPIC14,duration,ap,79,0.15595001223212068
BPIC14,duration,ap,80,0.19677028620092019
BPIC14,duration,ap,81,0.16780343626965355
BPIC14,duration,ap,82,0.17679225954987643
BPIC14,duration,ap,83,0.14467056896050645
BPIC14,duration,ap,84,0.1843828886514769
BPIC14,duration,ap,85,0.1792938420607718
BPIC14,duration,ap,86,0.19335071499986534
BPIC14,duration,ap,87,0.18405411310011555
BPIC14,duration,ap,88,0.1622388649005564
BPIC14,duration,ap,89,0.18084438830736838
BPIC14,duration,ap,90,0.15267308159699156
BPIC14,duration,ap,91,0.15415279401389947
BPIC14,duration,ap,92,0.1764465400946844
BPIC14,duration,ap,93,0.16009753887993583
BPIC14,duration,ap,94,0.15379610349277828
BPIC14,duration,ap,95,0.1750320074650954
BPIC14,duration,ap,96,0.175080000878288
BPIC14,duration,ap,97,0.17620105468318215
BPIC14,duration,ap,98,0.16860085858224005
BPIC14,duration,ap,99,0.1758371735676243
BPIC14,duration,ap,100,0.14620697291621343
BPIC14,duration,ap,101,0.19255098255512704
BPIC14,duration,ap,102,0.16097685686247787
BPIC14,duration,ap,103,0.174107648744258
BPIC14,duration,ap,104,0.16115560570730048
BPIC14,duration,ap,105,0.16417333897714914
BPIC14,duration,ap,106,0.1736166172928365
BPIC14,duration,ap,107,0.15447240429564568
BPIC14,duration,ap,108,0.174118151927094
BPIC14,duration,ap,109,0.16996608017866133
BPIC14,duration,ap,110,0.1692866243865052
BPIC14,duration,ap,111,0.17354750826191168
BPIC14,duration,ap,112,0.1814007527679704
BPIC14,duration,ap,113,0.17407367379400807
BPIC14,duration,ap,114,0.1726500739172978
BPIC14,duration,ap,115,0.16695782679814264
BPIC14,duration,ap,116,0.16649895400617543
BPIC14,duration,ap,117,0.1676284222031772
BPIC14,duration,ap,118,0.15514534896280185
BPIC14,duration,ap,119,0.16781464633461352
BPIC14,duration,ap,120,0.160297562554493
BPIC14,duration,ap,121,0.16576273537902497
BPIC14,duration,ap,122,0.1707034656801758
BPIC14,duration,ap,123,0.1472850501833406
BPIC14,duration,ap,124,0.16396563762043304
BPIC14,duration,ap,125,0.18442313479426375
BPIC14,duration,ap,126,0.15225483873125845
BPIC14,duration,ap,127,0.19324910086536695
BPIC14,duration,ap,128,0.16791233141378448
BPIC14,duration,ap,129,0.19828749408129998
BPIC14,duration,ap,130,0.1614233364584905
BPIC14,duration,ap,131,0.1608078475102851
BPIC14,duration,ap,132,0.15908789368701992
BPIC14,duration,ap,133,0.15587222547148705
BPIC14,duration,ap,134,0.1587048087824302
BPIC14,duration,ap,135,0.1530128821466299
BPIC14,duration,ap,136,0.16685673586309258
BPIC14,duration,ap,137,0.15496955895304776
BPIC14,duration,ap,138,0.18305421157968116
BPIC14,duration,ap,139,0.15790778824951524
BPIC14,duration,ap,140,0.1588717489615692
BPIC14,duration,ap,141,0.14938010372957644
BPIC14,duration,ap,142,0.15893216475091243
BPIC14,duration,ap,143,0.17096018629995902
BPIC14,duration,ap,144,0.13261176866097157
BPIC14,duration,ap,145,0.14432147354345992
BPIC14,duration,ap,146,0.16231826824501594
BPIC14,duration,ap,147,0.15281428757327165
BPIC14,duration,ap,148,0.15067612678738307
BPIC14,duration,ap,149,0.17355322070101165
BPIC14,duration,auc,0,0.12187323578453058
BPIC14,duration,auc,1,0.13270820515804982
BPIC14,duration,auc,2,0.13511581697277564
BPIC14,duration,auc,3,0.14121202940524036
BPIC14,duration,auc,4,0.1304745976810382
BPIC14,duration,auc,5,0.11455088679930103
BPIC14,duration,auc,6,0.15027710905154668
BPIC14,duration,auc,7,0.14050446859605137
BPIC14,duration,auc,8,0.12663613730255896
BPIC14,duration,auc,9,0.11731878111333227
BPIC14,duration,auc,10,0.12960778900246006
BPIC14,duration,auc,11,0.1245813691745935
BPIC14,duration,auc,12,0.11541512337587889
BPIC14,duration,auc,13,0.12966161044248992
BPIC14,duration,auc,14,0.1530035279735925
BPIC14,duration,auc,15,0.13817317871919743
BPIC14,duration,auc,16,0.13349963328435444
BPIC14,duration,auc,17,0.14471974159304568
BPIC14,duration,auc,18,0.13668091338709154
BPIC14,duration,auc,19,0.1127251542935751
BPIC14,duration,auc,20,0.11885941167973257
BPIC14,duration,auc,21,0.12133366138802015
BPIC14,duration,auc,22,0.13854685204195172
BPIC14,duration,auc,23,0.10418691547087966
BPIC14,duration,auc,24,0.1567051650537069
BPIC14,duration,auc,25,0.1512484308484907
BPIC14,duration,auc,26,0.13509634354172173
BPIC14,duration,auc,27,0.14557578249639525
BPIC14,duration,auc,28,0.1383310471302973
BPIC14,duration,auc,29,0.12024162384374126
BPIC14,duration,auc,30,0.1278617002652107
BPIC14,duration,auc,31,0.11930788692968153
BPIC14,duration,auc,32,0.12169060336794124
BPIC14,duration,auc,33,0.11940858932046305
BPIC14,duration,auc,34,0.1323848491651679
BPIC14,duration,auc,35,0.1407956224890924
BPIC14,duration,auc,36,0.1307638560469233
BPIC14,duration,auc,37,0.11353158140568675
BPIC14,duration,auc,38,0.12416974640967982
BPIC14,duration,auc,39,0.12245448833034123
BPIC14,duration,auc,40,0.1383895930166068
BPIC14,duration,auc,41,0.12532742265666919
BPIC14,duration,auc,42,0.11020731772641224
BPIC14,duration,auc,43,0.1489129483500946
BPIC14,duration,auc,44,0.11946193311164133
BPIC14,duration,auc,45,0.12067487408354594
BPIC14,duration,auc,46,0.12332022650328156
BPIC14,duration,auc,47,0.12372999367761317
BPIC14,duration,auc,48,0.1279629410681592
BPIC14,duration,auc,49,0.14135827025339298
BPIC14,duration,auc,50,0.11718037185207675
BPIC14,duration,auc,51,0.12921048943846303
BPIC14,duration,auc,52,0.17544511203333546
BPIC14,duration,auc,53,0.1305405149283897
BPIC14,duration,auc,54,0.1330428747519945
BPIC14,duration,auc,55,0.12485930056169348
BPIC14,duration,auc,56,0.14469124354356622
BPIC14,duration,auc,57,0.12294602379720276
BPIC14,duration,auc,58,0.14102855416212623
BPIC14,duration,auc,59,0.1336885892569506
BPIC14,duration,auc,60,0.11153782738737772
BPIC14,duration,auc,61,0.1154708454445903
BPIC14,duration,auc,62,0.1456350181492886
BPIC14,duration,auc,63,0.13311252072900892
BPIC14,duration,auc,64,0.1442185670602758
BPIC14,duration,auc,65,0.1352772626004728
BPIC14,duration,auc,66,0.13676708776315805
BPIC14,duration,auc,67,0.14463792989499114
BPIC14,duration,auc,68,0.11988803990295005
BPIC14,duration,auc,69,0.12627403124775494
BPIC14,duration,auc,70,0.10354428557343442
BPIC14,duration,auc,71,0.12973703078282983
BPIC14,duration,auc,72,0.12290920698383578
BPIC14,duration,auc,73,0.1261566175290849
BPIC14,duration,auc,74,0.15734831239832892
BPIC14,duration,auc,75,0.12901718472459922
BPIC14,duration,auc,76,0.13541651176191793
BPIC14,duration,auc,77,0.14012169027304933
BPIC14,duration,auc,78,0.1537630322916389
BPIC14,duration,auc,79,0.11717220556869146
BPIC14,duration,auc,80,0.15284485967858907
BPIC14,duration,auc,81,0.12206934710065598
BPIC14,duration,auc,82,0.11655565898116049
BPIC14,duration,auc,83,0.12002476120701167
BPIC14,duration,auc,84,0.145793244800955
BPIC14,duration,auc,85,0.14358771090493505
BPIC14,duration,auc,86,0.16223877817254362
BPIC14,duration,auc,87,0.13976654255898302
BPIC14,duration,auc,88,0.14411399290130789
BPIC14,duration,auc,89,0.1422149936094479
BPIC14,duration,auc,90,0.12713754577472158
BPIC14,duration,auc,91,0.11757950714860976
BPIC14,duration,auc,92,0.1242148933759677
BPIC14,duration,auc,93,0.1180479364211271
BPIC14,duration,auc,94,0.12146415068104055
BPIC14,duration,auc,95,0.12008100229303886
BPIC14,duration,auc,96,0.13479257793292798
BPIC14,duration,auc,97,0.1366914584174177
BPIC14,duration,auc,98,0.14407881272081358
BPIC14,duration,auc,99,0.13543675788326515
BPIC14,duration,auc,100,0.11735458543750688
BPIC14,duration,auc,101,0.161226992737719
BPIC14,duration,auc,102,0.14093300956361332
BPIC14,duration,auc,103,0.11839283866167705
BPIC14,duration,auc,104,0.13428682960560945
BPIC14,duration,auc,105,0.11981479543558249
BPIC14,duration,auc,106,0.13953760874528398
BPIC14,duration,auc,107,0.12469881541231476
BPIC14,duration,auc,108,0.1402481248464854
BPIC14,duration,auc,109,0.14289184679626354
BPIC14,duration,auc,110,0.14322254334278317
BPIC14,duration,auc,111,0.12243854486548866
BPIC14,duration,auc,112,0.15543567454901863
BPIC14,duration,auc,113,0.1200294731858067
BPIC14,duration,auc,114,0.1405165840999978
BPIC14,duration,auc,115,0.124564530812184
BPIC14,duration,auc,116,0.10315631055241914
BPIC14,duration,auc,117,0.1402990780289355
BPIC14,duration,auc,118,0.11763612172700966
BPIC14,duration,auc,119,0.13093745022713144
BPIC14,duration,auc,120,0.12521967807336754
BPIC14,duration,auc,121,0.15373464420131477
BPIC14,duration,auc,122,0.1434294715305522
BPIC14,duration,auc,123,0.13457230357931727
BPIC14,duration,auc,124,0.11849742895681725
BPIC14,duration,auc,125,0.14966969475916359
BPIC14,duration,auc,126,0.11617857784610786
BPIC14,duration,auc,127,0.11917473589673422
BPIC14,duration,auc,128,0.14203365014847724
BPIC14,duration,auc,129,0.14117433200612584
BPIC14,duration,auc,130,0.14367320892818813
BPIC14,duration,auc,131,0.12231616869000905
BPIC14,duration,auc,132,0.12373189512895544
BPIC14,duration,auc,133,0.13609685158598084
BPIC14,duration,auc,134,0.13955349560323316
BPIC14,duration,auc,135,0.11165022631461663
BPIC14,duration,auc,136,0.13643783638798346
BPIC14,duration,auc,137,0.11768658047571101
BPIC14,duration,auc,138,0.12066505822343476
BPIC14,duration,auc,139,0.12040721601846194
BPIC14,duration,auc,140,0.11429264786603432
BPIC14,duration,auc,141,0.1212888014889455
BPIC14,duration,auc,142,0.12228036415773857
BPIC14,duration,auc,143,0.12932071087253816
BPIC14,duration,auc,144,0.12941331004297918
BPIC14,duration,auc,145,0.10414137263531165
BPIC14,duration,auc,146,0.13306360751587065
BPIC14,duration,auc,147,0.14945030717721974
BPIC14,duration,auc,148,0.12251793357608864
BPIC14,duration,auc,149,0.11990993138396644
BPIC14,duration,brier_skill,0,0.1933354728247103
BPIC14,duration,brier_skill,1,0.18730957165659212
BPIC14,duration,brier_skill,2,0.19729494876217002
BPIC14,duration,brier_skill,3,0.2014010698040758
BPIC14,duration,brier_skill,4,0.19202014267258583
BPIC14,duration,brier_skill,5,0.18944778174544163
BPIC14,duration,brier_skill,6,0.19820367075659462
BPIC14,duration,brier_skill,7,0.19004693453414445
BPIC14,duration,brier_skill,8,0.20661965308040275
BPIC14,duration,brier_skill,9,0.17654247235601406
BPIC14,duration,brier_skill,10,0.18676227976981608
BPIC14,duration,brier_skill,11,0.19764557377531788
BPIC14,duration,brier_skill,12,0.2022613763529224
BPIC14,duration,brier_skill,13,0.1872490702313062
BPIC14,duration,brier_skill,14,0.20496777337161998
BPIC14,duration,brier_skill,15,0.18980169354004417
BPIC14,duration,brier_skill,16,0.2067436121300945
BPIC14,duration,brier_skill,17,0.19731565470549994
BPIC14,duration,brier_skill,18,0.20214255869926545
BPIC14,duration,brier_skill,19,0.20434188997459024
BPIC14,duration,brier_skill,20,0.18721646686919358
BPIC14,duration,brier_skill,21,0.19800824373265957
BPIC14,duration,brier_skill,22,0.20949827785211594
BPIC14,duration,brier_skill,23,0.1899747381547936
BPIC14,duration,brier_skill,24,0.20111638052818548
BPIC14,duration,brier_skill,25,0.21945570117793578
BPIC14,duration,brier_skill,26,0.19151717276369407
BPIC14,duration,brier_skill,27,0.22053577068058872
BPIC14,duration,brier_skill,28,0.21195270558632173
BPIC14,duration,brier_skill,29,0.2072784794301663
BPIC14,duration,brier_skill,30,0.2172185324087097
BPIC14,duration,brier_skill,31,0.19235146106811052
BPIC14,duration,brier_skill,32,0.17853442175774825
BPIC14,duration,brier_skill,33,0.1960853704532166
BPIC14,duration,brier_skill,34,0.20381368188956417
BPIC14,duration,brier_skill,35,0.20308907058973236
BPIC14,duration,brier_skill,36,0.21107061028583518
BPIC14,duration,brier_skill,37,0.18676493600568334
BPIC14,duration,brier_skill,38,0.18629518269200718
BPIC14,duration,brier_skill,39,0.21387755587209878
BPIC14,duration,brier_skill,40,0.1909776612782288
BPIC14,duration,brier_skill,41,0.20204860693174997
BPIC14,duration,brier_skill,42,0.19698849875396274
BPIC14,duration,brier_skill,43,0.20172786614027827
BPIC14,duration,brier_skill,44,0.20250767796680402
BPIC14,duration,brier_skill,45,0.21673320812051278
BPIC14,duration,brier_skill,46,0.1921579266237169
BPIC14,duration,brier_skill,47,0.20665400928670152
BPIC14,duration,brier_skill,48,0.20232256281901417
BPIC14,duration,brier_skill,49,0.2151343008572597
BPIC14,duration,brier_skill,50,0.1806162839080847
BPIC14,duration,brier_skill,51,0.20010987482093046
BPIC14,duration,brier_skill,52,0.22544983623392367
BPIC14,duration,brier_skill,53,0.18965562340994357
BPIC14,duration,brier_skill,54,0.2019938828908877
BPIC14,duration,brier_skill,55,0.2165930543082739
BPIC14,duration,brier_skill,56,0.19742081008412193
BPIC14,duration,brier_skill,57,0.20601127625439875
BPIC14,duration,brier_skill,58,0.19067994117620035
BPIC14,duration,brier_skill,59,0.21363082133331768
BPIC14,duration,brier_skill,60,0.19256968546863273
BPIC14,duration,brier_skill,61,0.20273778464556025
BPIC14,duration,brier_skill,62,0.19820660441648164
BPIC14,duration,brier_skill,63,0.20842840291777565
BPIC14,duration,brier_skill,64,0.21291295169955415
BPIC14,duration,brier_skill,65,0.19409375512362737
BPIC14,duration,brier_skill,66,0.203476464733782
BPIC14,duration,brier_skill,67,0.2142882939766786
BPIC14,duration,brier_skill,68,0.19056834938641187
BPIC14,duration,brier_skill,69,0.20530177047398634
BPIC14,duration,brier_skill,70,0.1930436213888176
BPIC14,duration,brier_skill,71,0.20061163765277024
BPIC14,duration,brier_skill,72,0.1940682335401096
BPIC14,duration,brier_skill,73,0.1988028963220495
BPIC14,duration,brier_skill,74,0.20231785537177638
BPIC14,duration,brier_skill,75,0.19552475844462514
BPIC14,duration,brier_skill,76,0.20879005855191912
BPIC14,duration,brier_skill,77,0.20715025011839305
BPIC14,duration,brier_skill,78,0.19574922937326245
BPIC14,duration,brier_skill,79,0.18527402001012883
BPIC14,duration,brier_skill,80,0.21816923879912908
BPIC14,duration,brier_skill,81,0.1944300700729127
BPIC14,duration,brier_skill,82,0.2052397388122278
BPIC14,duration,brier_skill,83,0.17836226591123483
BPIC14,duration,brier_skill,84,0.19646170056536283
BPIC14,duration,brier_skill,85,0.20034435361572123
BPIC14,duration,brier_skill,86,0.21172544099209367
BPIC14,duration,brier_skill,87,0.2040138884162377
BPIC14,duration,brier_skill,88,0.20353327563359325
BPIC14,duration,brier_skill,89,0.20762535458664355
BPIC14,duration,brier_skill,90,0.18250724420875952
BPIC14,duration,brier_skill,91,0.19718144280654037
BPIC14,duration,brier_skill,92,0.20139276166489128
BPIC14,duration,brier_skill,93,0.19244225287740357
BPIC14,duration,brier_skill,94,0.1871035275007249
BPIC14,duration,brier_skill,95,0.19591703869549348
BPIC14,duration,brier_skill,96,0.19846041232930023
BPIC14,duration,brier_skill,97,0.21352678920891555
BPIC14,duration,brier_skill,98,0.19559167928537313
BPIC14,duration,brier_skill,99,0.19566978326057183
BPIC14,duration,brier_skill,100,0.18113858002134997
BPIC14,duration,brier_skill,101,0.2054069445649177
BPIC14,duration,brier_skill,102,0.19333412550385998
BPIC14,duration,brier_skill,103,0.1996603992006425
BPIC14,duration,brier_skill,104,0.1930364098022972
BPIC14,duration,brier_skill,105,0.20163932019182362
BPIC14,duration,brier_skill,106,0.19653368614273958
BPIC14,duration,brier_skill,107,0.18360083000116978
BPIC14,duration,brier_skill,108,0.20586870171326743
BPIC14,duration,brier_skill,109,0.1987928056698005
BPIC14,duration,brier_skill,110,0.20712140937655565
BPIC14,duration,brier_skill,111,0.1957660500149565
BPIC14,duration,brier_skill,112,0.2106844202956233
BPIC14,duration,brier_skill,113,0.198333906124875
BPIC14,duration,brier_skill,114,0.19909884120570842
BPIC14,duration,brier_skill,115,0.19523972554587798
BPIC14,duration,brier_skill,116,0.20191799200554927
BPIC14,duration,brier_skill,117,0.20960136700112875
BPIC14,duration,brier_skill,118,0.19276872774395248
BPIC14,duration,brier_skill,119,0.1999238714567333
BPIC14,duration,brier_skill,120,0.19037068890850395
BPIC14,duration,brier_skill,121,0.19929306065248142
BPIC14,duration,brier_skill,122,0.20452802345778887
BPIC14,duration,brier_skill,123,0.19993441529638467
BPIC14,duration,brier_skill,124,0.1945176929925977
BPIC14,duration,brier_skill,125,0.209954755197451
BPIC14,duration,brier_skill,126,0.1909152074760898
BPIC14,duration,brier_skill,127,0.2217024302296382
BPIC14,duration,brier_skill,128,0.21169958455459248
BPIC14,duration,brier_skill,129,0.20496653574227786
BPIC14,duration,brier_skill,130,0.1975676508934442
BPIC14,duration,brier_skill,131,0.19368127188592166
BPIC14,duration,brier_skill,132,0.19740549256441542
BPIC14,duration,brier_skill,133,0.1905148801568204
BPIC14,duration,brier_skill,134,0.18680208642401785
BPIC14,duration,brier_skill,135,0.19323853667411361
BPIC14,duration,brier_skill,136,0.2153327256504649
BPIC14,duration,brier_skill,137,0.18389061178805233
BPIC14,duration,brier_skill,138,0.2097629599426747
BPIC14,duration,brier_skill,139,0.18824325835609212
BPIC14,duration,brier_skill,140,0.19014445613189224
BPIC14,duration,brier_skill,141,0.18953879506818683
BPIC14,duration,brier_skill,142,0.19701524902713774
BPIC14,duration,brier_skill,143,0.20908888069266385
BPIC14,duration,brier_skill,144,0.1826491460004277
BPIC14,duration,brier_skill,145,0.19248686502367973
BPIC14,duration,brier_skill,146,0.209341574164141
BPIC14,duration,brier_skill,147,0.18729837102726454
BPIC14,duration,brier_skill,148,0.19124282959000016
BPIC14,duration,brier_skill,149,0.1985034293048582
BPIC14,duration,logloss_skill,0,0.19498767092757574
BPIC14,duration,logloss_skill,1,0.1896440134739381
BPIC14,duration,logloss_skill,2,0.19213690069010503
