n_pairs,n_cells,n_band_rows,q_median,q_max,q_min,q_within_instrument_median,q_emp_median,q_emp_width_median,q_mult_width_median,n_mult,q_dc_median,family_size_median,n_uniformly_beneficial,n_conditionally_beneficial,n_conditionally_harmful,n_uniformly_harmful,n_sign_changing,n_unresolved,rho_median,rho_min,rho_max,n_region_changed_by_family,n_resolved_whole,n_resolved_within,share_resolution_lost,n_incomplete_families,n_region_changed_by_mc,operative,q_op_median,runtime_s,n_resolved_mult,rho_median_mult,n_uniformly_beneficial_mult,n_conditionally_beneficial_mult,n_conditionally_harmful_mult,n_sign_changing_mult,n_unresolved_mult,n_pairs_resolving_nothing_mult,n_resolved_emp,rho_median_emp,n_uniformly_beneficial_emp,n_conditionally_beneficial_emp,n_conditionally_harmful_emp,n_sign_changing_emp,n_unresolved_emp,n_pairs_resolving_nothing_emp,n_resolved_emphi,rho_median_emphi,n_uniformly_beneficial_emphi,n_conditionally_beneficial_emphi,n_conditionally_harmful_emphi,n_sign_changing_emphi,n_unresolved_emphi,n_pairs_resolving_nothing_emphi
19,24624,27666,3.3563810527501374,3.4300404659512345,3.213905566292401,2.3692733224916216,5.032447586235664,1.3534733624576454,0.03616572286639874,20000,3.901866273387778,180.0,1,6,2,0,2,8,0.0,-0.3388888888888889,1.0,12,698,1100,0.3654545454545455,0,7,emp,5.032447586235664,70.6,890,0.03888888888888889,1,10,1,5,2,2,698,0.0,1,6,2,2,8,8,613,0.0,1,5,1,2,10,10
