key,window_h,observed,null_mean,lift,z,coverage
exact CI,24,0.09975542149029838,0.09068068916788957,1.1000734820796025,6.210583672313174,0.6579624940994722
exact CI,72,0.20691341920756562,0.1930119028208055,1.0720241403954576,7.536183614638288,0.6579624940994722
exact CI,168,0.36305233980107615,0.3500330452741997,1.0371944726437978,6.101022985662447,0.6579624940994722
service component (coarser),24,0.3780570726678511,0.36518910896156404,1.0352364388491153,8.485715657660775,0.978221688194653
service component (coarser),72,0.5207168081419579,0.502858312678672,1.0355139708602124,11.951051219799346,0.978221688194653
service component (coarser),168,0.6738610690706499,0.6547243242452823,1.029228706062551,12.374770573906543,0.978221688194653
