n_test,honest_top_band_lo,honest_top_band_hi,honest_top_band_share,naive_top_band_lo,naive_top_band_hi,naive_top_band_share,grid_fpr_lo,grid_fpr_hi,honest_bands_to_half,naive_bands_to_half,n_both_baselines_degenerate,n_neither_degenerate,deg_reduction_lo,deg_reduction_hi,nondeg_reduction_lo,nondeg_reduction_hi,recal_rank_shift_max,recal_proper_shift_max,recal_nb_shift_max,auc_reduction_tie_span_impl,ap_reduction_tie_span_impl,auc_reduction_tie_span_bounds,ap_reduction_tie_span_bounds,auc_reduction_random_ties,ap_reduction_random_ties,ap_default_is_adversarial_gap,auc_default_vs_random_gap,recal_nb_shift_unrestricted,nb_denominator_floor,intake_distinct,intake_group_distinct,item_distinct,full_distinct,runtime_s
13637,0.4,0.5,0.18192138999282634,0.4,0.5,0.14259723071583258,0.008640822045773003,0.9968472676319476,3,4,11,5,0.04743798660148857,0.4350282485875484,0.5813836477987424,1.168221110100091,0.0,0.014358720511934764,0.25347820519725983,0.0003534317178196522,0.10835556093440435,0.4640729543303429,0.10835556093440435,0.4363817186982596,0.7115664336015656,1.1102230246251565e-16,0.0003534317178196522,2.1411483253602737,0.001,23,132,872,1210,2.8
