threshold,delta_honest,delta_naive,factor
0.2,0.017122534281733492,0.019230769230769218,1.1231263383297654
0.3,0.06681402486931563,0.07357085240784006,1.1011288805268113
0.4,0.03175185158025956,0.09501112170320941,2.9923017705927664
0.5,-0.01598592065703601,0.07406321038351543,
0.6,0.0012466084916037332,0.02944195937522917,23.61764705882339
