rep,psi,metric,R,R_psi,abs_shift
17,logit-shift,auc,-0.41433649289099517,-0.41433649289099517,0.0
17,logit-shift,ap,-0.5600828942721097,-0.5600828942721097,0.0
17,logit-scale,auc,-0.41433649289099517,-0.41433649289099517,0.0
17,logit-scale,ap,-0.5600828942721097,-0.5600828942721097,0.0
17,beta-cdf,auc,-0.41433649289099517,-0.41433649289099517,0.0
17,beta-cdf,ap,-0.5600828942721097,-0.5600828942721097,0.0
17,affine,auc,-0.41433649289099517,-0.41433649289099517,0.0
17,affine,ap,-0.5600828942721097,-0.5600828942721097,0.0
18,square,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,square,ap,-0.5899908851679865,-0.5899908851679865,0.0
18,sqrt,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,sqrt,ap,-0.5899908851679865,-0.5899908851679865,0.0
18,logit-shift,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,logit-shift,ap,-0.5899908851679865,-0.5899908851679865,0.0
18,logit-scale,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,logit-scale,ap,-0.5899908851679865,-0.5899908851679865,0.0
18,beta-cdf,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,beta-cdf,ap,-0.5899908851679865,-0.5899908851679865,0.0
18,affine,auc,-0.4497145366710593,-0.4497145366710593,0.0
18,affine,ap,-0.5899908851679865,-0.5899908851679865,0.0
19,square,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,square,ap,-0.7482534087820698,-0.7482534087820698,0.0
19,sqrt,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,sqrt,ap,-0.7482534087820698,-0.7482534087820698,0.0
19,logit-shift,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,logit-shift,ap,-0.7482534087820698,-0.7482534087820698,0.0
19,logit-scale,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,logit-scale,ap,-0.7482534087820698,-0.7482534087820698,0.0
19,beta-cdf,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,beta-cdf,ap,-0.7482534087820698,-0.7482534087820698,0.0
19,affine,auc,-0.6014430510221616,-0.6014430510221616,0.0
19,affine,ap,-0.7482534087820698,-0.7482534087820698,0.0
20,square,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,square,ap,-0.7213011265427767,-0.7213011265427767,0.0
20,sqrt,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,sqrt,ap,-0.7213011265427767,-0.7213011265427767,0.0
20,logit-shift,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,logit-shift,ap,-0.7213011265427767,-0.7213011265427767,0.0
20,logit-scale,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,logit-scale,ap,-0.7213011265427767,-0.7213011265427767,0.0
20,beta-cdf,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,beta-cdf,ap,-0.7213011265427767,-0.7213011265427767,0.0
20,affine,auc,-1.1131476050830882,-1.1131476050830882,0.0
20,affine,ap,-0.7213011265427767,-0.7213011265427767,0.0
21,square,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,square,ap,-1.0286605919186615,-1.0286605919186615,0.0
21,sqrt,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,sqrt,ap,-1.0286605919186615,-1.0286605919186615,0.0
21,logit-shift,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,logit-shift,ap,-1.0286605919186615,-1.0286605919186615,0.0
21,logit-scale,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,logit-scale,ap,-1.0286605919186615,-1.0286605919186615,0.0
21,beta-cdf,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,beta-cdf,ap,-1.0286605919186615,-1.0286605919186615,0.0
21,affine,auc,-0.4467206849105654,-0.4467206849105654,0.0
21,affine,ap,-1.0286605919186615,-1.0286605919186615,0.0
22,square,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,square,ap,-0.7150249740093868,-0.7150249740093868,0.0
22,sqrt,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,sqrt,ap,-0.7150249740093868,-0.7150249740093868,0.0
22,logit-shift,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,logit-shift,ap,-0.7150249740093868,-0.7150249740093868,0.0
22,logit-scale,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,logit-scale,ap,-0.7150249740093868,-0.7150249740093868,0.0
22,beta-cdf,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,beta-cdf,ap,-0.7150249740093868,-0.7150249740093868,0.0
22,affine,auc,-0.5925193606854504,-0.5925193606854504,0.0
22,affine,ap,-0.7150249740093868,-0.7150249740093868,0.0
23,square,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,square,ap,-0.4331421805346134,-0.4331421805346134,0.0
23,sqrt,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,sqrt,ap,-0.4331421805346134,-0.4331421805346134,0.0
23,logit-shift,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,logit-shift,ap,-0.4331421805346134,-0.4331421805346134,0.0
23,logit-scale,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,logit-scale,ap,-0.4331421805346134,-0.4331421805346134,0.0
23,beta-cdf,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,beta-cdf,ap,-0.4331421805346134,-0.4331421805346134,0.0
23,affine,auc,-0.6940829429116779,-0.6940829429116779,0.0
23,affine,ap,-0.4331421805346134,-0.4331421805346134,0.0
24,square,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,square,ap,-1.4537268730436188,-1.4537268730436188,0.0
24,sqrt,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,sqrt,ap,-1.4537268730436188,-1.4537268730436188,0.0
24,logit-shift,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,logit-shift,ap,-1.4537268730436188,-1.4537268730436188,0.0
24,logit-scale,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,logit-scale,ap,-1.4537268730436188,-1.4537268730436188,0.0
24,beta-cdf,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,beta-cdf,ap,-1.4537268730436188,-1.4537268730436188,0.0
24,affine,auc,-1.5985549132947954,-1.5985549132947954,0.0
24,affine,ap,-1.4537268730436188,-1.4537268730436188,0.0
25,square,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,square,ap,-0.2900188570698041,-0.2900188570698041,0.0
25,sqrt,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,sqrt,ap,-0.2900188570698041,-0.2900188570698041,0.0
25,logit-shift,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,logit-shift,ap,-0.2900188570698041,-0.2900188570698041,0.0
25,logit-scale,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,logit-scale,ap,-0.2900188570698041,-0.2900188570698041,0.0
25,beta-cdf,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,beta-cdf,ap,-0.2900188570698041,-0.2900188570698041,0.0
25,affine,auc,-0.18615870903343756,-0.18615870903343756,0.0
25,affine,ap,-0.2900188570698041,-0.2900188570698041,0.0
26,square,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,square,ap,-0.869920030758851,-0.869920030758851,0.0
26,sqrt,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,sqrt,ap,-0.869920030758851,-0.869920030758851,0.0
26,logit-shift,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,logit-shift,ap,-0.869920030758851,-0.869920030758851,0.0
26,logit-scale,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,logit-scale,ap,-0.869920030758851,-0.869920030758851,0.0
26,beta-cdf,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,beta-cdf,ap,-0.869920030758851,-0.869920030758851,0.0
26,affine,auc,-0.7390354868061875,-0.7390354868061875,0.0
26,affine,ap,-0.869920030758851,-0.869920030758851,0.0
27,square,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,square,ap,-0.33009446689630706,-0.33009446689630706,0.0
27,sqrt,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,sqrt,ap,-0.33009446689630706,-0.33009446689630706,0.0
27,logit-shift,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,logit-shift,ap,-0.33009446689630706,-0.33009446689630706,0.0
27,logit-scale,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,logit-scale,ap,-0.33009446689630706,-0.33009446689630706,0.0
27,beta-cdf,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,beta-cdf,ap,-0.33009446689630706,-0.33009446689630706,0.0
27,affine,auc,-0.3531253914568453,-0.3531253914568453,0.0
27,affine,ap,-0.33009446689630706,-0.33009446689630706,0.0
28,square,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,square,ap,-0.16758595302306167,-0.16758595302306167,0.0
28,sqrt,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,sqrt,ap,-0.16758595302306167,-0.16758595302306167,0.0
28,logit-shift,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,logit-shift,ap,-0.16758595302306167,-0.16758595302306167,0.0
28,logit-scale,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,logit-scale,ap,-0.16758595302306167,-0.16758595302306167,0.0
28,beta-cdf,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,beta-cdf,ap,-0.16758595302306167,-0.16758595302306167,0.0
28,affine,auc,-0.28595911372261007,-0.28595911372261007,0.0
28,affine,ap,-0.16758595302306167,-0.16758595302306167,0.0
29,square,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,square,ap,-0.39982875154176556,-0.39982875154176556,0.0
29,sqrt,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,sqrt,ap,-0.39982875154176556,-0.39982875154176556,0.0
29,logit-shift,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,logit-shift,ap,-0.39982875154176556,-0.39982875154176556,0.0
29,logit-scale,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,logit-scale,ap,-0.39982875154176556,-0.39982875154176556,0.0
29,beta-cdf,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,beta-cdf,ap,-0.39982875154176556,-0.39982875154176556,0.0
29,affine,auc,-0.38629000907088207,-0.38629000907088207,0.0
29,affine,ap,-0.39982875154176556,-0.39982875154176556,0.0
30,square,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,square,ap,-1.2806999948499724,-1.2806999948499724,0.0
30,sqrt,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,sqrt,ap,-1.2806999948499724,-1.2806999948499724,0.0
30,logit-shift,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,logit-shift,ap,-1.2806999948499724,-1.2806999948499724,0.0
30,logit-scale,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,logit-scale,ap,-1.2806999948499724,-1.2806999948499724,0.0
30,beta-cdf,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,beta-cdf,ap,-1.2806999948499724,-1.2806999948499724,0.0
30,affine,auc,-1.0131812420785797,-1.0131812420785797,0.0
30,affine,ap,-1.2806999948499724,-1.2806999948499724,0.0
31,square,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,square,ap,-0.7361227795749627,-0.7361227795749627,0.0
31,sqrt,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,sqrt,ap,-0.7361227795749627,-0.7361227795749627,0.0
31,logit-shift,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,logit-shift,ap,-0.7361227795749627,-0.7361227795749627,0.0
31,logit-scale,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,logit-scale,ap,-0.7361227795749627,-0.7361227795749627,0.0
31,beta-cdf,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,beta-cdf,ap,-0.7361227795749627,-0.7361227795749627,0.0
31,affine,auc,-0.6691326058812654,-0.6691326058812654,0.0
31,affine,ap,-0.7361227795749627,-0.7361227795749627,0.0
32,square,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,square,ap,-0.7485860313166639,-0.7485860313166639,0.0
32,sqrt,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,sqrt,ap,-0.7485860313166639,-0.7485860313166639,0.0
32,logit-shift,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,logit-shift,ap,-0.7485860313166639,-0.7485860313166639,0.0
32,logit-scale,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,logit-scale,ap,-0.7485860313166639,-0.7485860313166639,0.0
32,beta-cdf,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,beta-cdf,ap,-0.7485860313166639,-0.7485860313166639,0.0
32,affine,auc,-0.6644393741851375,-0.6644393741851375,0.0
32,affine,ap,-0.7485860313166639,-0.7485860313166639,0.0
33,square,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,square,ap,-0.3014445483717134,-0.3014445483717134,0.0
33,sqrt,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,sqrt,ap,-0.3014445483717134,-0.3014445483717134,0.0
33,logit-shift,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,logit-shift,ap,-0.3014445483717134,-0.3014445483717134,0.0
33,logit-scale,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,logit-scale,ap,-0.3014445483717134,-0.3014445483717134,0.0
33,beta-cdf,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,beta-cdf,ap,-0.3014445483717134,-0.3014445483717134,0.0
33,affine,auc,-0.2904972919743969,-0.2904972919743969,0.0
33,affine,ap,-0.3014445483717134,-0.3014445483717134,0.0
34,square,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,square,ap,-0.6805584381630041,-0.6805584381630041,0.0
34,sqrt,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,sqrt,ap,-0.6805584381630041,-0.6805584381630041,0.0
34,logit-shift,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,logit-shift,ap,-0.6805584381630041,-0.6805584381630041,0.0
34,logit-scale,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,logit-scale,ap,-0.6805584381630041,-0.6805584381630041,0.0
34,beta-cdf,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,beta-cdf,ap,-0.6805584381630041,-0.6805584381630041,0.0
34,affine,auc,-0.6930801533686335,-0.6930801533686335,0.0
34,affine,ap,-0.6805584381630041,-0.6805584381630041,0.0
35,square,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,square,ap,-0.5480146493147049,-0.5480146493147049,0.0
35,sqrt,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,sqrt,ap,-0.5480146493147049,-0.5480146493147049,0.0
35,logit-shift,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,logit-shift,ap,-0.5480146493147049,-0.5480146493147049,0.0
35,logit-scale,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,logit-scale,ap,-0.5480146493147049,-0.5480146493147049,0.0
35,beta-cdf,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,beta-cdf,ap,-0.5480146493147049,-0.5480146493147049,0.0
35,affine,auc,-0.5376231710958506,-0.5376231710958506,0.0
35,affine,ap,-0.5480146493147049,-0.5480146493147049,0.0
36,square,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,square,ap,-1.7658567148189097,-1.7658567148189097,0.0
36,sqrt,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,sqrt,ap,-1.7658567148189097,-1.7658567148189097,0.0
36,logit-shift,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,logit-shift,ap,-1.7658567148189097,-1.7658567148189097,0.0
36,logit-scale,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,logit-scale,ap,-1.7658567148189097,-1.7658567148189097,0.0
36,beta-cdf,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,beta-cdf,ap,-1.7658567148189097,-1.7658567148189097,0.0
36,affine,auc,-1.1737948084054404,-1.1737948084054404,0.0
36,affine,ap,-1.7658567148189097,-1.7658567148189097,0.0
37,square,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,square,ap,-0.6047677703083851,-0.6047677703083851,0.0
37,sqrt,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,sqrt,ap,-0.6047677703083851,-0.6047677703083851,0.0
37,logit-shift,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,logit-shift,ap,-0.6047677703083851,-0.6047677703083851,0.0
37,logit-scale,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,logit-scale,ap,-0.6047677703083851,-0.6047677703083851,0.0
37,beta-cdf,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,beta-cdf,ap,-0.6047677703083851,-0.6047677703083851,0.0
37,affine,auc,-0.4996799999999988,-0.4996799999999988,0.0
37,affine,ap,-0.6047677703083851,-0.6047677703083851,0.0
38,square,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,square,ap,-0.549234934276212,-0.549234934276212,0.0
38,sqrt,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,sqrt,ap,-0.549234934276212,-0.549234934276212,0.0
38,logit-shift,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,logit-shift,ap,-0.549234934276212,-0.549234934276212,0.0
38,logit-scale,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,logit-scale,ap,-0.549234934276212,-0.549234934276212,0.0
38,beta-cdf,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,beta-cdf,ap,-0.549234934276212,-0.549234934276212,0.0
38,affine,auc,-0.6054974230829302,-0.6054974230829302,0.0
38,affine,ap,-0.549234934276212,-0.549234934276212,0.0
39,square,auc,-0.744676694666927,-0.744676694666927,0.0
39,square,ap,-0.6397116901545599,-0.6397116901545599,0.0
39,sqrt,auc,-0.744676694666927,-0.744676694666927,0.0
39,sqrt,ap,-0.6397116901545599,-0.6397116901545599,0.0
39,logit-shift,auc,-0.744676694666927,-0.744676694666927,0.0
39,logit-shift,ap,-0.6397116901545599,-0.6397116901545599,0.0
39,logit-scale,auc,-0.744676694666927,-0.744676694666927,0.0
39,logit-scale,ap,-0.6397116901545599,-0.6397116901545599,0.0
39,beta-cdf,auc,-0.744676694666927,-0.744676694666927,0.0
39,beta-cdf,ap,-0.6397116901545599,-0.6397116901545599,0.0
39,affine,auc,-0.744676694666927,-0.744676694666927,0.0
39,affine,ap,-0.6397116901545599,-0.6397116901545599,0.0
40,square,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,square,ap,-1.2079987963127743,-1.2079987963127743,0.0
40,sqrt,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,sqrt,ap,-1.2079987963127743,-1.2079987963127743,0.0
40,logit-shift,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,logit-shift,ap,-1.2079987963127743,-1.2079987963127743,0.0
40,logit-scale,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,logit-scale,ap,-1.2079987963127743,-1.2079987963127743,0.0
40,beta-cdf,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,beta-cdf,ap,-1.2079987963127743,-1.2079987963127743,0.0
40,affine,auc,-0.8679316888045554,-0.8679316888045554,0.0
40,affine,ap,-1.2079987963127743,-1.2079987963127743,0.0
41,square,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,square,ap,-0.5594972247651597,-0.5594972247651597,0.0
41,sqrt,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,sqrt,ap,-0.5594972247651597,-0.5594972247651597,0.0
41,logit-shift,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,logit-shift,ap,-0.5594972247651597,-0.5594972247651597,0.0
41,logit-scale,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,logit-scale,ap,-0.5594972247651597,-0.5594972247651597,0.0
41,beta-cdf,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,beta-cdf,ap,-0.5594972247651597,-0.5594972247651597,0.0
41,affine,auc,-0.5176338570054502,-0.5176338570054502,0.0
41,affine,ap,-0.5594972247651597,-0.5594972247651597,0.0
42,square,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,square,ap,-0.6751807408334958,-0.6751807408334958,0.0
42,sqrt,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,sqrt,ap,-0.6751807408334958,-0.6751807408334958,0.0
42,logit-shift,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,logit-shift,ap,-0.6751807408334958,-0.6751807408334958,0.0
42,logit-scale,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,logit-scale,ap,-0.6751807408334958,-0.6751807408334958,0.0
42,beta-cdf,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,beta-cdf,ap,-0.6751807408334958,-0.6751807408334958,0.0
42,affine,auc,-0.6229123937884544,-0.6229123937884544,0.0
42,affine,ap,-0.6751807408334958,-0.6751807408334958,0.0
43,square,auc,-0.579896907216495,-0.579896907216495,0.0
43,square,ap,-0.8037964903760699,-0.8037964903760699,0.0
43,sqrt,auc,-0.579896907216495,-0.579896907216495,0.0
43,sqrt,ap,-0.8037964903760699,-0.8037964903760699,0.0
43,logit-shift,auc,-0.579896907216495,-0.579896907216495,0.0
43,logit-shift,ap,-0.8037964903760699,-0.8037964903760699,0.0
43,logit-scale,auc,-0.579896907216495,-0.579896907216495,0.0
43,logit-scale,ap,-0.8037964903760699,-0.8037964903760699,0.0
43,beta-cdf,auc,-0.579896907216495,-0.579896907216495,0.0
43,beta-cdf,ap,-0.8037964903760699,-0.8037964903760699,0.0
43,affine,auc,-0.579896907216495,-0.579896907216495,0.0
43,affine,ap,-0.8037964903760699,-0.8037964903760699,0.0
44,square,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,square,ap,-0.6616414896280873,-0.6616414896280873,0.0
44,sqrt,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,sqrt,ap,-0.6616414896280873,-0.6616414896280873,0.0
44,logit-shift,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,logit-shift,ap,-0.6616414896280873,-0.6616414896280873,0.0
44,logit-scale,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,logit-scale,ap,-0.6616414896280873,-0.6616414896280873,0.0
44,beta-cdf,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,beta-cdf,ap,-0.6616414896280873,-0.6616414896280873,0.0
44,affine,auc,-0.40228862047043834,-0.40228862047043834,0.0
44,affine,ap,-0.6616414896280873,-0.6616414896280873,0.0
45,square,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,square,ap,-0.2896893084361247,-0.2896893084361247,0.0
45,sqrt,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,sqrt,ap,-0.2896893084361247,-0.2896893084361247,0.0
45,logit-shift,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,logit-shift,ap,-0.2896893084361247,-0.2896893084361247,0.0
45,logit-scale,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,logit-scale,ap,-0.2896893084361247,-0.2896893084361247,0.0
45,beta-cdf,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,beta-cdf,ap,-0.2896893084361247,-0.2896893084361247,0.0
45,affine,auc,-0.4014039566049774,-0.4014039566049774,0.0
45,affine,ap,-0.2896893084361247,-0.2896893084361247,0.0
46,square,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,square,ap,-1.4807281709491806,-1.4807281709491806,0.0
46,sqrt,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,sqrt,ap,-1.4807281709491806,-1.4807281709491806,0.0
46,logit-shift,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,logit-shift,ap,-1.4807281709491806,-1.4807281709491806,0.0
46,logit-scale,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,logit-scale,ap,-1.4807281709491806,-1.4807281709491806,0.0
46,beta-cdf,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,beta-cdf,ap,-1.4807281709491806,-1.4807281709491806,0.0
46,affine,auc,-0.9989391046042844,-0.9989391046042844,0.0
46,affine,ap,-1.4807281709491806,-1.4807281709491806,0.0
47,square,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,square,ap,-0.9869427776548234,-0.9869427776548234,0.0
47,sqrt,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,sqrt,ap,-0.9869427776548234,-0.9869427776548234,0.0
47,logit-shift,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,logit-shift,ap,-0.9869427776548234,-0.9869427776548234,0.0
47,logit-scale,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,logit-scale,ap,-0.9869427776548234,-0.9869427776548234,0.0
47,beta-cdf,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,beta-cdf,ap,-0.9869427776548234,-0.9869427776548234,0.0
47,affine,auc,-0.7750534803356919,-0.7750534803356919,0.0
47,affine,ap,-0.9869427776548234,-0.9869427776548234,0.0
48,square,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,square,ap,-0.3995730553288315,-0.3995730553288315,0.0
48,sqrt,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,sqrt,ap,-0.3995730553288315,-0.3995730553288315,0.0
48,logit-shift,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,logit-shift,ap,-0.3995730553288315,-0.3995730553288315,0.0
48,logit-scale,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,logit-scale,ap,-0.3995730553288315,-0.3995730553288315,0.0
48,beta-cdf,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,beta-cdf,ap,-0.3995730553288315,-0.3995730553288315,0.0
48,affine,auc,-0.27154730729818977,-0.27154730729818977,0.0
48,affine,ap,-0.3995730553288315,-0.3995730553288315,0.0
49,square,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,square,ap,-0.7353164519987325,-0.7353164519987325,0.0
49,sqrt,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,sqrt,ap,-0.7353164519987325,-0.7353164519987325,0.0
49,logit-shift,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,logit-shift,ap,-0.7353164519987325,-0.7353164519987325,0.0
49,logit-scale,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,logit-scale,ap,-0.7353164519987325,-0.7353164519987325,0.0
49,beta-cdf,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,beta-cdf,ap,-0.7353164519987325,-0.7353164519987325,0.0
49,affine,auc,-0.7344142057517855,-0.7344142057517855,0.0
49,affine,ap,-0.7353164519987325,-0.7353164519987325,0.0
50,square,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,square,ap,-0.38342840405333556,-0.38342840405333556,0.0
50,sqrt,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,sqrt,ap,-0.38342840405333556,-0.38342840405333556,0.0
50,logit-shift,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,logit-shift,ap,-0.38342840405333556,-0.38342840405333556,0.0
50,logit-scale,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,logit-scale,ap,-0.38342840405333556,-0.38342840405333556,0.0
50,beta-cdf,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,beta-cdf,ap,-0.38342840405333556,-0.38342840405333556,0.0
50,affine,auc,-0.4946925329428997,-0.4946925329428997,0.0
50,affine,ap,-0.38342840405333556,-0.38342840405333556,0.0
51,square,auc,-0.5214067278287455,-0.5214067278287455,0.0
51,square,ap,-0.730354055619681,-0.730354055619681,0.0
51,sqrt,auc,-0.5214067278287455,-0.5214067278287455,0.0
51,sqrt,ap,-0.730354055619681,-0.730354055619681,0.0
51,logit-shift,auc,-0.5214067278287455,-0.5214067278287455,0.0
51,logit-shift,ap,-0.730354055619681,-0.730354055619681,0.0
51,logit-scale,auc,-0.5214067278287455,-0.5214067278287455,0.0
51,logit-scale,ap,-0.730354055619681,-0.730354055619681,0.0
51,beta-cdf,auc,-0.5214067278287455,-0.5214067278287455,0.0
51,beta-cdf,ap,-0.730354055619681,-0.730354055619681,0.0
