n_surface_rows,n_pairs,n_axes,sobol_rows,S_rung_median,S_learner_median,S_quality_median,S_split_median,S_metric_median,S_target_median,n_logs_both_targets,S_rung_max,interaction_share_median,n_regions,n_uniformly_beneficial,n_conditionally_beneficial,n_conditionally_harmful,n_uniformly_harmful,n_sign_changing,n_unresolved,rho_median,runtime_s
209088,19,5,2962,0.018919543575710875,0.025704097911875414,0.027439258899489356,0.0944130856876403,0.1011295150546941,0.021132420610412764,6,0.3079637416225677,0.30098950572434785,19,1,11,1,0,4,2,0.2,7.8
