log,target,metric,measure,axis,S,S_total,involvement,levels,n_cells,scale
BPIC13_incidents,duration,nagelkerke,equal-level,rung,0.0037446011538001685,0.26118296440232286,0.2574383632485227,3,216,raw-within-metric
BPIC13_incidents,handover,ap,equal-level,learner,0.016687331319892407,0.05361709017952818,0.03692975885963577,2,216,raw-within-metric
BPIC13_incidents,handover,ap,equal-level,split,0.07120837222156381,0.14583524160712494,0.07462686938556112,6,216,raw-within-metric
BPIC13_incidents,handover,ap,equal-level,quality_level,0.09872314635999897,0.18015416304527268,0.08143101668527371,6,216,raw-within-metric
BPIC13_incidents,handover,ap,equal-level,rung,0.6933491149894829,0.773591470681559,0.08024235569207605,3,216,raw-within-metric
BPIC13_incidents,handover,auc,equal-level,learner,0.024082753119995526,0.08742779978313792,0.06334504666314239,2,216,raw-within-metric
BPIC13_incidents,handover,auc,equal-level,split,0.10273772519074162,0.18171781485566577,0.07898008966492415,6,216,raw-within-metric
BPIC13_incidents,handover,auc,equal-level,quality_level,0.1924541407348575,0.29037977226876616,0.09792563153390865,6,216,raw-within-metric
BPIC13_incidents,handover,auc,equal-level,rung,0.5323864090866399,0.6240009591229607,0.0916145500363208,3,216,raw-within-metric
BPIC13_incidents,handover,brier_skill,equal-level,learner,0.005101253487079985,0.1450580587380172,0.1399568052509372,2,216,raw-within-metric
BPIC13_incidents,handover,brier_skill,equal-level,split,0.17202784447819622,0.42303638980050084,0.25100854532230465,6,216,raw-within-metric
BPIC13_incidents,handover,brier_skill,equal-level,quality_level,0.34654951158167996,0.4819325115892489,0.13538300000756892,6,216,raw-within-metric
BPIC13_incidents,handover,brier_skill,equal-level,rung,0.16873456430576145,0.39288125917990346,0.22414669487414202,3,216,raw-within-metric
BPIC13_incidents,handover,logloss_skill,equal-level,learner,0.08473585824147317,0.4791912948701367,0.3944554366286635,2,216,raw-within-metric
BPIC13_incidents,handover,logloss_skill,equal-level,split,0.3573974720977646,0.8351761145314613,0.4777786424336967,6,216,raw-within-metric
BPIC13_incidents,handover,logloss_skill,equal-level,quality_level,0.032548693544474344,0.20157449567419206,0.1690258021297177,6,216,raw-within-metric
BPIC13_incidents,handover,logloss_skill,equal-level,rung,0.0037325220286613973,0.18765484212464967,0.18392232009598827,3,216,raw-within-metric
BPIC13_incidents,handover,nagelkerke,equal-level,learner,0.054171491828792454,0.5180009557879796,0.4638294639591871,2,216,raw-within-metric
BPIC13_incidents,handover,nagelkerke,equal-level,split,0.2477305821895587,0.8657918091349998,0.6180612269454411,6,216,raw-within-metric
BPIC13_incidents,handover,nagelkerke,equal-level,quality_level,0.018721468721037342,0.40974753813387976,0.3910260694128424,6,216,raw-within-metric
BPIC13_incidents,handover,nagelkerke,equal-level,rung,0.0036505025878542452,0.2821518202430474,0.27850131765519315,3,216,raw-within-metric
BPIC14,duration,ap,equal-level,learner,0.09220259011939196,0.21146087167343838,0.11925828155404643,4,960,raw-within-metric
BPIC14,duration,ap,equal-level,split,0.020763227536742347,0.0701680519536634,0.049404824416921046,6,960,raw-within-metric
BPIC14,duration,ap,equal-level,quality_level,0.15914483868440255,0.2519357046124224,0.09279086592801983,10,960,raw-within-metric
BPIC14,duration,ap,equal-level,rung,0.5426261441160654,0.6798181538308831,0.1371920097148177,4,960,raw-within-metric
BPIC14,duration,auc,equal-level,learner,0.011229670118745814,0.1524257247124773,0.1411960545937315,4,960,raw-within-metric
BPIC14,duration,auc,equal-level,split,0.012672802272849743,0.047687006005155665,0.03501420373230592,6,960,raw-within-metric
BPIC14,duration,auc,equal-level,quality_level,0.1748304109984742,0.300928375468348,0.12609796446987379,10,960,raw-within-metric
BPIC14,duration,auc,equal-level,rung,0.601948735110313,0.7226723486425242,0.12072361353221117,4,960,raw-within-metric
BPIC14,duration,brier_skill,equal-level,learner,0.24207921280741584,0.4241952075840296,0.18211599477661378,4,960,raw-within-metric
BPIC14,duration,brier_skill,equal-level,split,0.012441992246073195,0.0483035233381138,0.035861531092040606,6,960,raw-within-metric
BPIC14,duration,brier_skill,equal-level,quality_level,0.1495037242855364,0.25441042340379466,0.10490669911825826,10,960,raw-within-metric
BPIC14,duration,brier_skill,equal-level,rung,0.3589168936886871,0.5398906226744599,0.18097372898577274,4,960,raw-within-metric
BPIC14,duration,logloss_skill,equal-level,learner,0.26137385304350247,0.4411221209217531,0.17974826787825066,4,960,raw-within-metric
BPIC14,duration,logloss_skill,equal-level,split,0.012968288487006123,0.051380742566388235,0.03841245407938211,6,960,raw-within-metric
BPIC14,duration,logloss_skill,equal-level,quality_level,0.1506457213026314,0.2572643695805216,0.10661864827789022,10,960,raw-within-metric
BPIC14,duration,logloss_skill,equal-level,rung,0.3420213503600593,0.5158380455610144,0.1738166952009551,4,960,raw-within-metric
BPIC14,duration,nagelkerke,equal-level,learner,0.2573707164175054,0.44216221318992294,0.18479149677241752,4,960,raw-within-metric
BPIC14,duration,nagelkerke,equal-level,split,0.011037472942012183,0.053464201192114355,0.04242672825010217,6,960,raw-within-metric
BPIC14,duration,nagelkerke,equal-level,quality_level,0.14704373411434096,0.25480456484523306,0.1077608307308921,10,960,raw-within-metric
BPIC14,duration,nagelkerke,equal-level,rung,0.3485660428857,0.5209028038441432,0.17233676095844325,4,960,raw-within-metric
BPIC14,handover,ap,equal-level,learner,0.46204787888616405,0.6604566789929868,0.1984088001068227,4,960,raw-within-metric
BPIC14,handover,ap,equal-level,split,0.009624347552478266,0.04996527211119202,0.040340924558713756,6,960,raw-within-metric
BPIC14,handover,ap,equal-level,quality_level,0.03478932667921391,0.09930988859817544,0.06452056191896152,10,960,raw-within-metric
BPIC14,handover,ap,equal-level,rung,0.26091716031522927,0.4476136175448601,0.18669645722963085,4,960,raw-within-metric
BPIC14,handover,auc,equal-level,learner,0.3696220608854391,0.5589742601774708,0.18935219929203168,4,960,raw-within-metric
BPIC14,handover,auc,equal-level,split,0.013493989428908377,0.036045283055703634,0.022551293626795255,6,960,raw-within-metric
BPIC14,handover,auc,equal-level,quality_level,0.07210526866853809,0.1514112294109487,0.07930596074241061,10,960,raw-within-metric
BPIC14,handover,auc,equal-level,rung,0.31899346473136403,0.5018995440360494,0.1829060793046854,4,960,raw-within-metric
BPIC14,handover,brier_skill,equal-level,learner,0.2964414270272426,0.47915784942295786,0.18271642239571528,4,960,raw-within-metric
BPIC14,handover,brier_skill,equal-level,split,0.008287535328960665,0.030787576558875276,0.022500041229914614,6,960,raw-within-metric
BPIC14,handover,brier_skill,equal-level,quality_level,0.15706798922257864,0.29046280103678374,0.1333948118142051,10,960,raw-within-metric
BPIC14,handover,brier_skill,equal-level,rung,0.2955467498804086,0.47239175773969716,0.17684500785928858,4,960,raw-within-metric
BPIC14,handover,logloss_skill,equal-level,learner,0.31152902341006744,0.49346936260629304,0.1819403391962256,4,960,raw-within-metric
BPIC14,handover,logloss_skill,equal-level,split,0.013716890030023542,0.03778250245220653,0.02406561242218299,6,960,raw-within-metric
BPIC14,handover,logloss_skill,equal-level,quality_level,0.13321587724209316,0.2516463173144447,0.11843044007235154,10,960,raw-within-metric
BPIC14,handover,logloss_skill,equal-level,rung,0.3066793186266987,0.481779592447134,0.17510027382043525,4,960,raw-within-metric
BPIC14,handover,nagelkerke,equal-level,learner,0.31435869071560113,0.4956935011399918,0.18133481042439065,4,960,raw-within-metric
BPIC14,handover,nagelkerke,equal-level,split,0.01035234708063985,0.03125331283847927,0.02090096575783942,6,960,raw-within-metric
BPIC14,handover,nagelkerke,equal-level,quality_level,0.12654930660319277,0.24052114346967357,0.1139718368664808,10,960,raw-within-metric
BPIC14,handover,nagelkerke,equal-level,rung,0.316818134259499,0.4928226783432384,0.1760045440837394,4,960,raw-within-metric
BPIC15_1,duration,ap,equal-level,learner,0.01177738260250302,0.35451201674103716,0.34273463413853417,2,216,raw-within-metric
BPIC15_1,duration,ap,equal-level,split,0.11107080463872883,0.7364535261821891,0.6253827215434602,6,216,raw-within-metric
BPIC15_1,duration,ap,equal-level,quality_level,0.0911780997944477,0.42622487927777175,0.33504677948332406,6,216,raw-within-metric
BPIC15_1,duration,ap,equal-level,rung,0.05917860659934538,0.6108309024948304,0.551652295895485,3,216,raw-within-metric
BPIC15_1,duration,auc,equal-level,learner,0.04111576701310917,0.5693047067572687,0.5281889397441596,2,216,raw-within-metric
BPIC15_1,duration,auc,equal-level,split,0.10990961421596912,0.6434121371278458,0.5335025229118767,6,216,raw-within-metric
BPIC15_1,duration,auc,equal-level,quality_level,0.005643952263835298,0.25868213215809943,0.25303817989426414,6,216,raw-within-metric
BPIC15_1,duration,auc,equal-level,rung,0.0892145260744849,0.6308337325250718,0.5416192064505869,3,216,raw-within-metric
BPIC15_1,duration,brier_skill,equal-level,learner,2.6762584228090418e-05,0.3787211042307209,0.37869434164649285,2,216,raw-within-metric
BPIC15_1,duration,brier_skill,equal-level,split,0.3061565243004424,0.8538864024129772,0.5477298781125348,6,216,raw-within-metric
BPIC15_1,duration,brier_skill,equal-level,quality_level,0.024747225181777906,0.2584425792662247,0.2336953540844468,6,216,raw-within-metric
BPIC15_1,duration,brier_skill,equal-level,rung,0.055354014291542984,0.3813340654912816,0.32598005119973866,3,216,raw-within-metric
BPIC15_1,duration,logloss_skill,equal-level,learner,0.056881038664194666,0.4260699294793012,0.36918889081510653,2,216,raw-within-metric
BPIC15_1,duration,logloss_skill,equal-level,split,0.26474478236489163,0.804993409285014,0.5402486269201223,6,216,raw-within-metric
BPIC15_1,duration,logloss_skill,equal-level,quality_level,0.0387737640162052,0.3416593641570036,0.3028856001407984,6,216,raw-within-metric
BPIC15_1,duration,logloss_skill,equal-level,rung,0.02759290792090747,0.287163198132489,0.2595702902115815,3,216,raw-within-metric
BPIC15_1,duration,nagelkerke,equal-level,learner,0.06182097228498795,0.4544936060936629,0.39267263380867495,2,216,raw-within-metric
BPIC15_1,duration,nagelkerke,equal-level,split,0.2634316490841704,0.8126933117942058,0.5492616627100354,6,216,raw-within-metric
BPIC15_1,duration,nagelkerke,equal-level,quality_level,0.04139414355284712,0.35633352366651266,0.31493938011366557,6,216,raw-within-metric
BPIC15_1,duration,nagelkerke,equal-level,rung,0.02384167845371869,0.22339907580508986,0.19955739735137118,3,216,raw-within-metric
BPIC15_1,handover,ap,equal-level,learner,0.01795012978798744,0.20803416820433868,0.19008403841635124,2,216,raw-within-metric
BPIC15_1,handover,ap,equal-level,split,0.01956305789447922,0.2798519646361773,0.2602889067416981,6,216,raw-within-metric
BPIC15_1,handover,ap,equal-level,quality_level,0.01640932536438239,0.2585856311162076,0.2421763057518252,6,216,raw-within-metric
BPIC15_1,handover,ap,equal-level,rung,0.6032461938038882,0.8667679144048622,0.263521720600974,3,216,raw-within-metric
BPIC15_1,handover,auc,equal-level,learner,0.02741971710402607,0.22745274637559887,0.2000330292715728,2,216,raw-within-metric
BPIC15_1,handover,auc,equal-level,split,0.041466225307991586,0.37077412673119725,0.32930790142320565,6,216,raw-within-metric
BPIC15_1,handover,auc,equal-level,quality_level,0.04328361211906006,0.26328122556612843,0.21999761344706836,6,216,raw-within-metric
BPIC15_1,handover,auc,equal-level,rung,0.4515176152072213,0.797655582505577,0.3461379672983557,3,216,raw-within-metric
BPIC15_1,handover,brier_skill,equal-level,learner,0.030360011448405194,0.4156048334851596,0.38524482203675436,2,216,raw-within-metric
BPIC15_1,handover,brier_skill,equal-level,split,0.15024758338296515,0.6262569622136497,0.4760093788306845,6,216,raw-within-metric
BPIC15_1,handover,brier_skill,equal-level,quality_level,0.16904107893876613,0.4735562291181465,0.30451515017938036,6,216,raw-within-metric
BPIC15_1,handover,brier_skill,equal-level,rung,0.07538689119822146,0.29163619975565286,0.2162493085574314,3,216,raw-within-metric
BPIC15_1,handover,logloss_skill,equal-level,learner,0.0013707286602882658,0.45993040614163216,0.4585596774813439,2,216,raw-within-metric
BPIC15_1,handover,logloss_skill,equal-level,split,0.07868882585166004,0.7795214203793667,0.7008325945277066,6,216,raw-within-metric
BPIC15_1,handover,logloss_skill,equal-level,quality_level,0.03624756807803803,0.24703242619142748,0.21078485811338946,6,216,raw-within-metric
BPIC15_1,handover,logloss_skill,equal-level,rung,0.025135371304267996,0.760031322506401,0.734895951202133,3,216,raw-within-metric
BPIC15_1,handover,nagelkerke,equal-level,learner,0.018338271203899484,0.4983040515395447,0.47996578033564524,2,216,raw-within-metric
BPIC15_1,handover,nagelkerke,equal-level,split,0.10978042280295883,0.8536098813378227,0.7438294585348638,6,216,raw-within-metric
BPIC15_1,handover,nagelkerke,equal-level,quality_level,0.001204543595513772,0.14600942839371592,0.14480488479820214,6,216,raw-within-metric
BPIC15_1,handover,nagelkerke,equal-level,rung,0.04406358603515158,0.7358400501835555,0.6917764641484039,3,216,raw-within-metric
BPIC15_3,duration,ap,equal-level,learner,0.0009526124704584873,0.27197015456697243,0.27101754209651396,2,216,raw-within-metric
BPIC15_3,duration,ap,equal-level,split,0.2306982932660425,0.677139660040043,0.4464413667740005,6,216,raw-within-metric
BPIC15_3,duration,ap,equal-level,quality_level,0.13422987407739717,0.33153407170463,0.19730419762723284,6,216,raw-within-metric
BPIC15_3,duration,ap,equal-level,rung,0.10750908261881445,0.49174327916896904,0.38423419655015456,3,216,raw-within-metric
BPIC15_3,duration,auc,equal-level,learner,0.010610154900627023,0.28394410002212195,0.27333394512149495,2,216,raw-within-metric
BPIC15_3,duration,auc,equal-level,split,0.28676461366920647,0.7303253924663249,0.4435607787971184,6,216,raw-within-metric
BPIC15_3,duration,auc,equal-level,quality_level,0.15561888826593878,0.3416434264705829,0.1860245382046441,6,216,raw-within-metric
BPIC15_3,duration,auc,equal-level,rung,0.025274333317629544,0.3904275616764026,0.36515322835877306,3,216,raw-within-metric
BPIC15_3,duration,brier_skill,equal-level,learner,0.0023572736952382095,0.38272689495106743,0.38036962125582924,2,216,raw-within-metric
BPIC15_3,duration,brier_skill,equal-level,split,0.28678645666411573,0.7764256059282315,0.4896391492641158,6,216,raw-within-metric
BPIC15_3,duration,brier_skill,equal-level,quality_level,0.08136857952376302,0.2660354821275893,0.1846669026038263,6,216,raw-within-metric
BPIC15_3,duration,brier_skill,equal-level,rung,0.022601843219714035,0.40225313579561567,0.37965129257590163,3,216,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,learner,0.015045183236082732,0.4024287768116791,0.3873835935755964,2,216,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,split,0.30459835867277785,0.832005581153036,0.5274072224802582,6,216,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,quality_level,0.035390766628284324,0.2673290355077025,0.23193826887941815,6,216,raw-within-metric
BPIC15_3,duration,logloss_skill,equal-level,rung,0.022199355971436942,0.3629211352301154,0.3407217792586784,3,216,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,learner,0.002930026004824768,0.42480708161610137,0.4218770556112766,2,216,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,split,0.2746827735066498,0.8485827581762089,0.573899984669559,6,216,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,quality_level,0.021920463920615797,0.22527879554787614,0.20335833162726033,6,216,raw-within-metric
BPIC15_3,duration,nagelkerke,equal-level,rung,0.04308895064357194,0.4123232470216767,0.3692342963781048,3,216,raw-within-metric
BPIC15_3,handover,ap,equal-level,learner,0.0011134105815855191,0.11200544894949564,0.11089203836791012,2,216,raw-within-metric
BPIC15_3,handover,ap,equal-level,split,0.29593865848118184,0.7609509490563261,0.46501229057514426,6,216,raw-within-metric
BPIC15_3,handover,ap,equal-level,quality_level,0.009848944828061448,0.1634302810378706,0.15358133620980916,6,216,raw-within-metric
BPIC15_3,handover,ap,equal-level,rung,0.21445176664641788,0.5970345580107721,0.38258279136435425,3,216,raw-within-metric
BPIC15_3,handover,auc,equal-level,learner,0.021165087161018555,0.4842433251125827,0.46307823795156416,2,216,raw-within-metric
BPIC15_3,handover,auc,equal-level,split,0.17583448175558872,0.7605353917770248,0.5847009100214361,6,216,raw-within-metric
BPIC15_3,handover,auc,equal-level,quality_level,0.0026698717976016864,0.1554519649926111,0.1527820931950094,6,216,raw-within-metric
BPIC15_3,handover,auc,equal-level,rung,0.20137114736680464,0.6072513934359447,0.4058802460691401,3,216,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,learner,0.013813860862033978,0.4156842135616902,0.40187035269965626,2,216,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,split,0.24021170313388296,0.7875662392801919,0.5473545361463089,6,216,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,quality_level,0.01748082286811238,0.2683534162308767,0.25087259336276435,6,216,raw-within-metric
BPIC15_3,handover,brier_skill,equal-level,rung,0.06622527985517727,0.47443984771950665,0.40821456786432936,3,216,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,learner,6.751345351672337e-06,0.45441656411523557,0.4544098127698839,2,216,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,split,0.18903048792291108,0.7047463324499157,0.5157158445270046,6,216,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,quality_level,0.002579508229602486,0.2134831037017472,0.2109035954721447,6,216,raw-within-metric
BPIC15_3,handover,logloss_skill,equal-level,rung,0.12845775162828532,0.5792138524947765,0.4507561008664912,3,216,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,learner,0.0018082608871901552,0.4736237144172326,0.47181545353004245,2,216,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,split,0.16375235585490738,0.724963457798315,0.5612111019434076,6,216,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,quality_level,0.003611092404342006,0.23143062818286916,0.22781953577852715,6,216,raw-within-metric
BPIC15_3,handover,nagelkerke,equal-level,rung,0.12141247429439923,0.5966521728370386,0.4752396985426394,3,216,raw-within-metric
BPIC15_4,duration,ap,equal-level,learner,0.004100254257573206,0.40638856628610104,0.40228831202852783,2,216,raw-within-metric
BPIC15_4,duration,ap,equal-level,split,0.31092663456029357,0.898205873731516,0.5872792391712224,6,216,raw-within-metric
BPIC15_4,duration,ap,equal-level,quality_level,0.024599834529856177,0.40699528712298183,0.38239545259312563,6,216,raw-within-metric
BPIC15_4,duration,ap,equal-level,rung,0.018275714834877402,0.3409693982332299,0.3226936833983525,3,216,raw-within-metric
BPIC15_4,duration,auc,equal-level,learner,0.010443674220043789,0.3368566435715963,0.3264129693515525,2,216,raw-within-metric
BPIC15_4,duration,auc,equal-level,split,0.3535415282251081,0.9222878711226358,0.5687463428975277,6,216,raw-within-metric
BPIC15_4,duration,auc,equal-level,quality_level,0.004077641705023909,0.23537938187120197,0.23130174016617805,6,216,raw-within-metric
BPIC15_4,duration,auc,equal-level,rung,0.011174031101663576,0.43057886845999394,0.41940483735833034,3,216,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,learner,0.06008521103520848,0.6147570851589347,0.5546718741237262,2,216,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,split,0.0969049105112219,0.8161676668574787,0.7192627563462568,6,216,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,quality_level,0.0149714677316667,0.46728969358574074,0.45231822585407405,6,216,raw-within-metric
BPIC15_4,duration,brier_skill,equal-level,rung,0.023166638142123705,0.2708977646251702,0.24773112648304646,3,216,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,learner,0.10972556522325429,0.6220783844780726,0.5123528192548183,2,216,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,split,0.11140936238747651,0.7833392467375199,0.6719298843500434,6,216,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,quality_level,0.026389874177903366,0.4706262001332203,0.4442363259553169,6,216,raw-within-metric
BPIC15_4,duration,logloss_skill,equal-level,rung,0.007552474969541922,0.17020323492010034,0.16265075995055842,3,216,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,learner,0.1507379865843338,0.6460069535637875,0.49526896697945366,2,216,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,split,0.07528011459729089,0.7301717575676379,0.654891642970347,6,216,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,quality_level,0.040601806333383984,0.5659072391565716,0.5253054328231876,6,216,raw-within-metric
BPIC15_4,duration,nagelkerke,equal-level,rung,0.0011241597118490751,0.09325153521536504,0.09212737550351596,3,216,raw-within-metric
BPIC15_4,handover,ap,equal-level,learner,0.014326424899546648,0.45539792240994387,0.4410714975103972,2,216,raw-within-metric
BPIC15_4,handover,ap,equal-level,split,0.10868971839804674,0.7765992126633504,0.6679094942653037,6,216,raw-within-metric
BPIC15_4,handover,ap,equal-level,quality_level,0.018132515550856432,0.2920176845571393,0.27388516900628285,6,216,raw-within-metric
BPIC15_4,handover,ap,equal-level,rung,0.08933448987686697,0.6539856678304355,0.5646511779535686,3,216,raw-within-metric
BPIC15_4,handover,auc,equal-level,learner,0.019044347868022397,0.5686782885626047,0.5496339406945823,2,216,raw-within-metric
BPIC15_4,handover,auc,equal-level,split,0.07663330026166167,0.7168204299055172,0.6401871296438555,6,216,raw-within-metric
BPIC15_4,handover,auc,equal-level,quality_level,0.0763206301301188,0.4895629175616711,0.4132422874315523,6,216,raw-within-metric
BPIC15_4,handover,auc,equal-level,rung,0.029450905431092543,0.4228144392299587,0.3933635337988662,3,216,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,learner,0.053128024281860836,0.5399010478954889,0.48677302361362806,2,216,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,split,0.019413599143142425,0.6623217143971798,0.6429081152540373,6,216,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,quality_level,0.09833148823239095,0.6220279668786751,0.5236964786462842,6,216,raw-within-metric
BPIC15_4,handover,brier_skill,equal-level,rung,0.036381537962761154,0.44059070301846476,0.4042091650557036,3,216,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,learner,0.1817911060448609,0.6154153493798991,0.43362424333503813,2,216,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,split,0.03481567832065781,0.6726533701711825,0.6378376918505247,6,216,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,quality_level,0.02572014710442144,0.41162668374532413,0.3859065366409027,6,216,raw-within-metric
BPIC15_4,handover,logloss_skill,equal-level,rung,0.02797563008478106,0.4830707044480539,0.45509507436327284,3,216,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,learner,0.021653963214319682,0.5134532254092599,0.4917992621949402,2,216,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,split,0.05041350595361814,0.8369571925959147,0.7865436866422966,6,216,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,quality_level,0.03132673464871263,0.4547025142459008,0.4233757795971882,6,216,raw-within-metric
BPIC15_4,handover,nagelkerke,equal-level,rung,0.0348474990573713,0.4700783476672386,0.4352308486098673,3,216,raw-within-metric
BPIC15_5,duration,ap,equal-level,learner,0.0779840223081969,0.46215368901305387,0.38416966670485697,2,216,raw-within-metric
BPIC15_5,duration,ap,equal-level,split,0.01737140107572854,0.6746142555974727,0.6572428545217441,6,216,raw-within-metric
BPIC15_5,duration,ap,equal-level,quality_level,0.0763318584946047,0.4210480319092088,0.3447161734146041,6,216,raw-within-metric
BPIC15_5,duration,ap,equal-level,rung,0.07889077553802568,0.5865765527029874,0.5076857771649617,3,216,raw-within-metric
BPIC15_5,duration,auc,equal-level,learner,0.057259595093687415,0.4895933117896361,0.43233371669594867,2,216,raw-within-metric
BPIC15_5,duration,auc,equal-level,split,0.1303311740167797,0.8336511658062479,0.7033199917894681,6,216,raw-within-metric
BPIC15_5,duration,auc,equal-level,quality_level,0.026104225195965745,0.28622301020142993,0.2601187850054642,6,216,raw-within-metric
BPIC15_5,duration,auc,equal-level,rung,0.028467641713421355,0.6397068336954271,0.6112391919820058,3,216,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,learner,0.07100384512017356,0.4022445131826613,0.33124066806248775,2,216,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,split,0.03567153611137504,0.6994770252526318,0.6638054891412567,6,216,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,quality_level,0.041553180530304615,0.3273580221943202,0.2858048416640156,6,216,raw-within-metric
BPIC15_5,duration,brier_skill,equal-level,rung,0.12357312972862709,0.6222063770985259,0.4986332473698988,3,216,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,learner,0.15419927803401373,0.47908282171727357,0.32488354368325983,2,216,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,split,0.04196659577467455,0.6833819752594784,0.6414153794848039,6,216,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,quality_level,0.045629497974117514,0.3594847587696763,0.31385526079555875,6,216,raw-within-metric
BPIC15_5,duration,logloss_skill,equal-level,rung,0.05747275318881146,0.5318266461374923,0.47435389294868086,3,216,raw-within-metric
BPIC15_5,duration,nagelkerke,equal-level,learner,0.09982319718332938,0.5142678569230164,0.41444465973968697,2,216,raw-within-metric
BPIC15_5,duration,nagelkerke,equal-level,split,0.03010348595263011,0.7804458341434753,0.7503423481908452,6,216,raw-within-metric
BPIC15_5,duration,nagelkerke,equal-level,quality_level,0.014020755496696444,0.24014186333018894,0.22612110783349249,6,216,raw-within-metric
BPIC15_5,duration,nagelkerke,equal-level,rung,0.04798511701612835,0.6710535965605232,0.6230684795443948,3,216,raw-within-metric
BPIC17,duration,ap,equal-level,learner,0.029708898094546615,0.2110403566223979,0.1813314585278513,2,216,raw-within-metric
BPIC17,duration,ap,equal-level,split,0.2142628089438736,0.4371302459015312,0.22286743695765762,6,216,raw-within-metric
BPIC17,duration,ap,equal-level,quality_level,0.2802698164652674,0.47060396463530185,0.19033414817003447,6,216,raw-within-metric
BPIC17,duration,ap,equal-level,rung,0.15138124216128124,0.3585535152808452,0.207172273119564,3,216,raw-within-metric
BPIC17,duration,auc,equal-level,learner,0.012796886699337495,0.16768605626563846,0.15488916956630097,2,216,raw-within-metric
BPIC17,duration,auc,equal-level,split,0.19109885708019195,0.41895159345163957,0.22785273637144762,6,216,raw-within-metric
BPIC17,duration,auc,equal-level,quality_level,0.08043293473906217,0.21467578322463346,0.13424284848557128,6,216,raw-within-metric
BPIC17,duration,auc,equal-level,rung,0.3854616897074811,0.633606638415993,0.24814494870851184,3,216,raw-within-metric
BPIC17,duration,brier_skill,equal-level,learner,4.8059452941959874e-05,0.3183097988519653,0.31826173939902336,2,216,raw-within-metric
BPIC17,duration,brier_skill,equal-level,split,0.34964037582223273,0.8481804309843125,0.4985400551620798,6,216,raw-within-metric
BPIC17,duration,brier_skill,equal-level,quality_level,0.059054672229401195,0.37134854791945254,0.31229387569005135,6,216,raw-within-metric
BPIC17,duration,brier_skill,equal-level,rung,0.0013564457882358737,0.318461862040585,0.31710541625234917,3,216,raw-within-metric
BPIC17,duration,logloss_skill,equal-level,learner,0.0003381704338240869,0.3248559245052372,0.3245177540714131,2,216,raw-within-metric
BPIC17,duration,logloss_skill,equal-level,split,0.3461847673177833,0.840570203770416,0.4943854364526327,6,216,raw-within-metric
BPIC17,duration,logloss_skill,equal-level,quality_level,0.06156679576893666,0.381311415201951,0.31974461943301435,6,216,raw-within-metric
BPIC17,duration,logloss_skill,equal-level,rung,0.0004991736885865164,0.308745510111164,0.3082463364225775,3,216,raw-within-metric
BPIC17,duration,nagelkerke,equal-level,learner,0.00032335184588450907,0.3247394733884113,0.3244161215425268,2,216,raw-within-metric
BPIC17,duration,nagelkerke,equal-level,split,0.3463960498336197,0.8410382107301321,0.49464216089651236,6,216,raw-within-metric
BPIC17,duration,nagelkerke,equal-level,quality_level,0.0611432951522577,0.3806668552686398,0.3195235601163821,6,216,raw-within-metric
BPIC17,duration,nagelkerke,equal-level,rung,0.0004496749280892627,0.3098549642439475,0.3094052893158582,3,216,raw-within-metric
