log,R_reference,baseline_lo,baseline_hi,metric_lo,metric_hi,threshold_lo,threshold_hi,threshold_n,threshold_lo_stable,threshold_hi_stable,threshold_n_stable,population_lo,population_hi,baseline_spread,metric_spread,threshold_spread,population_spread,threshold_stable_spread
BPIC13_incidents,0.37845470039768503,0.3560088759368768,0.8228764892431639,0.14710478834014618,0.48409780620567633,-38.50000000000017,6.999999999997011,17,-0.42028985507246364,0.8719632304661857,11,-0.8557384545039608,0.43745343157546,0.4668676133062871,0.33699301786553015,45.49999999999718,1.2931918860794207,1.2922530855386494
BPIC14,0.3495940642641149,0.009963291236232963,0.5752401738454915,0.07967049738198706,0.38085051237602097,-16.63793103448244,0.6935064935064901,25,-1.727544910179617,0.6935064935064901,14,0.22762204253004592,0.4063920703180468,0.5652768826092586,0.3011800149940339,17.33143752798893,0.17877002778800088,2.421051403686107
BPIC19,0.4711233345501765,0.18978930841999653,0.8440169714254364,0.4711233345501765,0.6757336634057954,-18.6146204788588,8.027027027026985,23,-7.502101428971688,1.5703902221139385,17,0.46232172453104814,0.5475585012045476,0.6542276630054399,0.20461032885561892,26.641647505885786,0.08523677667349949,9.072491651085627
