n_worlds,n_reps,n_rows,n_boot,n_train,n_test,coverage_naive_min,coverage_nested_basic_min,coverage_nested_basic_median,coverage_nested_bc_min,coverage_nested_bc_median,max_bootstrap_shift,coverage_naive_median,coverage_nested_min,coverage_nested_median,width_ratio_median,bias_vs_limit_max,bias_vs_oracle_max,runtime_s
6,200,1200,100,4000,2000,0.635,0.91,0.9225000000000001,0.675,0.92,0.03740882444403071,0.9125000000000001,0.42,0.9424999999999999,1.0892765348433706,0.011619302284618476,0.015712560634493153,2706.5
