n_decompositions,n_components,components_sum_to_one,interaction_total_median,interaction_total_lo,interaction_total_hi,interaction_total_min,interaction_total_max,largest_involvement_median,largest_first_order_median,n_invariance_tests,n_invariance_passed,measure_spread,n_measures_interaction_leads,concentrated_first_order,concentrated_exceeds,equal_exceeds,n_boot_decompositions,runtime_s,top_index,top_axis,top_pair,top_metric,n_axes_leading,modal_leading_axis,modal_leading_share,S_learner_median,S_split_median,S_quality_level_median,S_rung_median,Sh_learner_median,Sh_split_median,Sh_quality_level_median,Sh_rung_median,Sh_metric_median
304,4864,304,0.5599687766933723,0.4094815564505344,0.6077354317003761,0.2326212865669144,0.7927453503798446,0.43710335833896496,0.28678360403471226,7,7,0.3794195768535337,3,0.3917077587291871,12,6,38000,33.6,0.7703771966342023,rung,UCI498 / duration,auc,4,split,0.5052631578947369,0.03580465456427245,0.18903048792291102,0.041553180530304615,0.05535401429154298,0.02570409791187543,0.0944130856876403,0.027439258899489356,0.018919543575710872,0.10112951505469409
