log,instrument,population,regime,b_lo,b_hi,V_lo,V_hi,R
BPIC14,nb_0.375,0.5,rare-first,empty,B0+g,0.004706050636532733,0.006007724216850252,-0.2765957446808416
BPIC14,nb_0.375,0.5,rare-first,B0_half,B0,0.0048490916893149105,0.0048490916893149105,0.0
BPIC14,nb_0.375,0.5,rare-first,B0_half,B0+g,0.0048490916893149105,0.006007724216850252,-0.23893805309732863
BPIC14,nb_0.375,0.5,rare-first,B0,B0+g,0.0048490916893149105,0.006007724216850252,-0.23893805309732863
BPIC14,nb_0.375,0.75,rare-first,empty,B0_half,0.005106565584322653,0.005678729795451254,-0.11204481792717313
BPIC14,nb_0.375,0.75,rare-first,empty,B0,0.005106565584322653,0.005678729795451254,-0.11204481792717313
BPIC14,nb_0.375,0.75,rare-first,empty,B0+g,0.005106565584322653,0.0076240881132885185,-0.4929971988795667
BPIC14,nb_0.375,0.75,rare-first,B0_half,B0,0.005678729795451254,0.005678729795451254,0.0
BPIC14,nb_0.375,0.75,rare-first,B0_half,B0+g,0.005678729795451254,0.0076240881132885185,-0.3425692695214211
BPIC14,nb_0.375,0.75,rare-first,B0,B0+g,0.005678729795451254,0.0076240881132885185,-0.3425692695214211
BPIC14,nb_0.375,1.0,full,empty,B0_half,0.0050064368473751175,0.005592905163781969,-0.11714285714286765
BPIC14,nb_0.375,1.0,full,empty,B0,0.0050064368473751175,0.005735946216564147,-0.14571428571430256
BPIC14,nb_0.375,1.0,full,empty,B0+g,0.0050064368473751175,0.007824345587183479,-0.5628571428571589
BPIC14,nb_0.375,1.0,full,B0_half,B0,0.005592905163781969,0.005735946216564147,-0.025575447570337806
BPIC14,nb_0.375,1.0,full,B0_half,B0+g,0.005592905163781969,0.007824345587183479,-0.398976982097188
BPIC14,nb_0.375,1.0,full,B0,B0+g,0.005735946216564147,0.007824345587183479,-0.36408977556109146
BPIC14,nb_0.400,0.5,random,empty,B0_half,0.0030277022838887113,0.0028846612311065334,0.04724409448820022
BPIC14,nb_0.400,0.5,random,empty,B0,0.0030277022838887113,0.0028846612311065334,0.04724409448820022
BPIC14,nb_0.400,0.5,random,empty,B0+g,0.0030277022838887113,0.0038382682496543863,-0.2677165354331348
BPIC14,nb_0.400,0.5,random,B0_half,B0,0.0028846612311065334,0.0028846612311065334,0.0
BPIC14,nb_0.400,0.5,random,B0_half,B0+g,0.0028846612311065334,0.0038382682496543863,-0.3305785123967768
BPIC14,nb_0.400,0.5,random,B0,B0+g,0.0028846612311065334,0.0038382682496543863,-0.3305785123967768
BPIC14,nb_0.400,0.5,rare-first,empty,B0_half,0.005292518952939473,0.005435560005721651,-0.027027027027032746
BPIC14,nb_0.400,0.5,rare-first,empty,B0,0.005292518952939473,0.005435560005721651,-0.027027027027032746
BPIC14,nb_0.400,0.5,rare-first,empty,B0+g,0.005292518952939473,0.007128212463643813,-0.34684684684686706
BPIC14,nb_0.400,0.5,rare-first,B0_half,B0,0.005435560005721651,0.005435560005721651,0.0
BPIC14,nb_0.400,0.5,rare-first,B0_half,B0+g,0.005435560005721651,0.007128212463643813,-0.31140350877194245
BPIC14,nb_0.400,0.5,rare-first,B0,B0+g,0.005435560005721651,0.007128212463643813,-0.31140350877194245
BPIC14,nb_0.400,0.75,rare-first,empty,B0_half,0.00617460544509596,0.006651408954369886,-0.07722007722009461
BPIC14,nb_0.400,0.75,rare-first,empty,B0,0.00617460544509596,0.006651408954369886,-0.07722007722009461
BPIC14,nb_0.400,0.75,rare-first,empty,B0+g,0.00617460544509596,0.00913078720259397,-0.47876447876453243
BPIC14,nb_0.400,0.75,rare-first,B0_half,B0,0.006651408954369886,0.006651408954369886,0.0
BPIC14,nb_0.400,0.75,rare-first,B0_half,B0+g,0.006651408954369886,0.00913078720259397,-0.3727598566308521
BPIC14,nb_0.400,0.75,rare-first,B0,B0+g,0.006651408954369886,0.00913078720259397,-0.3727598566308521
BPIC14,nb_0.400,1.0,full,empty,B0_half,0.006246125971486993,0.006317646497878138,-0.011450381679400934
BPIC14,nb_0.400,1.0,full,empty,B0,0.006246125971486993,0.006436847375196675,-0.030534351145063088
BPIC14,nb_0.400,1.0,full,empty,B0+g,0.006246125971486993,0.009536070185476642,-0.5267175572519589
BPIC14,nb_0.400,1.0,full,B0_half,B0,0.006317646497878138,0.006436847375196675,-0.01886792452831476
BPIC14,nb_0.400,1.0,full,B0_half,B0+g,0.006317646497878138,0.009536070185476642,-0.5094339622641837
BPIC14,nb_0.400,1.0,full,B0,B0+g,0.006436847375196675,0.009536070185476642,-0.48148148148149494
BPIC14,nb_0.425,0.5,random,empty,B0_half,0.0036444372578408046,0.0034298756786674822,0.05887372013654646
BPIC14,nb_0.425,0.5,random,empty,B0,0.0036444372578408046,0.0034298756786674822,0.05887372013654646
BPIC14,nb_0.425,0.5,random,empty,B0+g,0.0036444372578408046,0.00470169721318725,-0.2901023890785359
BPIC14,nb_0.425,0.5,random,B0_half,B0,0.0034298756786674822,0.0034298756786674822,0.0
BPIC14,nb_0.425,0.5,random,B0_half,B0+g,0.0034298756786674822,0.00470169721318725,-0.3708068902992645
BPIC14,nb_0.425,0.5,random,B0,B0+g,0.0034298756786674822,0.00470169721318725,-0.3708068902992645
BPIC14,nb_0.425,0.5,rare-first,empty,B0_half,0.0059299845142511964,0.006073025567033263,-0.02412165705294922
BPIC14,nb_0.425,0.5,rare-first,empty,B0,0.0059299845142511964,0.006073025567033263,-0.02412165705294922
BPIC14,nb_0.425,0.5,rare-first,empty,B0+g,0.0059299845142511964,0.0070556554078847755,-0.1898269533298642
BPIC14,nb_0.425,0.5,rare-first,B0_half,B0,0.006073025567033263,0.006073025567033263,0.0
BPIC14,nb_0.425,0.5,rare-first,B0_half,B0+g,0.006073025567033263,0.0070556554078847755,-0.1618023553507839
BPIC14,nb_0.425,0.5,rare-first,B0,B0+g,0.006073025567033263,0.0070556554078847755,-0.1618023553507839
BPIC14,nb_0.425,0.75,rare-first,empty,B0_half,0.007335518337240998,0.0076433675595329875,-0.041966935142006
BPIC14,nb_0.425,0.75,rare-first,empty,B0,0.007335518337240998,0.007263997810849965,0.009749894022885619
BPIC14,nb_0.425,0.75,rare-first,empty,B0+g,0.007335518337240998,0.010311394152730635,-0.4056803730394476
BPIC14,nb_0.425,0.75,rare-first,B0_half,B0,0.0076433675595329875,0.007263997810849965,0.04963384865743681
BPIC14,nb_0.425,0.75,rare-first,B0_half,B0+g,0.0076433675595329875,0.010311394152730635,-0.3490642799023871
BPIC14,nb_0.425,0.75,rare-first,B0,B0+g,0.007263997810849965,0.010311394152730635,-0.419520547945222
BPIC14,nb_0.425,1.0,full,empty,B0_half,0.00750032650675081,0.007677573028676554,-0.023631840796025427
BPIC14,nb_0.425,1.0,full,empty,B0,0.00750032650675081,0.007677573028676554,-0.023631840796025427
BPIC14,nb_0.425,1.0,full,empty,B0+g,0.00750032650675081,0.011340667815141314,-0.5120232172471337
BPIC14,nb_0.425,1.0,full,B0_half,B0,0.007677573028676554,0.007677573028676554,0.0
BPIC14,nb_0.425,1.0,full,B0_half,B0+g,0.007677573028676554,0.011340667815141314,-0.47711624139330366
BPIC14,nb_0.425,1.0,full,B0,B0+g,0.007677573028676554,0.011340667815141314,-0.47711624139330366
BPIC14,nb_0.450,0.5,random,empty,B0_half,0.004317239047606725,0.0036930599081936855,0.1445783132530164
BPIC14,nb_0.450,0.5,random,empty,B0,0.004317239047606725,0.003888115889260191,0.09939759036146478
BPIC14,nb_0.450,0.5,random,empty,B0+g,0.004317239047606725,0.005604608522646104,-0.29819277108434306
BPIC14,nb_0.450,0.5,random,B0_half,B0,0.0036930599081936855,0.003888115889260191,-0.05281690140843387
BPIC14,nb_0.450,0.5,random,B0_half,B0+g,0.0036930599081936855,0.005604608522646104,-0.5176056338028312
BPIC14,nb_0.450,0.5,random,B0,B0+g,0.003888115889260191,0.005604608522646104,-0.4414715719063913
BPIC14,nb_0.450,0.5,rare-first,empty,B0_half,0.0066254014902277225,0.0066254014902277225,0.0
BPIC14,nb_0.450,0.5,rare-first,empty,B0,0.0066254014902277225,0.0066254014902277225,0.0
BPIC14,nb_0.450,0.5,rare-first,empty,B0+g,0.0066254014902277225,0.006053237279099122,0.0863591756624148
BPIC14,nb_0.450,0.5,rare-first,B0_half,B0,0.0066254014902277225,0.0066254014902277225,0.0
BPIC14,nb_0.450,0.5,rare-first,B0_half,B0+g,0.0066254014902277225,0.006053237279099122,0.0863591756624148
BPIC14,nb_0.450,0.5,rare-first,B0,B0+g,0.0066254014902277225,0.006053237279099122,0.0863591756624148
BPIC14,nb_0.450,0.75,rare-first,empty,B0_half,0.008601968765035495,0.008517444506573324,0.009826152683294676
BPIC14,nb_0.450,0.75,rare-first,empty,B0,0.008601968765035495,0.008517444506573324,0.009826152683294676
BPIC14,nb_0.450,0.75,rare-first,empty,B0+g,0.008601968765035495,0.010890625609550009,-0.2660619803477129
BPIC14,nb_0.450,0.75,rare-first,B0_half,B0,0.008517444506573324,0.008517444506573324,0.0
BPIC14,nb_0.450,0.75,rare-first,B0_half,B0+g,0.008517444506573324,0.010890625609550009,-0.27862595419849057
BPIC14,nb_0.450,0.75,rare-first,B0,B0+g,0.008517444506573324,0.010890625609550009,-0.27862595419849057
BPIC14,nb_0.450,1.0,full,empty,B0_half,0.008868545272493256,0.009057099387524081,-0.021260997067427345
BPIC14,nb_0.450,1.0,full,empty,B0,0.008868545272493256,0.009057099387524081,-0.021260997067427345
BPIC14,nb_0.450,1.0,full,empty,B0+g,0.008868545272493256,0.012308032405300429,-0.38782991202346473
BPIC14,nb_0.450,1.0,full,B0_half,B0,0.009057099387524081,0.009057099387524081,0.0
BPIC14,nb_0.450,1.0,full,B0_half,B0+g,0.009057099387524081,0.012308032405300429,-0.3589375448672256
BPIC14,nb_0.450,1.0,full,B0,B0+g,0.009057099387524081,0.012308032405300429,-0.3589375448672256
BPIC14,nb_0.475,0.5,random,empty,B0_half,0.004883830230704711,0.004519416120045361,0.07461645746166057
BPIC14,nb_0.475,0.5,random,empty,B0,0.004883830230704711,0.004454707072358288,0.0878661087866075
BPIC14,nb_0.475,0.5,random,empty,B0+g,0.004883830230704711,0.008354278630347767,-0.7105997210599779
BPIC14,nb_0.475,0.5,random,B0_half,B0,0.004519416120045361,0.004454707072358288,0.01431801055009363
BPIC14,nb_0.475,0.5,random,B0_half,B0+g,0.004519416120045361,0.008354278630347767,-0.8485305199698929
BPIC14,nb_0.475,0.5,random,B0,B0+g,0.004454707072358288,0.008354278630347767,-0.8753822629969414
BPIC14,nb_0.475,0.5,rare-first,empty,B0_half,0.007387048654392325,0.007244007601610147,0.019363762102355464
BPIC14,nb_0.475,0.5,rare-first,empty,B0,0.007387048654392325,0.007244007601610147,0.019363762102355464
BPIC14,nb_0.475,0.5,rare-first,empty,B0+g,0.007387048654392325,0.008759561613230549,-0.18579990779160904
BPIC14,nb_0.475,0.5,rare-first,B0_half,B0,0.007244007601610147,0.007244007601610147,0.0
BPIC14,nb_0.475,0.5,rare-first,B0_half,B0+g,0.007244007601610147,0.008759561613230549,-0.20921485660555272
BPIC14,nb_0.475,0.5,rare-first,B0,B0+g,0.007244007601610147,0.008759561613230549,-0.20921485660555272
BPIC14,nb_0.475,0.75,rare-first,empty,B0_half,0.009989033519286594,0.0099107015141916,0.007841800204569593
BPIC14,nb_0.475,0.75,rare-first,empty,B0,0.009989033519286594,0.0099107015141916,0.007841800204569593
BPIC14,nb_0.475,0.75,rare-first,empty,B0+g,0.009989033519286594,0.01382730176894087,-0.3842482100238662
BPIC14,nb_0.475,0.75,rare-first,B0_half,B0,0.0099107015141916,0.0099107015141916,0.0
BPIC14,nb_0.475,0.75,rare-first,B0_half,B0+g,0.0099107015141916,0.01382730176894087,-0.3951890034364274
BPIC14,nb_0.475,0.75,rare-first,B0,B0+g,0.0099107015141916,0.01382730176894087,-0.3951890034364274
BPIC14,nb_0.475,1.0,full,empty,B0_half,0.010496488682728122,0.010820033921163819,-0.0308241401687106
BPIC14,nb_0.475,1.0,full,empty,B0,0.010496488682728122,0.010820033921163819,-0.0308241401687106
BPIC14,nb_0.475,1.0,full,empty,B0+g,0.010496488682728122,0.01438243728330979,-0.37021414665801156
BPIC14,nb_0.475,1.0,full,B0_half,B0,0.010820033921163819,0.010820033921163819,0.0
BPIC14,nb_0.475,1.0,full,B0_half,B0+g,0.010820033921163819,0.01438243728330979,-0.32924142272585355
BPIC14,nb_0.475,1.0,full,B0,B0+g,0.010820033921163819,0.01438243728330979,-0.32924142272585355
BPIC14,nb_0.500,0.5,random,empty,B0_half,0.005721642111286007,0.005292518952939473,0.0750000000000145
BPIC14,nb_0.500,0.5,random,empty,B0,0.005721642111286007,0.005364039479330618,0.06250000000000244
BPIC14,nb_0.500,0.5,random,empty,B0+g,0.005721642111286007,0.008439422114146722,-0.47499999999997566
BPIC14,nb_0.500,0.5,random,B0_half,B0,0.005292518952939473,0.005364039479330618,-0.01351351351352692
BPIC14,nb_0.500,0.5,random,B0_half,B0+g,0.005292518952939473,0.008439422114146722,-0.5945945945945934
BPIC14,nb_0.500,0.5,random,B0,B0+g,0.005364039479330618,0.008439422114146722,-0.5733333333333115
BPIC14,nb_0.500,0.5,rare-first,empty,B0_half,0.00822486053497351,0.008010298955800299,0.02608695652173787
BPIC14,nb_0.500,0.5,rare-first,empty,B0,0.00822486053497351,0.008010298955800299,0.02608695652173787
BPIC14,nb_0.500,0.5,rare-first,empty,B0+g,0.00822486053497351,0.008725504219711078,-0.06086956521739739
BPIC14,nb_0.500,0.5,rare-first,B0_half,B0,0.008010298955800299,0.008010298955800299,0.0
BPIC14,nb_0.500,0.5,rare-first,B0_half,B0+g,0.008010298955800299,0.008725504219711078,-0.08928571428571908
BPIC14,nb_0.500,0.5,rare-first,B0,B0+g,0.008010298955800299,0.008725504219711078,-0.08928571428571908
BPIC14,nb_0.500,0.75,rare-first,empty,B0_half,0.011514804748962937,0.011443284222571903,0.0062111801242200615
BPIC14,nb_0.500,0.75,rare-first,empty,B0,0.011514804748962937,0.011443284222571903,0.0062111801242200615
BPIC14,nb_0.500,0.75,rare-first,empty,B0+g,0.011514804748962937,0.01530539264768993,-0.32919254658385655
BPIC14,nb_0.500,0.75,rare-first,B0_half,B0,0.011443284222571903,0.011443284222571903,0.0
BPIC14,nb_0.500,0.75,rare-first,B0_half,B0+g,0.011443284222571903,0.01530539264768993,-0.3375000000000008
BPIC14,nb_0.500,0.75,rare-first,B0,B0+g,0.011443284222571903,0.01530539264768993,-0.3375000000000008
BPIC14,nb_0.500,1.0,full,empty,B0_half,0.012158489486482682,0.01251609211843796,-0.029411764705874477
BPIC14,nb_0.500,1.0,full,empty,B0,0.012158489486482682,0.01251609211843796,-0.029411764705874477
BPIC14,nb_0.500,1.0,full,empty,B0+g,0.012158489486482682,0.016449721069947132,-0.3529411764705861
BPIC14,nb_0.500,1.0,full,B0_half,B0,0.01251609211843796,0.01251609211843796,0.0
BPIC14,nb_0.500,1.0,full,B0_half,B0+g,0.01251609211843796,0.016449721069947132,-0.31428571428572205
BPIC14,nb_0.500,1.0,full,B0,B0+g,0.01251609211843796,0.016449721069947132,-0.31428571428572205
BPIC14,nb_0.525,0.5,random,empty,B0_half,0.0066476447161387675,0.0065573029985921405,0.013590033975086069
BPIC14,nb_0.525,0.5,random,empty,B0,0.0066476447161387675,0.006628823524983174,0.002831257078149907
BPIC14,nb_0.525,0.5,random,empty,B0+g,0.0066476447161387675,0.0015358091982925481,0.7689694224235541
BPIC14,nb_0.525,0.5,random,B0_half,B0,0.0065573029985921405,0.006628823524983174,-0.010907003444310615
BPIC14,nb_0.525,0.5,random,B0_half,B0+g,0.0065573029985921405,0.0015358091982925481,0.7657864523536143
BPIC14,nb_0.525,0.5,random,B0,B0+g,0.006628823524983174,0.0015358091982925481,0.7683134582623473
BPIC14,nb_0.525,0.5,rare-first,empty,B0_half,0.00915086313982627,0.00893630156065306,0.023447141094198987
BPIC14,nb_0.525,0.5,rare-first,empty,B0,0.00915086313982627,0.00893630156065306,0.023447141094198987
BPIC14,nb_0.525,0.5,rare-first,empty,B0+g,0.00915086313982627,-0.004001385239668975,1.4372686137392
BPIC14,nb_0.525,0.5,rare-first,B0_half,B0,0.00893630156065306,0.00893630156065306,0.0
BPIC14,nb_0.525,0.5,rare-first,B0_half,B0+g,0.00893630156065306,-0.004001385239668975,1.447767481044648
BPIC14,nb_0.525,0.5,rare-first,B0,B0+g,0.00893630156065306,-0.004001385239668975,1.447767481044648
BPIC14,nb_0.525,0.75,rare-first,empty,B0_half,0.0132011834764999,0.012994150373788815,0.015682919874542733
BPIC14,nb_0.525,0.75,rare-first,empty,B0,0.0132011834764999,0.012994150373788815,0.015682919874542733
BPIC14,nb_0.525,0.75,rare-first,empty,B0+g,0.0132011834764999,0.003139374684745011,0.7621899059024843
BPIC14,nb_0.525,0.75,rare-first,B0_half,B0,0.012994150373788815,0.012994150373788815,0.0
BPIC14,nb_0.525,0.75,rare-first,B0_half,B0+g,0.012994150373788815,0.003139374684745011,0.7584009269988433
BPIC14,nb_0.525,0.75,rare-first,B0,B0+g,0.012994150373788815,0.003139374684745011,0.7584009269988433
BPIC14,nb_0.525,1.0,full,empty,B0_half,0.013995437743263839,0.014341747660525872,-0.02474448628294712
BPIC14,nb_0.525,1.0,full,empty,B0,0.013995437743263839,0.014492317189770287,-0.0355029585798845
BPIC14,nb_0.525,1.0,full,empty,B0+g,0.013995437743263839,0.004441801112708865,0.6826250672404475
BPIC14,nb_0.525,1.0,full,B0_half,B0,0.014341747660525872,0.014492317189770287,-0.01049868766404538
BPIC14,nb_0.525,1.0,full,B0_half,B0+g,0.014341747660525872,0.004441801112708865,0.6902887139107566
BPIC14,nb_0.525,1.0,full,B0,B0+g,0.014492317189770287,0.004441801112708865,0.6935064935064901
BPIC14,nb_0.550,0.5,random,empty,B0_half,0.007350720767971497,0.0075414421716809565,-0.025945945945936355
BPIC14,nb_0.550,0.5,random,empty,B0,0.007350720767971497,0.007644749598690326,-0.03999999999999582
BPIC14,nb_0.550,0.5,random,empty,B0+g,0.007350720767971497,0.002924394856879453,0.6021621621621647
BPIC14,nb_0.550,0.5,random,B0_half,B0,0.0075414421716809565,0.007644749598690326,-0.013698630136991685
BPIC14,nb_0.550,0.5,random,B0_half,B0+g,0.0075414421716809565,0.002924394856879453,0.6122233930453096
BPIC14,nb_0.550,0.5,random,B0,B0+g,0.007644749598690326,0.002924394856879453,0.6174636174636183
BPIC14,nb_0.550,0.5,rare-first,empty,B0_half,0.010179754922996276,0.009861885916813695,0.0312256049960995
BPIC14,nb_0.550,0.5,rare-first,empty,B0,0.010179754922996276,0.009965193343823064,0.02107728337236414
BPIC14,nb_0.550,0.5,rare-first,empty,B0+g,0.010179754922996276,-0.0026303660261606243,1.2583918813427004
BPIC14,nb_0.550,0.5,rare-first,B0_half,B0,0.009861885916813695,0.009965193343823064,-0.01047542304593474
BPIC14,nb_0.550,0.5,rare-first,B0_half,B0+g,0.009861885916813695,-0.0026303660261606243,1.266720386784851
BPIC14,nb_0.550,0.5,rare-first,B0,B0+g,0.009965193343823064,-0.0026303660261606243,1.2639553429027104
BPIC14,nb_0.550,0.75,rare-first,empty,B0_half,0.015074937618207551,0.014200797851205427,0.05798629414866274
BPIC14,nb_0.550,0.75,rare-first,empty,B0,0.015074937618207551,0.013906769020486709,0.07749077490774658
BPIC14,nb_0.550,0.75,rare-first,empty,B0+g,0.015074937618207551,0.008216913809818926,0.45492883500263936
BPIC14,nb_0.550,0.75,rare-first,B0_half,B0,0.014200797851205427,0.013906769020486709,0.020705092333509922
BPIC14,nb_0.550,0.75,rare-first,B0_half,B0+g,0.014200797851205427,0.008216913809818926,0.42137660884163364
BPIC14,nb_0.550,0.75,rare-first,B0,B0+g,0.013906769020486709,0.008216913809818926,0.4091428571428627
BPIC14,nb_0.550,1.0,full,empty,B0_half,0.015400753349544716,0.015647101829336152,-0.015995872033020886
BPIC14,nb_0.550,1.0,full,empty,B0,0.015400753349544716,0.015249765571607954,0.009803921568630636
BPIC14,nb_0.550,1.0,full,empty,B0+g,0.015400753349544716,0.007080532112716309,0.5402476780185803
BPIC14,nb_0.550,1.0,full,B0_half,B0,0.015647101829336152,0.015249765571607954,0.025393600812595674
BPIC14,nb_0.550,1.0,full,B0_half,B0+g,0.015647101829336152,0.007080532112716309,0.5474860335195563
BPIC14,nb_0.550,1.0,full,B0,B0+g,0.015249765571607954,0.007080532112716309,0.5356956748306441
BPIC14,nb_0.575,0.5,random,empty,B0_half,0.008616119885230589,0.009078899761878811,-0.0537109375000111
BPIC14,nb_0.575,0.5,random,empty,B0,0.008616119885230589,0.009108349390392734,-0.05712890625000533
BPIC14,nb_0.575,0.5,random,empty,B0+g,0.008616119885230589,-0.007492826911911998,1.8696289062500053
BPIC14,nb_0.575,0.5,random,B0_half,B0,0.009078899761878811,0.009108349390392734,-0.0032437442075941014
BPIC14,nb_0.575,0.5,random,B0_half,B0+g,0.009078899761878811,-0.007492826911911998,1.8253012048192736
BPIC14,nb_0.575,0.5,random,B0,B0+g,0.009108349390392734,-0.007492826911911998,1.8226327944572758
BPIC14,nb_0.575,0.5,rare-first,empty,B0_half,0.011329692798303759,0.010492481930549413,0.07389528406981072
BPIC14,nb_0.575,0.5,rare-first,empty,B0,0.011329692798303759,0.01061448753439298,0.06312662458225315
BPIC14,nb_0.575,0.5,rare-first,empty,B0+g,0.011329692798303759,0.005620671956380829,0.5038989974006765
BPIC14,nb_0.575,0.5,rare-first,B0_half,B0,0.010492481930549413,0.01061448753439298,-0.01162790697674132
BPIC14,nb_0.575,0.5,rare-first,B0_half,B0+g,0.010492481930549413,0.005620671956380829,0.46431435445069036
BPIC14,nb_0.575,0.5,rare-first,B0,B0+g,0.01061448753439298,0.005620671956380829,0.4704716607213705
BPIC14,nb_0.575,0.75,rare-first,empty,B0_half,0.01658014085336612,0.01583548596094142,0.044912458766809604
BPIC14,nb_0.575,0.75,rare-first,empty,B0,0.01658014085336612,0.015957491564784987,0.037553920324791656
BPIC14,nb_0.575,0.75,rare-first,empty,B0+g,0.01658014085336612,0.011952342086884782,0.279116975386961
BPIC14,nb_0.575,0.75,rare-first,B0_half,B0,0.01583548596094142,0.015957491564784987,-0.0077045696067994385
BPIC14,nb_0.575,0.75,rare-first,B0_half,B0+g,0.01583548596094142,0.011952342086884782,0.2452178533475069
BPIC14,nb_0.575,0.75,rare-first,B0,B0+g,0.015957491564784987,0.011952342086884782,0.2509886633271845
BPIC14,nb_0.575,1.0,full,empty,B0_half,0.01680732370190252,0.01747625097814831,-0.039799749687100316
BPIC14,nb_0.575,1.0,full,empty,B0,0.01680732370190252,0.01720699723173491,-0.023779724655814682
BPIC14,nb_0.575,1.0,full,empty,B0+g,0.01680732370190252,0.010467239391823036,0.3772215269086424
BPIC14,nb_0.575,1.0,full,B0_half,B0,0.01747625097814831,0.01720699723173491,0.01540683678381971
BPIC14,nb_0.575,1.0,full,B0_half,B0+g,0.01747625097814831,0.010467239391823036,0.4010592200288893
BPIC14,nb_0.575,1.0,full,B0,B0+g,0.01720699723173491,0.010467239391823036,0.3916870415647956
BPIC14,nb_0.600,0.5,random,empty,B0_half,0.009941353168359313,0.010585037905879058,-0.06474820143885673
BPIC14,nb_0.600,0.5,random,empty,B0,0.009941353168359313,0.01079959948505227,-0.08633093525180513
BPIC14,nb_0.600,0.5,random,empty,B0+g,0.009941353168359313,0.015698755542840837,-0.5791366906474873
BPIC14,nb_0.600,0.5,random,B0_half,B0,0.010585037905879058,0.01079959948505227,-0.020270270270269064
BPIC14,nb_0.600,0.5,random,B0_half,B0+g,0.010585037905879058,0.015698755542840837,-0.4831081081081021
BPIC14,nb_0.600,0.5,random,B0,B0+g,0.01079959948505227,0.015698755542840837,-0.45364238410595603
BPIC14,nb_0.600,1.0,full,B0_half,B0,0.0017164926333858022,0.0020740952653411915,-0.20833333333334147
BPIC14,nb_0.600,1.0,full,B0_half,B0+g,0.0017164926333858022,0.036582749249034485,-20.312499999999755
BPIC14,nb_0.600,1.0,full,B0,B0+g,0.0020740952653411915,0.036582749249034485,-16.63793103448244
BPIC14,nb_0.625,0.5,random,empty,B0_half,0.0017641729843131948,0.002836980880179363,-0.6081081081081285
BPIC14,nb_0.625,0.5,random,empty,B0,0.0017641729843131948,0.003075382634816215,-0.7432432432432263
BPIC14,nb_0.625,0.5,random,empty,B0+g,0.0017641729843131948,0.015806036332427387,-7.9594594594592945
BPIC14,nb_0.625,0.5,random,B0_half,B0,0.002836980880179363,0.003075382634816215,-0.08403361344535387
BPIC14,nb_0.625,0.5,random,B0_half,B0+g,0.002836980880179363,0.015806036332427387,-4.571428571428398
BPIC14,nb_0.625,0.5,random,B0,B0+g,0.003075382634816215,0.015806036332427387,-4.139534883720886
BPIC14,nb_0.625,0.75,rare-first,empty,B0_half,0.0024793782482238624,0.006579888427978742,-1.6538461538461657
BPIC14,nb_0.625,0.75,rare-first,empty,B0,0.0024793782482238624,0.006937491059934242,-1.79807692307699
BPIC14,nb_0.625,0.75,rare-first,empty,B0+g,0.0024793782482238624,0.03194583512134641,-11.884615384615582
BPIC14,nb_0.625,0.75,rare-first,B0_half,B0,0.006579888427978742,0.006937491059934242,-0.05434782608697697
BPIC14,nb_0.625,0.75,rare-first,B0_half,B0+g,0.006579888427978742,0.03194583512134641,-3.8550724637681686
BPIC14,nb_0.625,0.75,rare-first,B0,B0+g,0.006937491059934242,0.03194583512134641,-3.6048109965635344
BPIC14,nb_0.625,1.0,full,empty,B0_half,0.003766747723263242,0.005244838602012081,-0.3924050632911318
BPIC14,nb_0.625,1.0,full,empty,B0,0.003766747723263242,0.00560244123396747,-0.4873417721518962
BPIC14,nb_0.625,1.0,full,empty,B0+g,0.003766747723263242,0.03285176178896665,-7.721518987341744
BPIC14,nb_0.625,1.0,full,B0_half,B0,0.005244838602012081,0.00560244123396747,-0.06818181818182212
BPIC14,nb_0.625,1.0,full,B0_half,B0+g,0.005244838602012081,0.03285176178896665,-5.263636363636377
BPIC14,nb_0.625,1.0,full,B0,B0+g,0.00560244123396747,0.03285176178896665,-4.863829787234034
BPIC14,nb_0.650,0.5,random,empty,B0_half,0.0006232503014079738,0.0016041032347712258,-1.5737704918030917
BPIC14,nb_0.650,0.5,random,empty,B0,0.0006232503014079738,0.00204344361117359,-2.278688524590012
BPIC14,nb_0.650,0.5,random,empty,B0+g,0.0006232503014079738,0.017001450844964072,-26.27868852458859
BPIC14,nb_0.650,0.5,random,B0_half,B0,0.0016041032347712258,0.00204344361117359,-0.2738853503185048
BPIC14,nb_0.650,0.5,random,B0_half,B0+g,0.0016041032347712258,0.017001450844964072,-9.598726114649839
BPIC14,nb_0.650,0.5,random,B0,B0+g,0.00204344361117359,0.017001450844964072,-7.319999999999904
BPIC14,nb_0.650,0.75,rare-first,empty,B0_half,0.00035760263195538933,0.005323170607107075,-13.885714285713469
BPIC14,nb_0.650,0.75,rare-first,empty,B0,0.00035760263195538933,0.005537732186280286,-14.485714285713408
BPIC14,nb_0.650,0.75,rare-first,empty,B0+g,0.00035760263195538933,0.03539244334552594,-97.97142857142371
BPIC14,nb_0.650,0.75,rare-first,B0_half,B0,0.005323170607107075,0.005537732186280286,-0.04030710172744523
BPIC14,nb_0.650,0.75,rare-first,B0_half,B0+g,0.005323170607107075,0.03539244334552594,-5.648752399232284
BPIC14,nb_0.650,0.75,rare-first,B0,B0+g,0.005537732186280286,0.03539244334552594,-5.391143911439163
BPIC14,nb_0.650,1.0,full,empty,B0_half,0.0025543045139669873,0.003749719026503451,-0.467999999999966
BPIC14,nb_0.650,1.0,full,empty,B0,0.0025543045139669873,0.003964280605676662,-0.5519999999999601
